gene,logFC,adj.P.Val,module,GS_RA,kME_own
RHOBTB2,-0.247836634003482,1.96814884563278e-05,brown,-0.341,0.578
PYGO2,-0.247775845909113,2.0784540293736e-06,brown,-0.426,0.646
TMEM33,0.247694906466498,3.74462379942916e-08,yellow,0.474,0.862
CARD8,0.247637227476699,2.56390441474642e-07,yellow,0.405,0.806
RAP2C,0.247424595553553,0.00176948149117391,yellow,0.247,0.595
NUP93,-0.247191868616264,8.53225564511373e-08,brown,-0.489,0.75
AAK1,-0.246835131072942,1.34930220650675e-06,brown,-0.456,0.789
NUP188,-0.24676649997565,4.4568776094128e-07,brown,-0.474,0.766
PIP5K1B,0.246647863693109,0.00856776623061835,yellow,0.23,0.39
CLEC4A,0.246568743271279,2.47929639032702e-06,yellow,0.383,0.703
MAPKBP1,-0.24629228730742,3.45751614306929e-07,brown,-0.383,0.49
DDX27,-0.246210421084626,1.66770584856543e-09,brown,-0.534,0.814
TLR4,0.246036912002049,0.0012957606521711,yellow,0.333,0.713
TRMT2B,-0.246025519093852,6.73438196170954e-06,brown,-0.357,0.62
CAND2,-0.245924236254754,0.000106530899622927,brown,-0.336,0.36
LDOC1L,-0.245711327904069,2.0833431807394e-05,brown,-0.386,0.565
TULP3,-0.245698769139643,9.83393939848284e-06,brown,-0.408,0.639
C16orf72,0.245583944681459,5.32809790883247e-07,yellow,0.446,0.783
WDFY1,0.245492065746788,1.66258505644327e-05,yellow,0.431,0.726
DNAH1,-0.245470028250256,8.70014551622982e-06,brown,-0.447,0.685
FAM174A,0.24521152359167,0.00170946852276829,yellow,0.338,0.701
GNB4,0.245131648548794,9.74983403263086e-06,yellow,0.408,0.725
BCR,-0.244904890027461,0.00623335490687306,brown,-0.249,0.512
ATG3,0.244725401919259,9.81358013152171e-08,yellow,0.484,0.822
EP400,-0.244516861630457,6.47022836120468e-07,brown,-0.485,0.695
OGFOD1,-0.244447837755353,3.30229904966551e-07,brown,-0.525,0.759
PSMD2,-0.24443238979283,9.81358013152171e-08,brown,-0.5,0.814
INTS4,-0.244225427874726,7.07089581189221e-07,brown,-0.47,0.663
PTPN18,-0.244225152512443,1.13073804750105e-05,brown,-0.423,0.781
MYCBP2,-0.244049417071784,7.76078123363931e-10,brown,-0.56,0.818
EFTUD2,-0.243944122073463,1.05569734718774e-06,brown,-0.47,0.807
APOOL,-0.243654401633978,1.04524957331899e-06,brown,-0.441,0.764
WDR47,0.243564249046084,6.48048476199727e-06,yellow,0.409,0.803
XYLT2,-0.243482958720024,1.10005562040219e-05,brown,-0.412,0.711
SNX29,-0.243453357511813,1.61297406140188e-05,brown,-0.456,0.542
SRBD1,0.243435856320899,5.59611926143101e-07,yellow,0.44,0.473
IQGAP2,0.243382523415721,3.62987187805504e-05,yellow,0.381,0.659
NUDC,-0.243339345146512,1.39305105980646e-08,brown,-0.511,0.839
EME2,-0.243295708233962,4.19943860276089e-07,brown,-0.392,0.644
CYP1B1,0.243180193640909,0.0200675884357143,yellow,0.245,0.493
VPS11,-0.243014299277487,6.4320702535834e-09,brown,-0.534,0.785
WDR46,-0.242986146697159,1.53712564059159e-08,brown,-0.477,0.704
GOLGA3,-0.242923938617935,1.52334527508304e-08,brown,-0.518,0.832
POLR3A,-0.242693147130001,3.31820567960163e-07,brown,-0.462,0.733
TRIM66,-0.242689465679408,0.00147569014559697,brown,-0.332,0.58
IPP,-0.242281454131764,0.00254816699495267,brown,-0.282,0.393
MTFMT,0.242244036264468,4.21141931908583e-05,yellow,0.34,0.552
ARID4A,0.242183291899626,4.4010217192503e-06,yellow,0.419,0.842
AARS,-0.242098934318746,6.96307483139641e-08,brown,-0.502,0.724
UBL3,0.24201600593607,8.36372857139466e-07,yellow,0.458,0.814
GANC,-0.241495939626714,0.00186696183661466,brown,-0.317,0.57
PPP1R13B,-0.241471973448172,2.73894598216878e-07,brown,-0.424,0.584
SARS,-0.241346428539789,5.0406148288313e-08,brown,-0.513,0.886
IDH3G,-0.241285540761964,3.19953052735751e-07,brown,-0.475,0.821
MTMR10,0.241225384499085,2.09424180483304e-06,yellow,0.398,0.806
GPATCH8,-0.241208128326289,5.00555455676433e-08,brown,-0.453,0.736
MYBBP1A,-0.241077171148913,1.86106475658215e-07,brown,-0.45,0.772
MAD1L1,-0.241023562954191,4.48155719270427e-05,brown,-0.342,0.572
TTC31,-0.240892557670614,9.31860408603729e-09,brown,-0.547,0.806
ARL3,0.240885051626613,0.000117294288534876,yellow,0.373,0.68
TOPORS,0.240582733823919,0.00015048954947331,yellow,0.377,0.818
PUF60,-0.240503633756596,9.85104973353933e-08,brown,-0.51,0.878
ZNF93,0.240038689037593,0.000452911504337428,yellow,0.317,0.449
ASB1,-0.23959635184162,1.35059263801895e-07,brown,-0.464,0.737
PPP1CB,0.239569294284784,5.31203564284628e-06,yellow,0.418,0.8
SLC12A7,-0.239198111680487,0.00576015151541977,brown,-0.256,0.417
TRIM44,-0.238379361455538,1.37626802523152e-07,brown,-0.516,0.869
OGFRL1,0.238245461441017,0.000168822652124477,yellow,0.336,0.732
MPRIP,-0.238123665821774,5.68455449357322e-07,brown,-0.442,0.667
MOSPD2,0.237824026704235,8.47005986731826e-06,yellow,0.442,0.781
CYFIP2,-0.237821622465645,3.14174186886861e-08,brown,-0.506,0.86
ZFP41,-0.237655765801485,7.89295901584288e-05,brown,-0.344,0.495
PAPOLG,0.237561372549694,5.76042733981249e-06,yellow,0.385,0.835
PRPF18,0.237281436143437,2.45870930063783e-05,yellow,0.395,0.617
CNOT1,-0.237252990883322,2.7008987234627e-08,brown,-0.518,0.808
IMMT,-0.237243249987932,4.29205631043826e-08,brown,-0.542,0.802
PPM1G,-0.237089153472282,1.00374705234579e-07,brown,-0.474,0.827
TBCD,-0.237039959155552,2.53292220445522e-06,brown,-0.412,0.687
TMOD3,0.236821555625735,4.6921767356128e-05,yellow,0.388,0.619
WDR54,-0.236559171560493,5.89190839363857e-05,brown,-0.41,0.711
D2HGDH,-0.236535057524955,2.78557625106363e-05,brown,-0.402,0.633
CD3E,-0.236476405824125,6.94390089894179e-06,brown,-0.382,0.704
MSTO1,-0.236440991077217,4.98591715265614e-07,brown,-0.464,0.722
ARHGAP22,-0.236362890801554,7.98631233452783e-05,brown,-0.361,0.307
ZNF658,0.236292769746841,0.00163641718039748,yellow,0.295,0.353
EHD4,-0.235958830531274,1.41636640245851e-06,brown,-0.442,0.65
CD36,0.235838814850417,0.0110252940668187,yellow,0.204,0.338
ATP5D,-0.235762623941617,5.69042034306338e-07,brown,-0.435,0.819
EAPP,0.235742230716528,2.25196208828253e-08,yellow,0.513,0.626
TSPAN18,-0.235703022398199,0.0003886132694117,brown,-0.347,0.634
ACTR10,0.235539950004475,5.13609812399248e-11,yellow,0.555,0.785
DVL1,-0.2352174190899,6.52011712892533e-07,brown,-0.421,0.54
PLCXD1,-0.234895554439204,0.000523538108672347,brown,-0.318,0.52
XPNPEP1,-0.234270919666762,7.70200516363807e-07,brown,-0.412,0.673
HSPBP1,-0.234245668113269,1.06841635578508e-05,brown,-0.408,0.697
POLB,0.234090422261543,9.82274503228923e-06,yellow,0.422,0.547
ZMAT3,-0.234052671343259,0.000351184341552304,brown,-0.315,0.557
SIN3A,-0.233994902296425,4.19855218382459e-06,brown,-0.429,0.649
CREB3L2,-0.233935913752485,3.37902806281277e-08,brown,-0.476,0.651
SCAMP3,-0.233663895974578,4.19943860276089e-07,brown,-0.473,0.895
GMFG,0.23350019446662,1.10176317819722e-05,yellow,0.41,0.689
HERC1,-0.233459676386081,3.91867541404035e-06,brown,-0.422,0.586
PSMD11,-0.233434153037128,5.53001477508052e-08,brown,-0.494,0.834
HSPB1,-0.233381469371691,8.91016466974485e-05,brown,-0.394,0.669
GPS1,-0.233357655019354,6.58778063686018e-08,brown,-0.483,0.77
HECTD3,-0.233352901693759,9.40475153411244e-06,brown,-0.457,0.668
PTPN23,-0.233321150845098,2.01122214665674e-05,brown,-0.437,0.696
VAMP7,0.233091213769752,9.56207383033555e-08,yellow,0.478,0.782
IPO13,-0.233085947121331,4.86715435334819e-08,brown,-0.502,0.718
ZNF444,-0.232988615370483,8.72349407939776e-06,brown,-0.41,0.727
RPA1,-0.232910187786253,6.36562756436695e-07,brown,-0.48,0.659
SLC6A16,-0.232785783837396,0.00010488865516726,brown,-0.339,0.449
CCDC88C,-0.232619163486113,2.39894284956051e-07,brown,-0.468,0.723
LILRA4,-0.232359942676206,0.00566026989846263,brown,-0.261,0.284
CLCN4,0.231997487657962,0.0349484243440973,yellow,0.182,0.4
ZKSCAN4,0.231909751031869,1.48270444392578e-05,yellow,0.411,0.488
SMCHD1,0.231819870438807,1.39453377676965e-06,yellow,0.462,0.849
PRMT7,-0.231608605775203,1.6125951112681e-05,brown,-0.414,0.613
NOL6,-0.231314880986373,2.76384770316478e-08,brown,-0.501,0.578
FOXK1,-0.231304992862826,6.61042692791369e-07,brown,-0.459,0.686
DSE,0.231088241389572,0.00156771934741781,yellow,0.345,0.749
FUK,-0.231031957947006,7.83858095332402e-07,brown,-0.429,0.641
CXorf65,-0.230993393318114,9.07576597520978e-05,brown,-0.345,0.522
BBS1,-0.230878251962354,1.58352564823647e-05,brown,-0.405,0.482
MZF1,-0.230831223428799,1.4328503797294e-07,brown,-0.493,0.685
DHRS3,-0.230447483219679,0.000222824333165601,brown,-0.355,0.693
HMGCR,0.230274403592365,5.25773740797123e-05,yellow,0.328,0.765
MSL3,0.230239161446854,7.95471262851297e-07,yellow,0.439,0.627
ELP3,-0.230217696212651,2.80445518554649e-06,brown,-0.447,0.772
ABL1,-0.230154343049355,9.88905031469145e-05,brown,-0.38,0.571
TDP2,0.22998054099241,2.16998354000163e-05,yellow,0.407,0.811
KPNA6,-0.229897952690734,3.65046508835816e-07,brown,-0.482,0.842
CS,-0.229884531021599,2.3207837817101e-07,brown,-0.487,0.77
ATP2B4,-0.22983381405867,2.22419156037232e-06,brown,-0.436,0.532
CKAP5,-0.229742178773453,7.94670472451457e-06,brown,-0.445,0.668
LAS1L,-0.22951008716708,0.000158099440014787,brown,-0.328,0.643
ZNF586,0.229416630227127,8.22787460643461e-06,yellow,0.413,0.603
PPM1D,0.229276988174548,5.85614930082806e-06,yellow,0.396,0.774
ALMS1,-0.229249675896437,1.16722409789269e-06,brown,-0.459,0.705
PRPF31,-0.229147751518333,4.31086086633123e-08,brown,-0.495,0.732
ZBTB40,-0.22878416235207,1.57220641331999e-06,brown,-0.427,0.688
ZSCAN16,0.22877654253975,1.85753326587014e-06,yellow,0.412,0.612
PIGX,0.228650772606422,0.000970291593354104,yellow,0.353,0.62
IL27RA,-0.228601026374791,4.95218780183897e-07,brown,-0.472,0.787
SAMM50,-0.228570317619387,6.63350295260354e-08,brown,-0.508,0.818
CD46,0.228535719476097,3.72121950529195e-06,yellow,0.447,0.9
PPP2R5D,-0.228443734219218,2.456911766966e-06,brown,-0.422,0.765
FAM134C,-0.228391907874317,6.37684229506507e-07,brown,-0.458,0.864
JKAMP,0.228363327621365,4.94151390755434e-07,yellow,0.464,0.795
CLIC2,0.228269983159917,0.00317963294813555,yellow,0.279,0.406
TUFM,-0.228167506636276,8.09464834339462e-07,brown,-0.457,0.662
RPTOR,-0.227825151119634,1.91455446375625e-05,brown,-0.427,0.636
TPP1,-0.227777351768988,3.03995392474353e-05,brown,-0.415,0.751
IL18BP,-0.227446342862613,3.19091185182393e-06,brown,-0.434,0.757
CTCF,-0.227365793561041,5.91380966479076e-07,brown,-0.483,0.76
PTPN7,-0.227331963237467,2.90767668508644e-06,brown,-0.403,0.698
DHX30,-0.226788425380552,3.18449279740182e-07,brown,-0.451,0.697
ZNF362,-0.226598842033017,3.95155215590394e-06,brown,-0.443,0.77
FNBP1,-0.226515388554462,1.12625268326084e-06,brown,-0.477,0.813
ERC1,-0.226497515520599,8.53317530972444e-05,brown,-0.338,0.447
BMS1,-0.22646285421161,1.03314412979326e-07,brown,-0.488,0.715
USP5,-0.226380114141918,7.45275366504689e-05,brown,-0.367,0.645
NCKAP1L,-0.226364469871953,2.18642406508368e-06,brown,-0.463,0.68
ATP8B1,-0.226193123797142,0.000652773225233306,brown,-0.32,0.515
DDX11,-0.226113220765649,0.0290740580812109,brown,-0.294,0.426
SUPV3L1,-0.226037974884016,4.25560379823274e-08,brown,-0.457,0.647
HDAC6,-0.225951841702678,1.16511009331972e-06,brown,-0.476,0.764
ADRM1,-0.225799505621752,6.69925456821202e-08,brown,-0.469,0.791
HKR1,-0.225734755762654,3.73143812616314e-05,brown,-0.396,0.621
CARNS1,-0.225493684388253,0.000589348888319262,brown,-0.336,0.626
TRIM65,-0.225168088813938,0.0102338857834752,brown,-0.258,0.428
CECR1,-0.2250237869515,2.82819395988194e-05,brown,-0.419,0.771
CLIP2,-0.224959115650054,8.90525720521475e-05,brown,-0.348,0.531
ECHS1,-0.224922903958308,7.58669409554728e-07,brown,-0.493,0.852
KIAA1841,0.224921663282459,0.000237751884783525,yellow,0.337,0.486
CXCL6,0.224837894420646,0.0258473443038799,yellow,0.256,0.594
RHBDD1,-0.224747995703312,7.75440027156642e-06,brown,-0.424,0.656
RFWD3,-0.2246945330963,0.000874279297161859,brown,-0.263,0.386
CHMP2B,0.224638497037297,1.1126433231509e-05,yellow,0.458,0.676
CTNNBL1,-0.224567698572204,1.43152398049322e-06,brown,-0.465,0.772
UCP2,-0.22442509886229,6.49507838212026e-06,brown,-0.414,0.801
MTHFR,-0.224417692714834,0.000120139111643336,brown,-0.36,0.614
LATS2,0.224048648151454,1.592511309852e-05,yellow,0.371,0.56
PSMC5,-0.224046124770131,4.39305048013579e-07,brown,-0.471,0.858
TMEM167B,0.223904494903154,3.11537951946365e-09,yellow,0.534,0.85
USP20,-0.223723248401375,3.46143833291895e-07,brown,-0.461,0.754
WWOX,-0.223602294748432,0.000212376678282106,brown,-0.336,0.327
PPP2R5A,0.223502463814048,4.06306182761519e-05,yellow,0.307,0.5
CROCC,-0.223310377746671,1.20139963056428e-05,brown,-0.391,0.52
OSBPL5,-0.223119382960375,0.00129479193072215,brown,-0.318,0.522
PES1,-0.222826921947543,1.1775660858266e-05,brown,-0.381,0.539
SIGIRR,-0.222745103846338,1.39831432825285e-06,brown,-0.452,0.8
SEMA4C,-0.222441222885689,9.02912696059312e-05,brown,-0.299,0.511
SHMT2,-0.222343311920691,9.6849853283449e-07,brown,-0.437,0.754
ATP11A,0.222234283377571,0.000390123760085623,yellow,0.317,0.582
C21orf2,-0.222172065434998,0.000105373446532923,brown,-0.353,0.62
GORASP2,-0.222067920102592,3.62570443923083e-08,brown,-0.512,0.801
CBX6,-0.222022642831554,9.45346249699103e-08,brown,-0.479,0.721
PBLD,0.221990211550119,0.000379324691087495,yellow,0.313,0.568
SDHA,-0.221900271495492,1.70866791821965e-06,brown,-0.426,0.767
NFATC1,-0.221798016323648,4.66938695331118e-05,brown,-0.391,0.643
FAM53B,-0.221761923605027,1.08594651438223e-05,brown,-0.416,0.732
NR4A2,0.221526167053149,0.0054063508658675,yellow,0.326,0.474
TCEA2,-0.221275649595161,3.73533884295252e-06,brown,-0.407,0.575
MMS19,-0.22119238279493,7.18937413441904e-10,brown,-0.565,0.802
ADD1,-0.221186732911069,4.51416301054586e-07,brown,-0.493,0.798
IKBKE,-0.221093303960029,1.29713695171584e-05,brown,-0.396,0.661
SCFD2,-0.221058893888982,0.000631251617309697,brown,-0.36,0.576
SRP68,-0.221026967065883,1.23488219305371e-06,brown,-0.456,0.831
MFHAS1,-0.220722747859468,0.000768989936974547,brown,-0.31,0.617
RABGAP1,-0.2206476922615,2.0784540293736e-06,brown,-0.4,0.684
IDH3B,-0.220408016579647,3.95270560991471e-07,brown,-0.47,0.837
CCDC107,-0.220371144490431,1.19500695358255e-05,brown,-0.43,0.648
GRWD1,-0.220315884161543,1.11304136571862e-06,brown,-0.451,0.765
DAG1,-0.220299898952514,4.0230829788196e-07,brown,-0.375,0.595
SERINC1,0.220255113389663,5.52297010513142e-08,yellow,0.495,0.874
MON1A,-0.22014973447033,3.83128902119896e-05,brown,-0.398,0.58
JUP,-0.220099597438525,0.00987090066478559,brown,-0.29,0.331
IPO9,-0.220012257459412,3.70010928475763e-06,brown,-0.452,0.751
SMG6,-0.219944326938187,2.92155561288158e-06,brown,-0.425,0.689
CAPNS1,-0.219906906350775,8.74252867137159e-05,brown,-0.362,0.784
CHTF18,-0.219857054921107,2.31414910228199e-05,brown,-0.353,0.444
RBM18,0.219716194846228,3.93457129942414e-05,yellow,0.35,0.618
LPAR1,0.219674113059775,0.0454023772673081,yellow,0.164,0.413
SPG20,0.219608353999675,0.00113019615031571,yellow,0.3,0.431
GALT,-0.21951895195086,4.58217352432238e-07,brown,-0.489,0.779
SNRPB,-0.219452796467365,7.55575762434558e-08,brown,-0.481,0.764
DDX56,-0.219423927641643,4.3196590362953e-07,brown,-0.441,0.795
RAD54L2,-0.2193947678842,4.92523493576774e-07,brown,-0.501,0.734
URGCP,-0.219174080037629,3.0799790183457e-06,brown,-0.4,0.638
GTF2B,0.218918449593514,1.33635140951283e-06,yellow,0.43,0.54
EPHB6,-0.21884223582638,0.000358326211458756,brown,-0.372,0.526
CNOT4,-0.218755960596076,1.20282517418193e-07,brown,-0.457,0.699
ARHGAP17,-0.21848784534033,5.98681887439529e-07,brown,-0.502,0.744
SLC5A6,-0.218484140651855,8.30133528946777e-06,brown,-0.433,0.669
DVL2,-0.218391344682417,2.93578643525187e-10,brown,-0.544,0.697
PATZ1,-0.218341596561856,2.92985496699926e-06,brown,-0.463,0.629
BCOR,-0.218280567824319,1.64228391634779e-05,brown,-0.413,0.53
ZNF142,-0.218117086155086,1.78955910187376e-07,brown,-0.467,0.651
CMTM4,0.217987607904901,0.000427726262439569,yellow,0.281,0.387
PJA2,0.217754054900894,6.49601456795331e-07,yellow,0.475,0.901
OGG1,-0.217631530254036,1.65405812998608e-06,brown,-0.388,0.711
GEMIN5,-0.217552536144454,3.19041020078084e-05,brown,-0.448,0.639
GALNT6,-0.217502111144675,0.000586743440327163,brown,-0.369,0.452
KDSR,-0.217237932850098,3.06144258015479e-06,brown,-0.409,0.558
CHD3,-0.217048927761945,4.20787680500988e-05,brown,-0.412,0.809
SRM,-0.216744016300126,9.58345856775749e-06,brown,-0.409,0.629
SLC9A3R1,-0.216701044558554,2.28601285547651e-06,brown,-0.421,0.759
CIAO1,-0.216607859158652,1.33605531799172e-06,brown,-0.435,0.525
FARSA,-0.216578903291401,1.10679159116998e-05,brown,-0.421,0.769
EIF2B5,-0.216462401778622,1.00661899071474e-08,brown,-0.523,0.843
ANKH,-0.216433717813166,0.000422532398401915,brown,-0.35,0.514
SGSH,-0.216329030429171,9.85577240874729e-07,brown,-0.386,0.575
PIH1D1,-0.216038749624444,1.31070343168214e-07,brown,-0.483,0.8
GNL1,-0.215886372125995,1.18557075632346e-07,brown,-0.443,0.546
ZNF3,-0.215764753658812,0.000448305667522235,brown,-0.303,0.581
NUDCD3,-0.215746013382917,7.8662853090687e-07,brown,-0.491,0.885
DCTN5,-0.215578535406072,6.62070736621533e-05,brown,-0.344,0.611
PTPRS,-0.215556797738605,0.00750763646570216,brown,-0.294,0.389
SOX12,-0.215467689838481,0.000104985655811871,brown,-0.324,0.399
RGS2,0.215455683523873,4.47904171908102e-07,yellow,0.439,0.758
BCAT2,-0.215407049544035,0.000293029678057408,brown,-0.349,0.612
CSNK2A1,-0.215405569855752,6.87142932174933e-07,brown,-0.457,0.72
FUT4,0.215390331905681,0.000102136382274208,yellow,0.379,0.414
AIFM2,-0.215328419546635,1.27025159939255e-05,brown,-0.29,0.408
SF3A2,-0.215168363974366,7.48957128795635e-05,brown,-0.376,0.743
DAXX,-0.215160404042482,5.38096872267785e-07,brown,-0.465,0.81
IFT172,-0.21505464345483,0.0014737249721149,brown,-0.351,0.434
SPNS1,-0.214985811570861,3.48264293501843e-07,brown,-0.44,0.657
ASH1L,-0.214766460508821,1.57355204952834e-07,brown,-0.465,0.655
CLPTM1L,-0.21465244693149,3.21425691845475e-05,brown,-0.342,0.648
WDR82,-0.214572254876526,4.63320005504062e-06,brown,-0.44,0.734
EDF1,-0.214511906562063,1.55521630960174e-06,brown,-0.433,0.782
SF3A3,-0.214363611421464,3.20441749141529e-07,brown,-0.471,0.704
NOB1,-0.214295890281048,1.08629005341652e-07,brown,-0.479,0.679
ZMPSTE24,0.214224851579438,8.25153480641768e-08,yellow,0.48,0.827
SLC40A1,0.214207413611456,2.30272577995595e-05,yellow,0.401,0.677
SYNJ1,0.213753899456822,1.12803979500081e-05,yellow,0.392,0.855
HNRNPL,-0.213678502076025,1.04627398620166e-05,brown,-0.365,0.533
AP1G2,-0.213195139326509,2.45488355528311e-05,brown,-0.425,0.762
RASSF1,-0.2131762400573,8.73998287794481e-06,brown,-0.397,0.63
REPIN1,-0.213123920090093,3.55419474189061e-07,brown,-0.47,0.74
GK,0.212986133674502,0.00308010473385993,yellow,0.34,0.739
EIF5B,-0.212827496673295,1.28725270028791e-05,brown,-0.428,0.685
RGP1,-0.2127645174236,7.12536092079988e-05,brown,-0.313,0.572
ANAPC5,-0.212695195642178,5.00555455676433e-08,brown,-0.51,0.888
RUFY3,-0.212670200302093,6.83426741077026e-06,brown,-0.402,0.589
STT3A,-0.212447616666425,1.78142424615705e-05,brown,-0.402,0.653
TRIM26,-0.21233738848186,1.6125951112681e-05,brown,-0.417,0.758
TMEM109,-0.21214910283476,8.21206041948552e-08,brown,-0.509,0.723
LBR,0.211943551865146,4.25560379823274e-08,yellow,0.481,0.894
FMO5,0.211756249369576,0.000377049175935889,yellow,0.3,0.479
ARHGEF18,-0.211734790333201,3.3425415151013e-07,brown,-0.494,0.814
S1PR2,-0.211656553946897,9.20594528998078e-05,brown,-0.336,0.546
CDK5RAP3,-0.211418988404314,7.10096901562235e-08,brown,-0.49,0.734
FUS,-0.211300230912872,6.4744870136105e-07,brown,-0.447,0.699
FARSB,-0.211291584603568,3.51698636430573e-08,brown,-0.521,0.753
ZNF701,0.210796937450491,0.00246189662836842,yellow,0.346,0.621
SHOC2,0.210727977238394,4.30840944518185e-07,yellow,0.444,0.865
WDR81,-0.210590631528371,2.79769564703637e-06,brown,-0.46,0.717
PITPNC1,-0.21043427536591,3.82189593226945e-06,brown,-0.42,0.737
ATAD3A,-0.210433810921214,3.11729493727088e-07,brown,-0.417,0.633
ABHD14B,-0.210429095863673,2.69098591026222e-05,brown,-0.402,0.8
ASXL2,-0.210353612009833,3.7667909418753e-07,brown,-0.472,0.737
C22orf34,-0.210337722887118,0.00455662401418937,brown,-0.318,0.462
FGL2,0.21025396766455,4.85749116967767e-06,yellow,0.37,0.764
PRSS53,-0.210127120200072,0.00029706057147156,brown,-0.303,0.296
PDPR,-0.210080579456312,0.00612311740953771,brown,-0.317,0.431
WBP11,-0.209812246791377,9.51924048955994e-08,brown,-0.527,0.66
NUDT16L1,-0.209714902313175,4.4568776094128e-07,brown,-0.421,0.635
PDCD7,-0.209685748682698,2.42098640205475e-06,brown,-0.427,0.591
RAD50,-0.209625685337825,0.000440589163017688,brown,-0.314,0.613
NFX1,-0.20943730685378,8.56308319522406e-06,brown,-0.383,0.508
MORN3,-0.209434833381446,0.00236108644366737,brown,-0.264,0.35
BMP8B,-0.209399383283018,9.62310612564371e-05,brown,-0.36,0.563
WBSCR22,-0.209204293033949,1.60797680284005e-06,brown,-0.434,0.773
PRPF19,-0.209197563811354,4.52037656425184e-07,brown,-0.475,0.747
FBRSL1,-0.208937177424936,2.58472341279808e-07,brown,-0.479,0.727
L3MBTL2,-0.20873645697811,2.13040299910738e-07,brown,-0.463,0.732
SMARCB1,-0.208653254914143,0.00151154436437737,brown,-0.299,0.456
TOB2,-0.208399643702953,0.000153474561302309,brown,-0.365,0.477
HDAC1,-0.208359418903449,4.36625149416884e-09,brown,-0.537,0.837
HTR7P1,0.208238164387653,0.000738617483996157,yellow,0.324,0.563
SMPD1,-0.208135808450043,3.95155215590394e-06,brown,-0.402,0.725
FIP1L1,-0.208017820294522,7.53859365111187e-06,brown,-0.373,0.578
SYTL1,-0.20785951803285,1.82375506067069e-05,brown,-0.39,0.718
RNH1,-0.207467539479179,1.97192853904853e-05,brown,-0.445,0.708
GSTP1,-0.207402807331276,0.000540529766913755,brown,-0.357,0.7
DMPK,-0.207354432750498,0.0010028364223576,brown,-0.297,0.425
HLA-DRB1,-0.20725298358078,0.000384341262021258,brown,-0.346,0.628
C9orf142,-0.207241230200797,3.23933441198406e-06,brown,-0.395,0.595
PAFAH2,-0.207239719188024,2.47833160088803e-05,brown,-0.326,0.463
VPS33B,-0.207124881086341,2.08974202275089e-08,brown,-0.508,0.757
ABCC2,0.207046356542274,0.00402282353970464,yellow,0.263,0.606
HVCN1,-0.206815853774172,2.31865936712232e-05,brown,-0.414,0.559
TJAP1,-0.206804997027986,2.75000282871792e-09,brown,-0.529,0.83
IGSF9B,-0.206750338877153,0.000651949061502534,brown,-0.255,0.464
DRG2,-0.206601538398393,2.23180803415596e-08,brown,-0.441,0.672
ZNF580,-0.206543015506671,0.000232424477591468,brown,-0.399,0.587
PHC1,-0.206261928562106,1.0727375611618e-05,brown,-0.402,0.648
HAS3,-0.206210984679215,1.07911962539723e-05,brown,-0.42,0.637
NOL9,-0.20620788198059,2.05045683399809e-05,brown,-0.383,0.559
ABCF3,-0.206200177687909,6.3591559850895e-07,brown,-0.443,0.78
RANBP3,-0.206140847611148,4.31274409888712e-07,brown,-0.455,0.72
KIDINS220,0.206034568661307,0.000307016639253951,yellow,0.303,0.777
FXYD7,-0.20598756700987,1.71223045022604e-05,brown,-0.371,0.525
NOC4L,-0.205934020503992,1.64536719409225e-07,brown,-0.488,0.711
CCDC84,-0.205873241741643,1.852317141501e-07,brown,-0.482,0.758
ZNF844,0.205773747585447,0.0141732426522147,yellow,0.301,0.363
TMEM201,-0.205328519500318,3.37977305796485e-05,brown,-0.341,0.587
PGPEP1,-0.205259787205041,0.000126551069393009,brown,-0.371,0.646
ANKRD17,-0.205238500712089,3.05121104807759e-05,brown,-0.329,0.401
SF1,-0.205101440815236,4.04323062326375e-08,brown,-0.521,0.877
C11orf24,-0.205099442017825,2.51937723788868e-05,brown,-0.381,0.561
SFT2D1,0.204979326901965,3.93475775356108e-08,yellow,0.508,0.697
SLC35A4,-0.204932483856136,2.10604343670276e-06,brown,-0.435,0.767
PUS1,-0.204789996396058,1.53760072294049e-05,brown,-0.385,0.658
LYST,0.204625156278153,8.56308319522406e-06,yellow,0.374,0.818
NF2,-0.204579913763193,9.45373419242672e-05,brown,-0.398,0.834
ZBTB7A,-0.20457485217795,8.53225564511373e-08,brown,-0.437,0.723
ING2,0.204511991043583,0.00019114947180539,yellow,0.4,0.536
ATP13A1,-0.204463225593843,4.40067405072261e-06,brown,-0.437,0.709
KIAA1033,0.204405115215454,0.000150801371024422,yellow,0.31,0.578
PAK4,-0.204282126026496,5.32670164993301e-05,brown,-0.371,0.458
POLG,-0.204233087800593,7.09677410057694e-09,brown,-0.544,0.778
HIST1H2AK,0.204225350426792,0.0047630471694805,yellow,0.354,0.569
TBC1D9B,-0.20412745900191,1.87419031193127e-05,brown,-0.403,0.669
SARM1,-0.204102014767395,0.000173770310837216,brown,-0.318,0.593
ENO3,-0.203948826953901,0.000250266692968887,brown,-0.378,0.635
ANO9,-0.203824820278594,0.000789065277245041,brown,-0.349,0.581
ZNF212,-0.203753952493416,3.19091185182393e-06,brown,-0.434,0.758
RNF11,0.20373413461009,0.0131142229479714,yellow,0.246,0.489
PRDM15,-0.203709989405312,1.24712454821316e-05,brown,-0.429,0.597
LRRC8A,-0.203344586509354,2.05119672662564e-05,brown,-0.396,0.61
HIGD1A,0.20309856089838,0.000290772471903129,yellow,0.298,0.491
