gene,logFC,adj.P.Val,module,GS_RA,kME_own
IVNS1ABP,0.202789517381642,2.86859752643865e-07,yellow,0.459,0.723
FAM189B,-0.202620662469471,3.76538194754798e-05,brown,-0.407,0.65
ZNF275,-0.202315031222398,0.00033228852329466,brown,-0.333,0.68
ZNF48,-0.202239801965006,3.49760526453466e-06,brown,-0.353,0.508
SERAC1,0.202092531977317,0.00111558112906857,yellow,0.288,0.421
USP40,-0.201968930114736,1.85388672092278e-06,brown,-0.383,0.555
RIN2,0.201966761303833,0.0127889403935252,yellow,0.179,0.43
SLC7A1,-0.201821290189035,0.00352658729523214,brown,-0.297,0.479
SHC1,-0.201581420129181,1.72154138225635e-07,brown,-0.476,0.801
CASP2,-0.201525392346898,1.92737737478739e-09,brown,-0.554,0.799
DYNLT1,0.201367178295683,3.73628176314451e-05,yellow,0.343,0.534
ARMC5,-0.20116060589946,0.000745370825210298,brown,-0.279,0.364
MUC20,-0.20102794703005,0.0487150252030461,brown,-0.193,0.366
P4HB,-0.200926267791162,2.70824471395143e-05,brown,-0.341,0.75
KLF3,0.200827826817816,2.4001393186437e-06,yellow,0.398,0.821
AMD1,0.200746529567229,1.78350452292645e-06,yellow,0.409,0.816
PIAS3,-0.200698298163979,1.22611555913863e-07,brown,-0.449,0.569
INTS9,-0.200615331925479,1.33635140951283e-06,brown,-0.465,0.636
LRCH3,-0.200478333556574,0.00257132979488643,brown,-0.235,0.514
PELI1,0.200439446135252,3.43200222845387e-05,yellow,0.396,0.825
IDH2,-0.200331331728061,3.95554229342303e-05,brown,-0.374,0.706
EIF4A3,-0.200286944178942,4.76332168222181e-06,brown,-0.448,0.749
IMPDH2,-0.200152602571733,2.9737920416512e-05,brown,-0.419,0.72
SYNRG,-0.20015222504905,1.49131797140399e-05,brown,-0.433,0.776
NCOR1,-0.200115533133136,2.03085928596037e-05,brown,-0.401,0.676
PARN,-0.200007193030356,1.65058526350194e-05,brown,-0.397,0.709
CAPZA1,0.199972234443357,9.48600950904297e-09,yellow,0.532,0.854
CDK2AP2,-0.199923443016635,3.43783511308916e-05,brown,-0.405,0.728
SBF2,0.199901419474736,0.00231712412591658,yellow,0.298,0.684
SLC25A22,-0.19967833202605,4.91292062832444e-06,brown,-0.431,0.728
POMZP3,-0.199608149879184,0.0111255863243265,brown,-0.279,0.579
HEATR1,-0.199558495517032,1.21764205377707e-07,brown,-0.469,0.77
EML3,-0.199389975005231,0.00034497889013089,brown,-0.386,0.687
CUTC,0.199294068590814,2.67773426836485e-05,yellow,0.4,0.574
CSNK2A2,-0.199134427390437,2.50000418857161e-08,brown,-0.515,0.704
SORBS3,-0.199032304727864,4.7667669078884e-05,brown,-0.372,0.595
TCF25,-0.198737219545704,2.71669517956948e-07,brown,-0.463,0.822
PAN2,-0.198717560442223,2.06150919331845e-06,brown,-0.423,0.533
SLK,0.198560443333051,9.94280900384483e-05,yellow,0.433,0.763
GOT1,-0.198479757390899,0.000141790660651034,brown,-0.336,0.51
CALM1,-0.198470212442298,6.22520895779145e-05,brown,-0.354,0.522
GON4L,-0.198370240188586,2.1775311112093e-06,brown,-0.439,0.76
MGMT,-0.198291339761725,0.00073081217816148,brown,-0.315,0.572
SLC11A2,-0.198278277071406,0.000157430736842983,brown,-0.365,0.568
SASH3,-0.19823412511633,1.01532497722773e-06,brown,-0.445,0.765
TGFBRAP1,-0.198159219108138,1.87903772744189e-05,brown,-0.347,0.606
EMD,-0.198131753031051,2.15516875384888e-05,brown,-0.359,0.67
EDC4,-0.198011157218949,2.97821957988274e-08,brown,-0.522,0.684
ANKMY1,-0.197932730571515,0.00125192601835825,brown,-0.321,0.383
PGAP3,-0.197879103669246,1.74073773157708e-05,brown,-0.388,0.746
RNPS1,-0.197648611907844,5.0406148288313e-08,brown,-0.527,0.889
VPS4A,-0.197609855283211,2.33111985711473e-07,brown,-0.482,0.814
ODF2,-0.197609201232708,4.73293672878945e-05,brown,-0.38,0.605
CCNDBP1,0.197566670628121,6.59038939318982e-08,yellow,0.445,0.644
SOCS7,-0.197555679936667,3.41618052393961e-05,brown,-0.305,0.433
IPO4,-0.197460436048905,7.18161168827796e-05,brown,-0.301,0.458
RUVBL2,-0.197411101737678,2.72459161790846e-06,brown,-0.456,0.753
TESK1,-0.197375343352116,1.00550617729683e-05,brown,-0.416,0.674
MOGS,-0.197209269995267,4.92858692317509e-05,brown,-0.403,0.721
QRICH1,-0.197204647633885,1.53712564059159e-08,brown,-0.487,0.785
OTUD1,0.197204324269011,5.57985525467012e-06,yellow,0.402,0.745
GTF3C2,-0.197103047594777,9.87035997243601e-08,brown,-0.511,0.697
GAMT,-0.196957646000687,0.000142430752384833,brown,-0.298,0.431
CD99,-0.196833512265732,3.01108876651991e-05,brown,-0.393,0.706
NLRC5,-0.196700072684965,1.55479384729335e-05,brown,-0.336,0.555
NAA35,-0.196605697524069,0.00015364392693399,brown,-0.251,0.405
SIPA1L3,-0.196517349852314,1.06309178504824e-05,brown,-0.447,0.68
PWP1,-0.196360006159031,1.11099707052502e-06,brown,-0.418,0.554
GOSR2,-0.196276542096822,1.07351825985298e-05,brown,-0.337,0.487
CD84,-0.19590459461684,8.27541868048345e-05,brown,-0.312,0.421
BTBD7,-0.195755197688357,1.41859484896998e-05,brown,-0.387,0.709
HEXA,-0.195444245152031,2.45030730944397e-07,brown,-0.482,0.728
NPRL2,-0.195417291391012,2.32383154626823e-07,brown,-0.463,0.637
GAPT,0.195211859212081,0.00908621213651294,yellow,0.221,0.358
COQ10B,0.195171705764921,4.28366201855624e-07,yellow,0.483,0.835
CDK9,-0.195125135120584,4.36806699254298e-05,brown,-0.369,0.649
MYO9A,-0.195059144213495,3.79796595618993e-06,brown,-0.411,0.652
RNASEL,0.195019673707805,0.000136757994583797,yellow,0.395,0.702
EXOC2,-0.194855148540667,9.12417647277583e-05,brown,-0.37,0.55
TRMT2A,-0.194732340144552,1.44016275861998e-05,brown,-0.399,0.613
MCM3,-0.194654349603571,2.60841839084255e-05,brown,-0.4,0.752
GARS,-0.194587482055076,2.10353313734694e-06,brown,-0.467,0.8
RPAP1,-0.194523189592166,0.000234141060944178,brown,-0.42,0.741
LRRC41,-0.194427189397541,4.65964444737173e-06,brown,-0.414,0.709
SURF4,-0.194408344578764,1.4328503797294e-07,brown,-0.469,0.783
SUMF2,-0.194395089643633,1.73243630506203e-05,brown,-0.4,0.699
PTPN1,-0.194321112923873,1.33637925648982e-05,brown,-0.358,0.661
POGK,-0.194316576988608,1.51609605379063e-06,brown,-0.471,0.828
DNPEP,-0.194259709920756,3.74195212976037e-05,brown,-0.39,0.722
HEMK1,-0.19419635661214,2.79923119162787e-06,brown,-0.416,0.583
SFI1,-0.194189073488303,3.54342824187511e-05,brown,-0.367,0.556
PPARA,-0.193958653911744,0.000247782692962801,brown,-0.324,0.592
RCC2,-0.19340214198518,4.53646536907458e-05,brown,-0.391,0.747
ZC3H4,-0.193297337495549,1.97154643657511e-06,brown,-0.471,0.713
BRPF1,-0.193209497828687,9.58267707768692e-07,brown,-0.433,0.698
SLU7,0.19292667514421,5.61949725014909e-06,yellow,0.403,0.765
TAF6,-0.192886842999778,1.61488212537293e-05,brown,-0.429,0.732
GALK2,-0.192747507009082,0.000183661323592732,brown,-0.325,0.646
ZHX2,-0.19269258600555,2.41298406202321e-06,brown,-0.448,0.618
MYL12B,0.192649508737798,6.46033676557285e-08,yellow,0.483,0.647
CRY2,-0.192459395830503,9.4296799672157e-07,brown,-0.418,0.709
CCDC86,-0.192369117065669,7.08954699934797e-05,brown,-0.383,0.618
HAUS7,-0.192284291622358,1.62472170787103e-06,brown,-0.425,0.668
IVD,-0.192252717548626,2.20635052905883e-06,brown,-0.437,0.692
REPS1,-0.192200988355307,9.81358013152171e-08,brown,-0.526,0.73
CHMP1B,0.192135046899186,1.47864479166058e-06,yellow,0.432,0.784
CYB561,-0.192092512387092,0.0249809691956734,brown,-0.199,0.445
VAV2,-0.192055194597161,0.000474560163225499,brown,-0.389,0.49
TRIP4,0.192054493227178,3.46508118578318e-08,yellow,0.484,0.707
RICTOR,0.192011042328869,0.00107920181230068,yellow,0.381,0.573
SEL1L,0.191989769488682,1.8658899253466e-05,yellow,0.369,0.88
C9orf66,0.191977224276812,0.00013981700101159,yellow,0.349,0.523
LONP1,-0.191826892259279,0.000108453835255974,brown,-0.325,0.608
THADA,-0.191749490368925,3.52555955485956e-07,brown,-0.457,0.749
THAP4,-0.191742618632809,5.71508435263688e-07,brown,-0.44,0.7
LZTS2,-0.191708629795689,7.8971594053471e-05,brown,-0.338,0.512
ZNF395,-0.19167554737042,5.83536246685305e-05,brown,-0.416,0.704
OAT,0.191649770138195,2.32757583048935e-06,yellow,0.397,0.663
MLEC,-0.191645414134776,5.14604568063541e-05,brown,-0.409,0.749
RBM4,-0.191502315381556,0.000106423337687723,brown,-0.389,0.556
HNRNPM,-0.191430190324906,3.25107658170064e-05,brown,-0.405,0.718
CELSR3,-0.191419756734841,0.000246388112639921,brown,-0.296,0.37
NKAP,0.191371390444513,1.07297493048817e-07,yellow,0.482,0.636
DFFA,-0.191342001693604,0.000157422821954289,brown,-0.364,0.586
NCOA5,-0.191320964418263,2.39710917344128e-05,brown,-0.426,0.806
PCYT2,-0.191247959302376,1.22597240041719e-05,brown,-0.377,0.509
RBM14,-0.191035573441131,1.48186569493881e-05,brown,-0.447,0.833
TP53INP1,0.190965240238214,6.25990533177135e-08,yellow,0.487,0.818
MVD,-0.190770063979296,0.000213765284293504,brown,-0.355,0.456
RPN2,-0.190694247031654,7.57796952739956e-07,brown,-0.474,0.796
MADD,-0.190615959652183,1.85885509207921e-05,brown,-0.414,0.749
RNASEH2A,-0.19052539437959,0.000314475907660833,brown,-0.313,0.594
SMARCAL1,-0.190478628459905,1.51537026005977e-05,brown,-0.422,0.774
SPTLC1,0.190296891185886,2.97026953754614e-08,yellow,0.447,0.832
C6orf136,-0.190234714867549,7.35438499119401e-08,brown,-0.483,0.667
MRPS36,0.190219685974798,1.19732640803451e-07,yellow,0.468,0.558
SAMD11,-0.190107011910806,6.31935255926742e-05,brown,-0.401,0.641
DDX51,-0.19005396332508,0.000408957659791481,brown,-0.383,0.66
TIMM22,-0.189901103523696,0.000296796870833775,brown,-0.27,0.428
FBXW4,-0.189418830127051,1.85753326587014e-06,brown,-0.434,0.791
NCKIPSD,-0.189388591385401,0.000161718549696873,brown,-0.371,0.633
HLA-DPB1,-0.189310590594848,0.00279679679437233,brown,-0.274,0.438
DDX55,-0.189124367889198,1.83481301500333e-05,brown,-0.36,0.513
SETD1A,-0.18899106849867,8.02791009633218e-05,brown,-0.405,0.643
USP24,-0.188988411727343,3.07314136841838e-05,brown,-0.426,0.604
ARHGAP32,-0.188918405490267,0.00299814699676689,brown,-0.375,0.398
PCGF3,0.188855055130574,0.000303761299806805,yellow,0.34,0.51
KARS,-0.188840279959254,7.15277832834524e-07,brown,-0.465,0.764
PORCN,-0.188785846325515,3.55211441375256e-05,brown,-0.331,0.482
ANKZF1,-0.188767835213599,7.29414696161414e-06,brown,-0.428,0.732
TRAF3IP2,-0.188619987547538,1.10005562040219e-05,brown,-0.392,0.492
LUC7L,-0.188563989858133,7.6898362839844e-07,brown,-0.471,0.684
DDX41,-0.188169223646966,2.18027831476849e-06,brown,-0.446,0.799
TATDN3,0.187956496594557,0.00163803230371801,yellow,0.329,0.639
TMX4,0.187916219720709,8.92540692461732e-05,yellow,0.368,0.67
PHF19,-0.187745719068218,3.0016567053995e-05,brown,-0.387,0.683
DEPDC5,-0.187739004842382,1.03249480023039e-05,brown,-0.402,0.672
FAM45A,0.187643451623811,0.00138003117870289,yellow,0.366,0.545
MED1,-0.187512894901946,9.48396248468534e-08,brown,-0.511,0.609
MED26,-0.187473859546566,9.97292187703378e-08,brown,-0.486,0.684
ALKBH5,-0.18744515311869,5.56122783847439e-07,brown,-0.476,0.824
HCST,-0.18717941091765,1.10232766574605e-05,brown,-0.376,0.731
NFKBIZ,0.187150756228766,1.836068933694e-05,yellow,0.431,0.773
ZFAND5,0.187027665994567,5.7600510960944e-08,yellow,0.454,0.721
ATP5SL,-0.186961854913791,3.28397309464476e-06,brown,-0.424,0.741
TCF7L2,0.186870592231769,0.00965319828385308,yellow,0.198,0.389
ZNF317,-0.18669634099804,1.06773345412495e-06,brown,-0.459,0.751
FLYWCH1,-0.186630592989707,0.00598424205063836,brown,-0.208,0.436
CIRBP,-0.186453318712542,6.21621630037494e-07,brown,-0.437,0.722
GTF2I,-0.18642258716806,0.000126809807935497,brown,-0.335,0.388
USP54,-0.186383197814356,0.000541954105496595,brown,-0.342,0.408
SLC25A38,-0.186319853524969,0.000789212912414445,brown,-0.341,0.541
PPARD,-0.186308963750527,8.33412348212985e-06,brown,-0.435,0.609
FNIP2,-0.186294686470637,0.000448083567351758,brown,-0.364,0.679
ACSF3,-0.186099802546826,0.00335414604602627,brown,-0.265,0.488
GCA,0.186083336552614,9.47372768025711e-07,yellow,0.438,0.812
ORAI1,-0.185972088349886,4.63573782019629e-05,brown,-0.397,0.664
TEX261,-0.185833527417336,2.50126972674911e-06,brown,-0.466,0.794
CRYGS,-0.185685418245914,0.000527703360760209,brown,-0.377,0.532
B3GAT3,-0.185652291714643,2.15775617856402e-05,brown,-0.428,0.762
ZNF200,0.185434357997998,0.00272162861856854,yellow,0.329,0.662
TMEM143,-0.185385119428546,0.000136795444642496,brown,-0.352,0.449
MBD3,-0.18532146326784,3.76559553988113e-06,brown,-0.399,0.712
ELAVL1,-0.185092878316635,3.60852061487135e-06,brown,-0.475,0.748
UTP20,-0.18506285088837,0.000231365666717507,brown,-0.241,0.376
NEIL2,-0.18499716794314,0.00172156321858148,brown,-0.321,0.599
SLC3A1,-0.184817648730858,0.00373060295759543,brown,-0.288,0.42
NDRG3,-0.184796787564361,2.00288370815583e-06,brown,-0.476,0.771
INTS1,-0.184787466135876,3.5340520931807e-06,brown,-0.421,0.517
HTT,-0.184549108706935,8.86312705633972e-05,brown,-0.396,0.743
DCAF7,-0.184541133873912,1.34589689733881e-05,brown,-0.465,0.788
DOT1L,-0.184497129270998,0.000249927055463053,brown,-0.376,0.62
ALDH6A1,-0.184437171435618,0.0204852522030148,brown,-0.226,0.412
NECAP1,0.184383158255651,1.30812576953161e-05,yellow,0.406,0.726
XAB2,-0.184148771285666,0.000525870142158207,brown,-0.302,0.534
ACAP2,0.18402822927452,1.83481301500333e-05,yellow,0.391,0.854
UBFD1,-0.183963563839507,7.19125365963419e-06,brown,-0.417,0.664
SLC2A6,-0.183942691361004,0.00149653903687489,brown,-0.313,0.477
DGKQ,-0.183796280776594,0.0163021326449188,brown,-0.193,0.312
PPP1R15B,0.18366058923715,8.87345543670475e-06,yellow,0.424,0.758
POM121C,-0.183566843511402,0.00016762516151768,brown,-0.276,0.419
ACOT7,-0.183436672926077,0.00856332106179107,brown,-0.233,0.544
DHPS,-0.183409011953566,2.82754663707927e-06,brown,-0.46,0.733
SLC17A9,-0.183240855687212,0.00127459809007566,brown,-0.274,0.351
TNIK,-0.183239032714917,0.000206480951824988,brown,-0.294,0.502
VAC14,-0.183158650096671,5.42124163537634e-05,brown,-0.373,0.635
ZNF862,-0.183121602850896,3.97122264885963e-05,brown,-0.383,0.492
SNRNP70,-0.183115815455978,5.92501589800747e-07,brown,-0.491,0.709
IL2RG,-0.183108009308952,2.41851961935145e-05,brown,-0.343,0.713
MAGED2,-0.183060955207109,7.87675326203983e-06,brown,-0.407,0.655
FPGS,-0.182939114981847,2.19543146309493e-05,brown,-0.402,0.578
SGSM2,-0.182932910223404,5.16751062306061e-06,brown,-0.441,0.663
MRPL38,-0.182716634452887,5.45845746817672e-05,brown,-0.357,0.661
SMC1A,-0.182698363183743,2.76453237180741e-07,brown,-0.43,0.557
DNHD1,-0.182620594153689,0.00493225477621811,brown,-0.306,0.522
SETD4,-0.182602929282072,1.19991281930394e-05,brown,-0.433,0.727
TRPV2,-0.182556317498855,5.018445004502e-05,brown,-0.408,0.819
ANKRD6,0.182555680421959,0.0016003138698885,yellow,0.344,0.555
HNRNPU,-0.182492127698414,5.52297010513142e-08,brown,-0.51,0.617
OXA1L,-0.18244930250953,1.56136858146606e-06,brown,-0.452,0.77
MMADHC,0.182402503640319,2.6082446602985e-09,yellow,0.569,0.768
ALDH16A1,-0.182174930192079,3.80769762813975e-06,brown,-0.428,0.691
PSMD3,-0.182171691903143,1.00550617729683e-05,brown,-0.424,0.689
LRMP,0.182129468816022,4.5379261958194e-05,yellow,0.362,0.745
MFNG,-0.182042258049211,4.90333552701587e-06,brown,-0.417,0.688
CNNM3,-0.181972276998494,0.000125764971575013,brown,-0.351,0.639
FASTK,-0.181925841425968,1.2108796704043e-07,brown,-0.429,0.682
SLC25A35,-0.181803779221811,1.95566923042809e-05,brown,-0.315,0.451
KDM6A,0.181666887083423,2.34025896721761e-06,yellow,0.352,0.625
RFTN1,-0.181610732959504,0.00018838395235367,brown,-0.378,0.641
POFUT1,-0.18160844160118,0.000150638649376446,brown,-0.345,0.459
VPS13D,-0.181569484201672,4.23440666263608e-06,brown,-0.429,0.662
BRD9,-0.18151485404422,1.87581661790987e-07,brown,-0.48,0.757
GCDH,-0.181450943720353,0.000841665739346244,brown,-0.355,0.629
CPSF4,-0.181450817686277,6.73554642823195e-06,brown,-0.373,0.725
TSPAN17,-0.181369683459327,0.000216771917035791,brown,-0.308,0.376
NCL,-0.181339983736049,2.52436237001618e-05,brown,-0.406,0.65
AACS,-0.181281109198527,0.00166117369741546,brown,-0.303,0.467
DDOST,-0.181204523246092,2.89461196997625e-07,brown,-0.459,0.799
FDX1L,-0.181096104061004,6.95606260154058e-05,brown,-0.353,0.466
PTPN12,0.181063691027729,0.000245010079875025,yellow,0.349,0.754
KRBA1,-0.181045515114869,5.48137614851465e-05,brown,-0.369,0.495
TUT1,-0.181021405894743,0.000237492087326118,brown,-0.306,0.459
BTN2A1,0.180961248096437,3.20017642713929e-05,yellow,0.347,0.603
NCAPH2,-0.180933542508438,5.24294609586057e-05,brown,-0.383,0.521
SLC18A2,0.180904846387294,0.0064979502360911,yellow,0.243,0.382
AEBP1,-0.180871912377203,0.00359374641450359,brown,-0.307,0.458
CD247,-0.180580366238551,0.00217292705051185,brown,-0.317,0.675
POLRMT,-0.180516093758046,0.00143913572629483,brown,-0.347,0.577
CDK4,-0.180386048948021,5.95586868254058e-06,brown,-0.396,0.69
DUSP11,0.180256912647889,3.51698636430573e-08,yellow,0.504,0.768
DPP3,-0.18015529241382,1.87021462241551e-05,brown,-0.361,0.574
OSBP,-0.180139494517965,6.57132423649211e-08,brown,-0.495,0.774
C16orf62,-0.180033210800196,0.00171999852593524,brown,-0.305,0.614
RNF13,0.179868975917872,2.7200191157527e-06,yellow,0.477,0.841
CRADD,0.17986664669352,8.48785483491811e-05,yellow,0.36,0.57
ARL2,-0.179751656748958,3.59265532318111e-05,brown,-0.409,0.726
GUSB,-0.179749600476526,2.96697531230597e-05,brown,-0.414,0.765
ZC4H2,-0.179713143824545,0.000350453726677374,brown,-0.306,0.428
EPRS,-0.179454092611877,0.0003307813932896,brown,-0.282,0.533
SLC25A13,-0.179297856246259,0.000651322944765113,brown,-0.264,0.401
YIF1A,-0.179174133116712,0.000482895995769839,brown,-0.362,0.756
RPS6KA3,0.179044313008101,0.000123853229063877,yellow,0.373,0.798
RABEP2,-0.179013012009366,0.000315187235898757,brown,-0.338,0.574
TGIF2,-0.17883696823333,4.72788864294117e-05,brown,-0.431,0.709
ENTPD5,-0.178675993907519,0.00503339099321737,brown,-0.298,0.545
ACLY,-0.178674330399877,1.61826021032429e-06,brown,-0.471,0.729
FOXJ3,-0.17866110538335,5.77548043213201e-06,brown,-0.38,0.413
CD74,-0.178656380899142,4.83400437048083e-05,brown,-0.421,0.766
PDK2,-0.178579560930416,0.000530706704120212,brown,-0.278,0.542
ZFP91,-0.178561837952031,3.47456817378981e-09,brown,-0.552,0.726
PHACTR4,-0.178322389869974,2.61891366020912e-05,brown,-0.4,0.77
CLK2,-0.178309932207272,3.33717727820929e-09,brown,-0.554,0.769
CACNB2,-0.178173784059958,0.000518445250798769,brown,-0.316,0.583
KLHL26,-0.178029721047847,0.000705351859417326,brown,-0.338,0.471
POLR1B,-0.177815187764197,0.00123565422978045,brown,-0.284,0.359
APOBEC3D,-0.17771898200346,0.000668396795017125,brown,-0.32,0.511
CPSF1,-0.177580359275142,0.0023647008415567,brown,-0.369,0.517
FAM168B,-0.17755946204725,1.48725529118075e-07,brown,-0.506,0.721
KCTD1,-0.17753292475481,0.00245943729366903,brown,-0.252,0.361
MRPL55,-0.177345777027627,1.87903772744189e-05,brown,-0.336,0.626
EXOC7,-0.177098639492389,9.67067148523128e-07,brown,-0.467,0.76
PFN1,-0.176990141811453,4.4427137751119e-06,brown,-0.434,0.811
WDR18,-0.176978020590454,0.000173315396845881,brown,-0.339,0.602
FAM160B2,-0.176658978205693,2.3126032480761e-05,brown,-0.382,0.653
ZRSR2,-0.17660934918413,3.72071139823068e-05,brown,-0.282,0.475
USP38,0.176470290737251,0.000369899629091926,yellow,0.337,0.825
STK25,-0.176383815678094,2.64568824096486e-05,brown,-0.383,0.617
MORC2,-0.176380553653955,0.000285222530678849,brown,-0.347,0.575
FOXP1,-0.176318452117973,2.01999715726003e-06,brown,-0.469,0.774
LMNB2,-0.176312085140265,0.00364787142896178,brown,-0.26,0.589
ASB7,0.176206659081384,4.73293672878945e-05,yellow,0.376,0.801
MRPS2,-0.176066915575812,4.2611905653085e-05,brown,-0.36,0.739
YTHDF3,0.176063952089545,5.93775839398223e-06,yellow,0.427,0.848
TRIM24,0.176063612694393,0.00030398167964049,yellow,0.286,0.541
CELF1,-0.176043752861588,4.19943860276089e-07,brown,-0.471,0.69
VILL,-0.175548133724933,1.14762122087637e-05,brown,-0.365,0.559
GYS1,-0.175389636988727,0.000380672791751452,brown,-0.347,0.614
ERAL1,-0.175216883025131,0.00272052652777605,brown,-0.326,0.592
ZNF512B,-0.175163707618226,0.00226217022152592,brown,-0.328,0.533
KDELR1,-0.175115516138282,5.95586868254058e-06,brown,-0.437,0.825
COG7,-0.175057250456589,0.000311465146767737,brown,-0.276,0.596
RNF111,0.175049169059843,3.30181393797908e-05,yellow,0.352,0.864
LTBP3,-0.175020067865343,0.000490257531071784,brown,-0.347,0.555
UPF2,0.175010013445207,1.55583504896712e-05,yellow,0.381,0.738
CAB39,0.174755958703544,2.46630063550329e-06,yellow,0.405,0.8
VAMP1,-0.174657744041685,0.000144269340731053,brown,-0.327,0.399
MBOAT1,0.174427363903072,1.50660610293345e-05,yellow,0.392,0.618
PFKP,-0.174331741271812,0.00685933378581481,brown,-0.292,0.567
IRF2BP2,-0.174189137225526,6.87142932174933e-07,brown,-0.433,0.566
ACAP1,-0.174089807726352,4.2605313439953e-05,brown,-0.377,0.671
GMPPA,-0.174077523788244,0.000132243880535166,brown,-0.364,0.648
IKZF4,-0.174063606547759,0.00143867246941102,brown,-0.236,0.487
CHTF8,-0.174058670557487,0.000221654500141044,brown,-0.391,0.781
CXXC1,-0.174032053330938,1.08506975710077e-05,brown,-0.432,0.793
ABI3,-0.173913600798356,0.00665867361590335,brown,-0.311,0.647
MDH2,-0.173900443374646,8.61249627880979e-06,brown,-0.452,0.859
PTP4A1,0.173728570033908,6.16720329699847e-05,yellow,0.385,0.591
MCM6,-0.173556528343958,0.00354939122879258,brown,-0.224,0.472
CDC37,-0.173553843532288,1.0406560438123e-06,brown,-0.423,0.701
C16orf58,-0.173436184191311,0.000315714331718162,brown,-0.364,0.576
RCBTB2,0.173427174127985,0.00036809218392345,yellow,0.295,0.747
APRT,-0.173380687070218,0.000206574125195482,brown,-0.374,0.716
SMARCC1,-0.173227815320901,1.79789109709829e-06,brown,-0.492,0.708
BTN3A2,-0.173155798942822,0.0339978955387443,brown,-0.145,0.358
SLC36A4,0.17311906473733,0.00164454602272613,yellow,0.347,0.583
HN1L,-0.173053934741396,3.7055452751188e-05,brown,-0.412,0.624
WDR77,-0.173042951404439,3.39523471754572e-06,brown,-0.438,0.629
FH,-0.172865961720228,4.52558915920078e-05,brown,-0.381,0.655
HNRNPAB,-0.172798664805901,1.88364437452136e-06,brown,-0.43,0.672
MAP4K2,-0.172584751884754,0.000614993465890798,brown,-0.242,0.441
FBXO38,0.172576425960438,0.000783906331838012,yellow,0.303,0.6
AIMP2,-0.1725178732445,1.62884520591962e-07,brown,-0.474,0.68
DEXI,-0.172463662370448,8.48785483491811e-05,brown,-0.382,0.702
RDH13,-0.172462479026841,0.00190881216860145,brown,-0.217,0.47
CCDC137,-0.172329636374445,0.000352360163552796,brown,-0.33,0.613
KIF27,0.172306719675208,0.00951608662001265,yellow,0.274,0.521
BYSL,-0.172271146454294,0.00296317169665934,brown,-0.328,0.408
ANAPC7,-0.172207038136337,1.03079652940436e-06,brown,-0.48,0.758
EIF6,-0.172139627802954,1.91040684164537e-05,brown,-0.418,0.743
BICD1,-0.17212017485193,0.0011366753574409,brown,-0.321,0.456
PTDSS1,-0.172101639179966,7.40216207907413e-06,brown,-0.411,0.761
CSNK2B,-0.17206993589223,1.24975954817118e-05,brown,-0.414,0.834
MAPRE2,-0.172067035633525,8.93250931829678e-07,brown,-0.429,0.753
ERCC2,-0.172051598146695,0.00227503401358047,brown,-0.363,0.462
DTX3,-0.172048423473894,0.000580723358540043,brown,-0.324,0.38
KIF13B,-0.171942252919314,0.00125240250971705,brown,-0.35,0.556
IRAK1,-0.171910918890659,3.28092807795994e-05,brown,-0.371,0.613
HYI,-0.171871631931868,0.00623335490687306,brown,-0.284,0.531
PPIB,-0.171727978345389,0.000372400283465516,brown,-0.296,0.549
HSD17B10,-0.171671465681509,1.85039297195609e-05,brown,-0.408,0.714
SRGN,0.171550981533524,1.95222550667769e-05,yellow,0.434,0.73
PDE6B,-0.171491315892144,0.00100592299299999,brown,-0.283,0.426
SNRPA,-0.171475065192391,2.01634928796071e-05,brown,-0.428,0.717
VAV3,0.171470841440953,0.000716710286006464,yellow,0.289,0.616
USP7,-0.171455507992555,2.76305518279653e-08,brown,-0.467,0.628
NUP50,0.171365267454832,8.69220553859421e-06,yellow,0.348,0.746
JMJD8,-0.171215606650597,1.8281130092351e-06,brown,-0.444,0.665
ILKAP,-0.171106384518732,1.13881364472279e-06,brown,-0.449,0.707
ZNF785,-0.17081903509679,0.000574435503752287,brown,-0.361,0.535
KLC2,-0.170768710281221,0.000521721748156135,brown,-0.319,0.618
TPR,-0.170729964177736,0.00188137199294443,brown,-0.289,0.331
AKR7A2,-0.170667951477586,6.12863104735283e-05,brown,-0.402,0.717
PCK2,-0.170607137136043,0.000768989936974547,brown,-0.333,0.508
KAT2A,-0.170568846328453,2.13351798241564e-06,brown,-0.391,0.433
DYNLL2,-0.170512046142816,0.00167130783849881,brown,-0.305,0.5
ALG3,-0.170109087847244,6.43979122826492e-05,brown,-0.365,0.735
RRP7A,-0.170101576046071,0.0104767045745156,brown,-0.217,0.387
DHX33,-0.170063747475701,9.22109895654576e-05,brown,-0.401,0.726
ABHD15,-0.169798437494455,0.00621661871430733,brown,-0.286,0.488
EGLN1,0.169794314477205,0.00020025683068194,yellow,0.354,0.816
IMP4,-0.169759884180852,4.29788685241936e-05,brown,-0.37,0.701
KCTD12,0.169640806214239,0.00323951644653108,yellow,0.248,0.647
MRPL49,-0.169627258344907,5.50402492386641e-07,brown,-0.425,0.724
TRAM2,-0.169509626054468,0.000310623850859764,brown,-0.351,0.591
GSS,-0.169464986040976,7.01049628272771e-06,brown,-0.434,0.728
SGSM3,-0.169363275402197,5.64848996451014e-06,brown,-0.434,0.689
ASB9,0.169345628447387,0.000114114932970538,yellow,0.336,0.417
DNAJB1,-0.169304435568174,1.96995199484293e-06,brown,-0.451,0.796
