gene,logFC,adj.P.Val,module,GS_RA,kME_own
AIMP2,-0.282661841802274,0.000198134146686508,brown,-0.474,0.68
ZC4H2,-0.282514242085051,0.0102871730657438,brown,-0.306,0.428
OVGP1,-0.28251106470407,0.0268752397583132,brown,-0.279,0.324
NAGPA,-0.282381277591129,0.000306022895709615,brown,-0.35,0.575
AUP1,-0.282342666085324,0.00012636857528493,brown,-0.437,0.677
DMPK,-0.28208852908444,0.026672388884481,brown,-0.297,0.425
ASPSCR1,-0.28197328801597,0.00172120920868973,brown,-0.334,0.61
CD3E,-0.281959394101523,0.00163109420949858,brown,-0.382,0.704
MTMR10,0.281848554747138,0.00400560043776262,yellow,0.398,0.806
APEH,-0.281806952588848,0.000153780305842869,brown,-0.383,0.751
VPS33B,-0.281703459409909,0.000190981803220374,brown,-0.508,0.757
MBD3,-0.281602646041534,0.00196235890285758,brown,-0.399,0.712
FGL2,0.281143567557594,0.0049304305403655,yellow,0.37,0.764
POLB,0.281104171586384,0.00188480477963911,yellow,0.422,0.547
CD3EAP,-0.281084568327376,0.0177001637483991,brown,-0.12,0.353
TP53INP1,0.280995029641615,0.0003564724643166,yellow,0.487,0.818
VPS13D,-0.280779943868886,0.00018098071433061,brown,-0.429,0.662
VILL,-0.28047102743331,0.00172120920868973,brown,-0.365,0.559
CPEB3,0.28028253533798,0.00665321567557949,yellow,0.317,0.392
PCK2,-0.280170048474077,0.00035132459122928,brown,-0.333,0.508
REPS1,-0.28014903489751,8.39820717581317e-05,brown,-0.526,0.73
IFFO2,-0.280124875571023,0.00150102753418343,brown,-0.452,0.622
PAFAH1B3,-0.280121937923876,0.000445646004647521,brown,-0.283,0.581
CHMP1B,0.280101915878696,0.000879854030316307,yellow,0.432,0.784
PARP6,-0.279923804525119,5.66589338769669e-05,brown,-0.383,0.651
MAP2K5,-0.279844233535586,0.00381379765860574,brown,-0.31,0.649
IVD,-0.279490020743592,0.00109832411053638,brown,-0.437,0.692
NOD1,-0.279474138889003,0.000872291263880916,brown,-0.349,0.62
SDHC,-0.279354689098107,0.000830860169991397,brown,-0.291,0.552
WBP11,-0.279218501758421,1.4104290573282e-05,brown,-0.527,0.66
CD247,-0.279019339471357,0.0226359313018534,brown,-0.317,0.675
ABHD12,-0.278942088524507,0.000394787910871829,brown,-0.381,0.557
PCGF3,0.278924279980559,0.00879442571841721,yellow,0.34,0.51
RAD50,-0.278698245639264,0.0179059401747815,brown,-0.314,0.613
SCMH1,-0.278604688768271,0.0269967984336814,brown,-0.349,0.524
CDC37,-0.278439672262709,0.000994165254386132,brown,-0.423,0.701
PCCA,-0.278310175413492,0.00663425793501317,brown,-0.252,0.382
ACAP1,-0.278250739486959,0.00380032467537588,brown,-0.377,0.671
XPNPEP1,-0.278139106746311,0.00370093253765071,brown,-0.412,0.673
HMOX2,-0.278133915219328,0.00102569323853496,brown,-0.316,0.653
NEK9,-0.278010061886151,0.000781855222208094,brown,-0.372,0.575
TMEM104,-0.277709399799769,0.004188474626431,brown,-0.272,0.513
LCMT1,-0.277648677149121,4.91497341925742e-05,brown,-0.376,0.785
ZNF142,-0.277537966111341,0.000795173083869356,brown,-0.467,0.651
RBM4B,-0.277512070262767,0.000355944556211863,brown,-0.294,0.661
ZFPM1,-0.277192421121196,0.00287179530312557,brown,-0.263,0.525
JOSD1,-0.277050826744212,0.000949391096839235,brown,-0.255,0.619
MYL12B,0.276948303379286,0.000432646929314843,yellow,0.483,0.647
CCDC22,-0.27661511309712,0.000510091048939734,brown,-0.318,0.658
CHCHD10,-0.276608502781107,0.000953308864693762,brown,-0.348,0.661
ENTPD6,-0.276126074083954,0.000154867802086157,brown,-0.446,0.651
URGCP,-0.275972892486364,0.00042712999512158,brown,-0.4,0.638
TRIM14,-0.275887837336202,0.000890974460647723,brown,-0.341,0.55
C9orf69,-0.275668950435443,0.00258337592591546,brown,-0.341,0.679
PPP1CA,-0.275626532627728,3.60196100566522e-05,brown,-0.438,0.851
PWP2,-0.275495446017542,0.0014853145684044,brown,-0.346,0.603
RUFY2,-0.27522915661084,0.0114809400236966,brown,-0.214,0.438
ATP5B,-0.275154314679818,6.6209952987505e-05,brown,-0.391,0.754
CPSF4,-0.274978336447071,0.000685415610649115,brown,-0.373,0.725
GNA13,0.274771885932102,1.67564660372817e-05,yellow,0.306,0.801
PSMC3,-0.274693841270063,0.000209687724177735,brown,-0.427,0.689
CUTC,0.274461458949205,0.00263968550440187,yellow,0.4,0.574
EME2,-0.274254565385953,0.00641231421246468,brown,-0.392,0.644
PPP2R3C,0.274240332595925,0.0104076917726599,yellow,0.457,0.651
SLC17A9,-0.274210263689416,0.0239546854884803,brown,-0.274,0.351
THAP3,-0.274200776965358,0.0035318550343404,brown,-0.193,0.45
OLFM2,-0.274194232388619,0.00314500767828612,brown,-0.25,0.437
XPO5,-0.274145491512063,0.010825234836943,brown,-0.421,0.694
PELI3,-0.27410004447278,0.00353212958682616,brown,-0.263,0.417
FUK,-0.273990667531573,0.00032181366712514,brown,-0.429,0.641
PNPO,-0.273756707656877,0.00457510621598122,brown,-0.272,0.493
MCM3,-0.273505487050294,0.00209235472845538,brown,-0.4,0.752
LUC7L,-0.273382334065023,0.00181328423576334,brown,-0.471,0.684
RRP9,-0.273124476095001,0.00319445418169486,brown,-0.27,0.526
BRPF1,-0.273043691697789,0.000140289510364908,brown,-0.433,0.698
MIF4GD,-0.273026811440926,0.000116663587100625,brown,-0.402,0.618
C14orf80,-0.272910196219463,0.00319538825690636,brown,-0.244,0.454
RGS2,0.272847658806938,0.00409044225479355,yellow,0.439,0.758
RAD21,0.272758437975206,0.000238308441998716,yellow,0.256,0.735
ZDHHC14,-0.27265939541896,0.000805423190011739,brown,-0.291,0.456
WDR5,-0.272630411759277,0.000662378989471296,brown,-0.244,0.552
CREB1,0.272584769733685,0.000295730714774991,yellow,0.331,0.8
STUB1,-0.27220339937038,0.000641744187489929,brown,-0.417,0.731
CRELD1,-0.271786572183299,0.0159804906775607,brown,-0.155,0.342
NPRL2,-0.271740255800613,0.00234841081509608,brown,-0.463,0.637
TOR1AIP1,0.271686231010253,3.26052129120818e-05,yellow,0.443,0.817
CHST14,-0.271370471248707,0.000483616004935849,brown,-0.349,0.639
TXLNA,-0.27134845234323,0.00417587272793502,brown,-0.42,0.747
RAP1A,0.271306327510879,3.88492855927793e-05,yellow,0.324,0.76
SNX9,-0.271280226003071,0.014407777717807,brown,-0.244,0.463
P2RX4,-0.271270310207777,0.0171358057461301,brown,-0.192,0.386
RNF43,-0.271246845852016,0.00424678495888907,brown,-0.316,0.549
AIP,-0.271050183065965,0.000455082506480989,brown,-0.398,0.703
DHX37,-0.271011651471591,0.000732467985652033,brown,-0.322,0.484
MRPL37,-0.27095527291824,0.000523675629813589,brown,-0.312,0.637
RBM18,0.270812981344085,0.0263602752044752,yellow,0.35,0.618
ZRSR2,-0.270724378735139,0.000582856777539803,brown,-0.282,0.475
PACSIN1,-0.27031783260306,0.0149601324022203,brown,-0.361,0.403
GTPBP3,-0.26984365502872,0.00663876147699902,brown,-0.344,0.569
PAN2,-0.269707629697714,0.00606693950282385,brown,-0.423,0.533
GTF3C1,-0.269696273796211,0.00144162818060299,brown,-0.231,0.507
MED24,-0.269381738606344,0.0011703792670512,brown,-0.359,0.554
RNF126,-0.269343092182544,0.00127924617175857,brown,-0.374,0.625
GTF2I,-0.269039069708622,0.0165716930358308,brown,-0.335,0.388
HEMK1,-0.268976192209109,0.00625466389871222,brown,-0.416,0.583
PYGO2,-0.268808556771247,0.00499410062845884,brown,-0.426,0.646
MCM7,-0.268785078106806,0.0017053864789332,brown,-0.368,0.671
MAPKBP1,-0.268731720158931,0.00806715090099742,brown,-0.383,0.49
COL4A3BP,0.26853988464701,0.00252611998187837,yellow,0.253,0.517
CASP2,-0.268524450081038,1.27239475814267e-05,brown,-0.554,0.799
NSDHL,-0.2682406290082,0.00791048905605232,brown,-0.263,0.502
ARMC8,0.268139540955057,0.00288894170172067,yellow,0.204,0.44
PTPN7,-0.267861448600938,0.00839220644338622,brown,-0.403,0.698
ABCA3,-0.267841361993787,0.00709801760562296,brown,-0.243,0.527
PRDM15,-0.267761960644945,0.000912003668130365,brown,-0.429,0.597
ILKAP,-0.267415406371117,0.000210630326960343,brown,-0.449,0.707
MCF2L,-0.267397978558317,0.0177264697848631,brown,-0.305,0.414
IL10RA,-0.267216100210073,0.000137303642118505,brown,-0.354,0.729
POLA1,-0.266985249187545,0.0287670935006095,brown,-0.267,0.415
SYNGR2,-0.266839229762889,0.000197914414439704,brown,-0.275,0.602
PPARA,-0.266566222815263,0.0139156736027597,brown,-0.324,0.592
PAOX,-0.266533452427805,0.0120048788731784,brown,-0.291,0.361
SARM1,-0.266430396783512,0.0144019975068066,brown,-0.318,0.593
SPTLC1,0.266111130579976,0.000283785436329929,yellow,0.447,0.832
LIMS1,-0.265890308678214,0.0470793407150982,brown,-0.13,0.362
SPPL3,-0.265887863300457,7.86552146166686e-06,brown,-0.478,0.654
PFKP,-0.265406261838776,0.0228967259846213,brown,-0.292,0.567
FBXO21,-0.265226711867068,0.00274159439976134,brown,-0.458,0.719
SLC16A6,0.265115446048256,0.0495182347210167,yellow,0.472,0.629
NUBP1,-0.265077621793615,0.000416545651409008,brown,-0.255,0.604
PCCB,-0.265011943194863,0.000514963787898056,brown,-0.258,0.473
NCAPH2,-0.264993557463809,0.0111421744666257,brown,-0.383,0.521
URB1,-0.264965843388994,0.0120202033393533,brown,-0.278,0.442
IVNS1ABP,0.264924645585741,0.000768876653159835,yellow,0.459,0.723
EPHA1,-0.264838796903082,0.041000340963558,brown,-0.174,0.418
FAM160B2,-0.264696685561238,0.00370884379261376,brown,-0.382,0.653
ANKH,-0.264450720045615,0.00795482134569344,brown,-0.35,0.514
MGMT,-0.264415287486219,0.00229235670381077,brown,-0.315,0.572
PTPN1,-0.264377857758172,0.00246233992260493,brown,-0.358,0.661
WDR20,0.26410206835017,0.00178297793752797,yellow,0.267,0.714
PIGB,0.264054076596396,0.0210989340367194,yellow,0.241,0.625
CNOT4,-0.26318169577592,0.00312127757617212,brown,-0.457,0.699
PPP1R13B,-0.263013917045389,0.0116047043394171,brown,-0.424,0.584
SAMD1,-0.2629081584919,0.00568892217411933,brown,-0.277,0.488
SIGMAR1,-0.262810794297253,0.00812155888258339,brown,-0.282,0.646
ATP8B1,-0.262679968216286,0.0303714528113826,brown,-0.32,0.515
CLPTM1L,-0.262464571054891,0.0225460874324597,brown,-0.342,0.648
CBLB,-0.262256957568761,0.00284537110010733,brown,-0.448,0.646
SAT1,0.262166943123349,0.000338673960797145,yellow,0.445,0.683
EIF4E3,0.262150407258713,0.00511532302836411,yellow,0.352,0.545
CCNF,-0.262032526511544,0.0206838551677151,brown,-0.174,0.398
COPZ1,-0.261810859463066,0.000826702600147556,brown,-0.391,0.733
TCHP,-0.26162216376771,0.00137508183950674,brown,-0.324,0.486
PCYT2,-0.261436327903684,0.00234618939858364,brown,-0.377,0.509
TRMT2A,-0.261430200899493,0.00578992281766686,brown,-0.399,0.613
MORN3,-0.261417903789995,0.0374301031777839,brown,-0.264,0.35
LSS,-0.261189031976554,0.01143701842207,brown,-0.279,0.578
NKAP,0.260866304136217,0.000261609875375237,yellow,0.482,0.636
SCRN2,-0.260589483587883,0.00287240338681041,brown,-0.225,0.348
SBF2,0.260505166192314,0.015134039531935,yellow,0.298,0.684
C10orf76,-0.260366517578302,3.69461238946874e-05,brown,-0.346,0.692
LZTS2,-0.260308325543465,0.0145312713393981,brown,-0.338,0.512
CISH,-0.260202295090026,0.0344830593144244,brown,-0.019,0.345
ADCK2,-0.260045876497432,0.0126650574625902,brown,-0.217,0.551
EEFSEC,-0.260030611095317,0.00126191826466126,brown,-0.29,0.481
EIF5A,-0.259985373673121,0.0156820742882019,brown,-0.321,0.517
DHX30,-0.259946979599837,0.00342619526746678,brown,-0.451,0.697
SFXN2,-0.259918562314899,0.0063112786622786,brown,-0.302,0.514
MFNG,-0.25951892445179,0.00200570681445746,brown,-0.417,0.688
STT3A,-0.259485026650336,0.0107501308217423,brown,-0.402,0.653
RAD9A,-0.259344810590905,0.00173540653084646,brown,-0.386,0.662
UBE2I,-0.258731672265245,0.00117617054376326,brown,-0.351,0.627
MRPL38,-0.258639571963035,0.00373291248351737,brown,-0.357,0.661
DCTN5,-0.258541037136477,0.00458446952088896,brown,-0.344,0.611
TPPP,-0.258396561802738,0.0249812241642128,brown,-0.211,0.321
TPRN,-0.258250643391936,0.00108418612257677,brown,-0.271,0.552
SLC38A7,-0.258078484122076,0.00598437306127089,brown,-0.237,0.485
MRPS2,-0.257692103315143,0.00323959054040999,brown,-0.36,0.739
CAB39,0.257364411430259,0.000927732634603212,yellow,0.405,0.8
KCTD12,0.257356471010432,0.0171521733619194,yellow,0.248,0.647
PPP2R3A,0.257312697652468,0.0211971305075109,yellow,0.007,0.329
DVL1,-0.257097606630035,0.0137565604674795,brown,-0.421,0.54
LYST,0.256974868644498,0.00294763095224926,yellow,0.374,0.818
HERC1,-0.256745751953761,0.00525077425994411,brown,-0.422,0.586
ZSCAN2,-0.25661288266549,0.00937213642180518,brown,-0.257,0.549
HEATR1,-0.25619103704363,0.000960782624985196,brown,-0.469,0.77
COG2,-0.256099300160169,5.02218742620393e-05,brown,-0.428,0.659
CD99,-0.255991140357833,0.000572909644839404,brown,-0.393,0.706
UBTF,-0.255695921166423,0.00399648024990633,brown,-0.344,0.632
ODF2,-0.255681562232566,0.00748193790745697,brown,-0.38,0.605
SERAC1,0.255544344727103,0.042477885774309,yellow,0.288,0.421
ANKMY1,-0.255127868633716,0.0041953410488202,brown,-0.321,0.383
KAT2A,-0.254809460277584,0.0247667071843256,brown,-0.391,0.433
PAN3,0.2547702230997,0.000127812108558508,yellow,0.362,0.783
ZFYVE19,-0.254647054170122,0.0221359641165853,brown,-0.233,0.438
FASTK,-0.254420929506643,0.00207157506488678,brown,-0.429,0.682
TNIK,-0.254157969569745,0.021672044944942,brown,-0.294,0.502
LPCAT1,-0.254125495494298,0.00743189244814666,brown,-0.329,0.599
LUZP1,-0.254088422064734,0.00307567338466133,brown,-0.332,0.577
CARD11,-0.25362645809805,0.00538709496939672,brown,-0.478,0.676
NICN1,-0.253342209701526,0.00075181198035277,brown,-0.352,0.664
ENTPD1,0.253125118242106,0.0117880813015498,yellow,0.436,0.695
LAMP2,0.252924690642331,0.000664638080423764,yellow,0.32,0.656
WDR77,-0.252855681172591,0.000922322832902799,brown,-0.438,0.629
NOL9,-0.252815600668459,0.00456046435130462,brown,-0.383,0.559
THAP4,-0.252751253694464,0.00117158985745893,brown,-0.44,0.7
CDAN1,-0.252732976641883,0.0141776430391721,brown,-0.489,0.567
NAT6,-0.252724815940935,0.00274014967892132,brown,-0.366,0.498
MEF2A,0.25260675778896,0.00390754306104484,yellow,0.295,0.594
CSRP1,-0.252436010322109,0.0190990541814799,brown,-0.202,0.436
GPKOW,-0.252367529258113,0.00160472018690027,brown,-0.362,0.593
ARMC6,-0.252298916495198,0.00257844462206983,brown,-0.259,0.526
RAB12,-0.252261418035503,0.00748193790745697,brown,-0.212,0.454
KIN,0.252116784330009,0.0365196930189998,yellow,0.446,0.657
CACNB2,-0.251873121885137,0.0152304018102725,brown,-0.316,0.583
PRKAR1A,0.251576215088265,0.000985057434913,yellow,0.337,0.802
ZNF346,-0.250953690030053,0.0124290360153415,brown,-0.287,0.522
MFHAS1,-0.250851014323191,0.0379339475825792,brown,-0.31,0.617
SUPV3L1,-0.250762124409067,0.00484276381507015,brown,-0.457,0.647
KDSR,-0.250527179954469,0.0086336517756635,brown,-0.409,0.558
PDXDC1,-0.250382575771221,0.00480202634666173,brown,-0.31,0.527
ALS2CL,-0.249874342653061,0.0122272358653351,brown,-0.23,0.374
ANGPTL6,-0.249795866837214,0.0207812353982696,brown,-0.14,0.347
UROS,-0.249581664127073,0.0231979393379303,brown,-0.23,0.481
MRPS36,0.249528928291801,0.0013841735414286,yellow,0.468,0.558
KLC2,-0.249449429349831,0.00412076431470474,brown,-0.319,0.618
NDUFS7,-0.249428529665524,0.000638680661957572,brown,-0.14,0.536
FH,-0.249306149422313,0.00230365400763174,brown,-0.381,0.655
KDM3A,0.249217439139523,0.00150943457150205,yellow,0.277,0.712
DNPEP,-0.248771802443971,0.000776485800917733,brown,-0.39,0.722
STAM2,0.24866639544818,0.00368881945199362,yellow,0.326,0.706
VKORC1,-0.248657562254338,0.000888497491476256,brown,-0.215,0.549
OSBPL5,-0.248476190560694,0.020706758662587,brown,-0.318,0.522
EHMT1,-0.248314450682044,0.0197387156016306,brown,-0.465,0.654
UBFD1,-0.248155781783947,0.000587933958787793,brown,-0.417,0.664
OGG1,-0.24794834624021,0.0116001704256915,brown,-0.388,0.711
BMP8B,-0.247772538120491,0.0232744855509139,brown,-0.36,0.563
ZNF276,-0.247765089393577,0.00549938649500383,brown,-0.29,0.407
RAB8A,-0.247615072326722,0.00086282191867775,brown,-0.284,0.653
NFYA,0.247519732751793,0.040522630773654,yellow,0.258,0.658
ESD,-0.247448796634253,0.00156366976547057,brown,-0.288,0.557
CCDC130,-0.246774008513356,0.00971981502440361,brown,-0.379,0.543
SLC25A19,-0.246660028678084,0.00122795919172266,brown,-0.22,0.37
B4GALT7,-0.246556941643725,0.0015780476856626,brown,-0.38,0.586
TUBB3,-0.246290792196309,0.0367488587675967,brown,-0.1,0.326
ICMT,-0.246144480911504,0.0238732319479415,brown,-0.246,0.501
ZNF335,-0.246098753649772,0.00692356167497442,brown,-0.332,0.479
PTDSS1,-0.246057603996338,0.000639913568649741,brown,-0.411,0.761
LONP1,-0.245653482340221,0.00749162700860449,brown,-0.325,0.608
ACY1,-0.245653285699694,0.0135058709704785,brown,-0.258,0.422
PDCD7,-0.245579562643973,0.00585096169952397,brown,-0.427,0.591
IDH3A,-0.245420888253348,0.00147952292970837,brown,-0.369,0.671
INO80,-0.245364518414812,0.00042618100968223,brown,-0.366,0.617
TMX2,-0.245084284434869,0.00102196978112429,brown,-0.308,0.666
HCST,-0.24465074790405,0.0044983458418057,brown,-0.376,0.731
TLE4,0.244090870764887,0.0165081444008491,yellow,0.27,0.697
HIGD2A,-0.244063968651,0.00130345006047571,brown,-0.22,0.626
MFGE8,-0.243815262597466,0.00350681551205267,brown,-0.357,0.471
PDIA4,-0.243777413498952,0.00350609131605808,brown,-0.438,0.559
DDX42,-0.242916626039753,0.000460873430479019,brown,-0.414,0.662
DDX54,-0.242749166026772,0.000375171511638304,brown,-0.314,0.557
TRAF3,-0.24271000303378,0.00285132861098357,brown,-0.313,0.5
MFAP3,0.242659244671809,0.00119851631582552,yellow,0.371,0.768
PRPF4,-0.242565454649619,0.000209972881721663,brown,-0.383,0.701
MCM5,-0.242490822185541,0.00261714437789267,brown,-0.316,0.494
ARMC2,0.242480716440838,0.0165350051389316,yellow,0.214,0.379
NDRG2,-0.242480526136379,0.011122115412014,brown,-0.367,0.531
PMPCA,-0.24241308062293,0.00137482181600356,brown,-0.382,0.704
C9orf66,0.242262201783977,0.00863506128978868,yellow,0.349,0.523
NPTN,0.242110201662843,0.00101332584211475,yellow,0.433,0.769
TSC1,-0.24187928981636,0.00151742180026567,brown,-0.305,0.378
STK36,-0.241815389749521,0.00951003513615109,brown,-0.205,0.418
CCDC61,-0.241788032510305,0.00865144205639517,brown,-0.174,0.376
DOLPP1,-0.241399367698295,0.000811073239668274,brown,-0.395,0.577
ZNF785,-0.241006020005265,0.0115171793016028,brown,-0.361,0.535
ELOVL5,0.240983775527198,0.000147498493029704,yellow,0.35,0.808
MAPRE2,-0.240960301731229,0.000507862890462909,brown,-0.429,0.753
ZFP91,-0.240924803460201,6.60102950797507e-05,brown,-0.552,0.726
WHSC1,-0.240801575443261,0.00357887601504422,brown,-0.306,0.468
NFRKB,-0.240690820623264,0.00356654704893743,brown,-0.362,0.582
CLIC2,0.240660974911941,0.0396960333050526,yellow,0.279,0.406
C6orf136,-0.240607886112944,0.000986612736990967,brown,-0.483,0.667
BICD1,-0.240447006469498,0.0374010276292747,brown,-0.321,0.456
CISD3,-0.240198180888157,0.00330616453329582,brown,-0.32,0.506
PTEN,0.24006941332513,0.000944212201658964,yellow,0.356,0.737
AK2,-0.24003758165018,0.000210630326960343,brown,-0.342,0.567
DPP7,-0.239895037749279,0.0112597854875816,brown,-0.333,0.615
PHACTR4,-0.239574001364202,0.00129443840294121,brown,-0.4,0.77
KIAA1841,0.239463814304513,0.0425771351495764,yellow,0.337,0.486
URM1,-0.239343089336435,0.0015936945085384,brown,-0.321,0.58
NTHL1,-0.23924372780207,0.0230933084882348,brown,-0.233,0.438
TRIM46,-0.238947031500649,0.0126171264148277,brown,-0.291,0.517
GUSBP1,-0.238857201446927,0.0162953037095067,brown,-0.268,0.388
CLTA,-0.238835334654178,0.00265671905303723,brown,-0.261,0.538
FAM50A,-0.238715488913649,0.00284413806592469,brown,-0.314,0.503
AKR1A1,-0.238663489044666,2.82332978323607e-05,brown,-0.35,0.51
THOP1,-0.238569865186507,0.00838470279436824,brown,-0.264,0.473
ATP2B4,-0.238547333945667,0.00320694466962217,brown,-0.436,0.532
QKI,0.238536974562891,0.000534297814839293,yellow,0.31,0.647
CCDC137,-0.238299020202746,0.00527413467615532,brown,-0.33,0.613
FOXRED1,-0.238141931630383,0.00956138585650119,brown,-0.242,0.554
TBC1D10C,-0.237474461913851,0.00759935520090074,brown,-0.367,0.631
MED1,-0.237283707701234,0.00034351274751197,brown,-0.511,0.609
VPS45,-0.23723526870027,0.00285041785690442,brown,-0.298,0.536
RBMXL1,0.237010101013925,0.00172006649692985,yellow,0.157,0.519
CASKIN2,-0.236939942039102,0.0124457101476771,brown,-0.272,0.453
DCTN4,0.236838420481723,0.00102569323853496,yellow,0.379,0.794
RAI1,-0.23667536773164,0.0122066613783087,brown,-0.439,0.433
NDUFA10,-0.236563926184967,0.00213911040434171,brown,-0.232,0.473
PAAF1,-0.236479682361345,0.0280932556161048,brown,-0.184,0.515
VPS4B,0.236324930717198,0.000201553520037654,yellow,0.326,0.778
DOC2A,-0.235648493538741,0.00908869530602382,brown,-0.251,0.498
BACH1,0.235632794626386,0.0121632112509923,yellow,0.299,0.785
RASSF3,0.23540918527901,0.00405999998059921,yellow,0.184,0.44
HNRNPAB,-0.235279331266011,0.00110186637673677,brown,-0.43,0.672
UNC119B,-0.235044575200294,0.000441330891805195,brown,-0.455,0.469
SLC3A1,-0.235032423340961,0.0471458544945161,brown,-0.288,0.42
RNF103,0.234890868873724,0.00262446160437507,yellow,0.406,0.638
CCDC12,-0.234860633896726,0.000487277103442995,brown,-0.364,0.6
PTGES2,-0.234773669248949,0.00121901325777797,brown,-0.37,0.51
CREB3L2,-0.234667154277165,0.000625854157411299,brown,-0.476,0.651
HIF1A,0.234648823708086,0.000371781368028035,yellow,0.406,0.724
ARPC5L,-0.234508646312765,0.0050010521458997,brown,-0.347,0.596
POLD1,-0.23397888561866,0.00378573604150704,brown,-0.252,0.49
ARHGAP4,-0.233909374933914,0.00250166469859976,brown,-0.241,0.422
GTF3C5,-0.233840936257427,0.00068110030611121,brown,-0.244,0.584
POLD4,-0.233835993623117,0.00260352928197408,brown,-0.253,0.508
PPOX,-0.233802169216526,0.0433728399651665,brown,-0.308,0.485
CYYR1,0.233444206316332,0.0323963229291233,yellow,0.196,0.332
POFUT1,-0.233429130770818,0.0124457101476771,brown,-0.345,0.459
CA8,0.233338874375911,0.0341548454245719,yellow,0.231,0.34
TIGD5,-0.233140155580958,0.0048617995597994,brown,-0.328,0.321
ZNF526,-0.233067787963904,0.00925983622255949,brown,-0.301,0.593
FDXR,-0.232818124478413,0.0117317759658718,brown,-0.175,0.419
SLC25A38,-0.232766136509997,0.0134019687289321,brown,-0.341,0.541
INVS,-0.232550703153924,0.0109409225547512,brown,-0.194,0.369
HN1L,-0.232367658620404,0.0011133438928083,brown,-0.412,0.624
TMX4,0.232210568633764,0.00969754842553263,yellow,0.368,0.67
MLST8,-0.232117949188451,0.0190268221813545,brown,-0.14,0.458
ABCF2,-0.23204938857582,0.00619317030753088,brown,-0.255,0.549
ALDH18A1,-0.231891467224989,0.0218100661958782,brown,-0.398,0.627
LSM12,-0.231839137187082,0.000853280066945852,brown,-0.363,0.701
PCNT,-0.231826766030468,0.00692073999156515,brown,-0.365,0.539
DDOST,-0.231752001811206,0.000442299589364508,brown,-0.459,0.799
HMGXB4,-0.231666958632886,0.00412235227753227,brown,-0.341,0.698
SYNE2,-0.231605346088243,0.0101650840542636,brown,-0.223,0.474
POMT2,-0.231570177584511,0.0225789326889213,brown,-0.245,0.306
FBXO38,0.231464710191306,0.0127036809638574,yellow,0.303,0.6
TIMM50,-0.23133774235843,0.00198599137104408,brown,-0.281,0.62
GIPC1,-0.231267008567263,0.0337662580007154,brown,-0.15,0.407
SMARCB1,-0.230700639593831,0.0133598265022095,brown,-0.299,0.456
SUPT16H,-0.230644469343049,0.00359052930482431,brown,-0.335,0.613
SEC13,-0.230162333032864,0.000208366618430772,brown,-0.403,0.695
ABHD15,-0.230085210215312,0.033760527490482,brown,-0.286,0.488
AP4B1,-0.229955706061632,0.000790090337592787,brown,-0.366,0.683
PRPF3,-0.22977004938996,0.000649713697575033,brown,-0.436,0.61
ATP5G2,-0.229728225054355,0.000566903580557283,brown,-0.333,0.631
LRMP,0.229383310216571,0.00907659155872964,yellow,0.362,0.745
LSG1,-0.229197829300093,0.0170823346397703,brown,-0.411,0.62
PCYOX1L,-0.229102556163285,0.00933941614827661,brown,-0.301,0.508
SGSH,-0.228559423647876,0.00968513923383066,brown,-0.386,0.575
GCA,0.228498850524853,0.00245233820573519,yellow,0.438,0.812
EXOSC5,-0.228497386674885,0.00784867071804437,brown,-0.251,0.43
YTHDF2,-0.228350687852268,0.00120480317799202,brown,-0.427,0.652
RYBP,0.228309125711011,0.00538639894549523,yellow,0.239,0.731
OSGEP,-0.227915174570613,0.0185399581500245,brown,-0.32,0.429
TMEM129,-0.227662399493908,0.016462881967451,brown,-0.295,0.478
PLAC8L1,-0.227640917417629,0.0358990540835835,brown,-0.28,0.322
DHDDS,-0.227574150557758,0.000222711381535402,brown,-0.312,0.592
ZNF586,0.227457924697493,0.0100470970080582,yellow,0.413,0.603
STK25,-0.227265882629687,0.00514977908087917,brown,-0.383,0.617
KIAA1191,-0.226983015671199,0.000332079593452,brown,-0.335,0.688
MYO9A,-0.226728196870567,0.00462358525791855,brown,-0.411,0.652
ARRDC2,-0.226610237480766,0.00104642255897281,brown,-0.319,0.636
CCDC85C,-0.226567343295976,0.0100765466220268,brown,-0.305,0.591
ZNF207,-0.226489245062486,0.00256938352425919,brown,-0.352,0.504
WDR18,-0.226258384645849,0.019323072362567,brown,-0.339,0.602
ZDHHC4,-0.226093733103582,0.00660949048516167,brown,-0.249,0.667
PDK2,-0.22598639420914,0.0242528029958329,brown,-0.278,0.542
CEP250,-0.225933363865296,0.00167319933137339,brown,-0.37,0.598
LATS2,0.225624710405603,0.03440717457546,yellow,0.371,0.56
SUV39H1,-0.225066479203727,0.0281159569894683,brown,-0.201,0.445
TRIP4,0.224853605195731,0.00297705903730657,yellow,0.484,0.707
STK24,-0.224564307063946,0.000210630326960343,brown,-0.353,0.651
ANKRD40,-0.22435522605411,0.0119179269625441,brown,-0.26,0.519
SLC25A6,-0.224110461430293,0.00723514768458143,brown,-0.317,0.611
TTYH2,-0.223798873453467,0.00288894170172067,brown,-0.258,0.45
CALM1,-0.223485040149448,0.0284846839326326,brown,-0.354,0.522
MAPK1,0.222903218289485,0.00643166314519319,yellow,0.289,0.673
PRKAR1B,-0.222489153847993,0.0158464167793245,brown,-0.252,0.389
LDOC1L,-0.222462304776481,0.0457252515394657,brown,-0.386,0.565
