sex,gene,module,logFC,DEG_FDR,dir,kME,GS_RA
Male,EIF6,brown,-0.436703260723973,6.02420236907741e-07,Down in RA,0.743,-0.418
Male,LRBA,brown,-0.436627501991128,9.99307169499506e-06,Down in RA,0.721,-0.535
Male,CNR1,yellow,0.436346421375973,0.0091165776340732,Up in RA,0.345,0.119
Male,SF3A2,brown,-0.436241217977078,5.33835628340784e-05,Down in RA,0.743,-0.376
Male,LAS1L,brown,-0.435981266268297,0.00110312043994893,Down in RA,0.643,-0.328
Male,OSBPL11,yellow,0.435977362915445,7.90406642988082e-05,Up in RA,0.907,0.417
Male,PPM1G,brown,-0.435514950303568,2.19427717111589e-06,Down in RA,0.827,-0.474
Male,STK3,yellow,0.435365149779381,0.00458446952088896,Up in RA,0.758,0.322
Male,YPEL5,yellow,0.43511077061502,6.82462999576264e-08,Up in RA,0.862,0.58
Male,AAK1,brown,-0.434807797783598,3.57098156530972e-05,Down in RA,0.789,-0.456
Male,NUP188,brown,-0.434594991505209,2.43457181766034e-05,Down in RA,0.766,-0.474
Male,TAF6,brown,-0.434091221190366,1.85365080385935e-06,Down in RA,0.732,-0.429
Male,ABHD14B,brown,-0.433090819779479,6.6704342872614e-05,Down in RA,0.8,-0.402
Male,SYMPK,brown,-0.432859670176824,0.00017750973271977,Down in RA,0.693,-0.486
Male,CAPNS1,brown,-0.432829980960647,1.86527535747626e-05,Down in RA,0.784,-0.362
Male,MEN1,brown,-0.432466705578013,0.000136582298250711,Down in RA,0.746,-0.499
Male,SRM,brown,-0.432210735299088,4.41727792633958e-06,Down in RA,0.629,-0.409
Male,RBM14,brown,-0.432152304887066,2.09042282794333e-06,Down in RA,0.833,-0.447
Male,SSRP1,brown,-0.431857815864165,6.39197494276252e-07,Down in RA,0.874,-0.537
Male,SERINC1,yellow,0.431723890008146,2.31139746168353e-07,Up in RA,0.874,0.495
Male,RNF13,yellow,0.43102632236156,1.09298845701443e-06,Up in RA,0.841,0.477
Male,CECR1,brown,-0.430700047687366,3.03246410619016e-05,Down in RA,0.771,-0.419
Male,TRRAP,brown,-0.430630512738376,8.09755871139178e-06,Down in RA,0.833,-0.513
Male,IFT172,brown,-0.430255272883714,0.00117356711242378,Down in RA,0.434,-0.351
Male,SYNJ1,yellow,0.429790922574666,0.000453983540051231,Up in RA,0.855,0.392
Male,IL21R,brown,-0.429641846814718,0.000956393496572474,Down in RA,0.597,-0.397
Male,SUN2,brown,-0.428809570609793,5.91538932588742e-05,Down in RA,0.848,-0.473
Male,PIGX,yellow,0.428783171730026,0.00150609154051155,Up in RA,0.62,0.353
Male,RPS6KA3,yellow,0.428522712815519,4.83262655130312e-05,Up in RA,0.798,0.373
Male,BIRC6,brown,-0.427893229702277,0.0012026978935587,Down in RA,0.596,-0.416
Male,IDH3B,brown,-0.42777739697007,6.87320412023034e-07,Down in RA,0.837,-0.47
Male,CDKN2B,yellow,0.42773494299447,0.0204016521035491,Up in RA,0.461,0.402
Male,HSPB1,brown,-0.427628924480209,0.000369850463842473,Down in RA,0.669,-0.394
Male,ATIC,brown,-0.427423187255333,7.84210170659954e-05,Down in RA,0.823,-0.502
Male,LDOC1,brown,-0.426899127496182,0.00303504686014594,Down in RA,0.461,-0.124
Male,GALT,brown,-0.426414440610101,2.32799476715338e-06,Down in RA,0.779,-0.489
Male,GOLGA3,brown,-0.426066042152602,4.14590163443764e-06,Down in RA,0.832,-0.518
Male,HLA-DRB1,brown,-0.425756022390783,0.000157203039386766,Down in RA,0.628,-0.346
Male,FGFR1OP,yellow,0.425691136429365,0.00173832933535602,Up in RA,0.454,0.087
Male,MOGS,brown,-0.425095080658521,1.22529321544937e-05,Down in RA,0.721,-0.403
Male,TMEM167A,yellow,0.424978042416492,2.41756685999276e-05,Up in RA,0.845,0.505
Male,CD7,brown,-0.424909022690424,0.00288957052299038,Down in RA,0.56,-0.202
Male,TMEM229B,brown,-0.424899466407846,0.00150943457150205,Down in RA,0.709,-0.347
Male,SCRIB,brown,-0.424049850898788,0.000191459264322251,Down in RA,0.744,-0.482
Male,ITGAL,brown,-0.423488459757641,6.94286372752923e-06,Down in RA,0.835,-0.541
Male,VEGFA,yellow,0.423083637976691,0.00417587272793502,Up in RA,0.641,0.344
Male,RNF220,brown,-0.422925021600935,3.68027202396079e-06,Down in RA,0.816,-0.425
Male,TRIM26,brown,-0.422758748277911,7.86552146166686e-06,Down in RA,0.758,-0.417
Male,KDM1A,brown,-0.42239548892388,2.06357718333408e-06,Down in RA,0.821,-0.621
Male,CUL9,brown,-0.4220803976714,2.85630562342871e-05,Down in RA,0.762,-0.51
Male,NCKAP1L,brown,-0.42203181101053,7.32361378545032e-07,Down in RA,0.68,-0.463
Male,NCR3,brown,-0.42194548668349,0.00999274434737181,Down in RA,0.517,-0.428
Male,SNRNP200,brown,-0.42183367024721,0.000121987063133617,Down in RA,0.738,-0.515
Male,NDRG3,brown,-0.42162541431077,2.9346808978753e-07,Down in RA,0.771,-0.476
Male,ZAP70,brown,-0.421605775500916,0.000152043666382161,Down in RA,0.749,-0.464
Male,RAD54L2,brown,-0.421489462854429,9.68043787094389e-07,Down in RA,0.734,-0.501
Male,PI4KA,brown,-0.421279107505129,4.42113433471404e-05,Down in RA,0.726,-0.492
Male,DDX41,brown,-0.420451385945575,3.21405233238551e-06,Down in RA,0.799,-0.446
Male,CXCR3,brown,-0.42038896113527,0.00152190401967156,Down in RA,0.607,-0.435
Male,POMZP3,brown,-0.420184471176953,0.00073512290338603,Down in RA,0.579,-0.279
Male,MAN2C1,brown,-0.419875064106193,0.00345985423828365,Down in RA,0.494,-0.206
Male,ATG9B,brown,-0.419842327305303,0.00477428453717204,Down in RA,0.449,-0.192
Male,NDUFV1,brown,-0.419742460309072,3.97143222467833e-06,Down in RA,0.847,-0.515
Male,UBQLN4,brown,-0.419060806758435,3.17340969926812e-05,Down in RA,0.733,-0.525
Male,MCCC2,brown,-0.41903073715303,3.76446342212952e-05,Down in RA,0.821,-0.486
Male,PLXNA3,brown,-0.418736753809042,1.13947302238517e-06,Down in RA,0.558,-0.345
Male,BTBD9,brown,-0.418564910434526,0.000230046193055218,Down in RA,0.429,-0.194
Male,TEX261,brown,-0.418523004401781,1.31445756416062e-06,Down in RA,0.794,-0.466
Male,ZNF674,yellow,0.417274337000646,0.0006059481038255,Up in RA,0.558,0.305
Male,RNF11,yellow,0.417174600857004,0.0203505539304328,Up in RA,0.489,0.246
Male,DTX1,brown,-0.417050755649399,0.0018510541964943,Down in RA,0.474,-0.237
Male,CDC16,brown,-0.416596054542478,0.000699128316680881,Down in RA,0.5,-0.328
Male,ICAM2,brown,-0.416552621433601,3.49718568465919e-05,Down in RA,0.818,-0.446
Male,VPS11,brown,-0.416153664318221,6.22428716300535e-07,Down in RA,0.785,-0.534
Male,FAM198B,yellow,0.416142594468038,0.0174265404383191,Up in RA,0.647,0.425
Male,LETM1,brown,-0.41565948298812,2.73833510061236e-05,Down in RA,0.805,-0.491
Male,HSDL2,yellow,0.415113545652465,0.000329618929588888,Up in RA,0.746,0.336
Male,ATP5D,brown,-0.414747355647362,2.0179657048915e-05,Down in RA,0.819,-0.435
Male,GRWD1,brown,-0.414241898805036,2.4660343944647e-05,Down in RA,0.765,-0.451
Male,TSPAN2,yellow,0.41417457570546,0.0190256854435468,Up in RA,0.558,0.298
Male,ENGASE,brown,-0.414087974746573,3.064250925011e-06,Down in RA,0.561,-0.337
Male,BTBD10,yellow,0.413809613378552,8.90807087620283e-06,Up in RA,0.856,0.547
Male,CCDC92,brown,-0.413760494508321,9.91048920426756e-05,Down in RA,0.793,-0.456
Male,LENG8,brown,-0.413334881611604,0.000189497438416304,Down in RA,0.806,-0.495
Male,ITIH4,brown,-0.413158761798408,0.00084284882750961,Down in RA,0.389,-0.165
Male,IL18,yellow,0.412992492680423,0.0116449656197191,Up in RA,0.416,0.365
Male,ATG3,yellow,0.412876337038214,5.02943441423108e-06,Up in RA,0.822,0.484
Male,TMEM63A,brown,-0.4127809662565,0.00105565757202098,Down in RA,0.673,-0.43
Male,OGFOD1,brown,-0.412695897818642,3.41746266767013e-06,Down in RA,0.759,-0.525
Male,POLR3A,brown,-0.412372407006652,2.04437205604532e-05,Down in RA,0.733,-0.462
Male,MLEC,brown,-0.412292084793489,3.07973611681962e-06,Down in RA,0.749,-0.409
Male,DCAF7,brown,-0.412105109854533,2.23818043437455e-06,Down in RA,0.788,-0.465
Male,SF3A3,brown,-0.41203884765409,4.32221887172477e-05,Down in RA,0.704,-0.471
Male,IMMT,brown,-0.41189174573046,2.46032911686877e-07,Down in RA,0.802,-0.542
Male,SRRM2,brown,-0.411491197170268,9.19207411994701e-06,Down in RA,0.785,-0.534
Male,SNRPA,brown,-0.411164307157654,3.63592920121635e-06,Down in RA,0.717,-0.428
Male,SPATS2,brown,-0.411156060130705,0.0052011331723081,Down in RA,0.611,-0.399
Male,DHX33,brown,-0.411007335523655,7.69747591116111e-06,Down in RA,0.726,-0.401
Male,MTHFD1,brown,-0.410887067060758,3.23900151074303e-05,Down in RA,0.693,-0.468
Male,NOC4L,brown,-0.410567652222121,3.68407141295844e-06,Down in RA,0.711,-0.488
Male,KLF3,yellow,0.410541366423831,1.45714630757904e-05,Up in RA,0.821,0.398
Male,TUBB,brown,-0.410504606940302,2.23684137342777e-06,Down in RA,0.84,-0.507
Male,EDC3,brown,-0.410358641927845,8.90807087620283e-06,Down in RA,0.789,-0.406
Male,CNDP2,brown,-0.41012955155883,3.46787969276646e-05,Down in RA,0.774,-0.468
Male,CARNS1,brown,-0.409965490662819,0.00159617690849035,Down in RA,0.626,-0.336
Male,CES2,brown,-0.409817044080489,4.54570372186946e-06,Down in RA,0.586,-0.359
Male,ING2,yellow,0.409455197430193,0.000330106126464387,Up in RA,0.536,0.4
Male,KIF3B,brown,-0.409300342116944,2.76245876601277e-05,Down in RA,0.681,-0.491
Male,PDDC1,brown,-0.409039559113492,3.76207999965104e-05,Down in RA,0.788,-0.557
Male,CYB5R4,yellow,0.409037104821472,3.88492855927793e-05,Up in RA,0.828,0.477
Male,ADD1,brown,-0.408830439391247,1.04092104129142e-06,Down in RA,0.798,-0.493
Male,CYFIP2,brown,-0.408758113804682,3.58304005469828e-06,Down in RA,0.86,-0.506
Male,KCNJ2,yellow,0.408600694612673,0.00195635883536551,Up in RA,0.635,0.308
Male,C11orf49,brown,-0.4084940092712,0.000404045833341497,Down in RA,0.644,-0.425
Male,SLA2,brown,-0.408481323163822,0.000297165260274082,Down in RA,0.679,-0.378
Male,PPP2R5D,brown,-0.408058444497997,2.13795272239841e-05,Down in RA,0.765,-0.422
Male,MYBBP1A,brown,-0.407644524186363,0.00017750973271977,Down in RA,0.772,-0.45
Male,ACSF2,brown,-0.407615965840248,0.00137659086885812,Down in RA,0.389,-0.217
Male,SMG6,brown,-0.407558643316602,0.000106678777520198,Down in RA,0.689,-0.425
Male,FRMD4B,yellow,0.407010584337146,0.0128981429131759,Up in RA,0.568,0.41
Male,FAM127A,brown,-0.406968844038536,7.68645414782162e-06,Down in RA,0.677,-0.319
Male,WDR81,brown,-0.40653197973254,1.37512729285735e-06,Down in RA,0.717,-0.46
Male,TNFAIP8L1,brown,-0.406280143239464,1.30407147802965e-05,Down in RA,0.835,-0.491
Male,POGK,brown,-0.405918888945122,7.13561331823511e-07,Down in RA,0.828,-0.471
Male,GDAP2,yellow,0.405810686500098,0.000603542411554915,Up in RA,0.633,0.335
Male,IFNGR1,yellow,0.405590659134085,3.82585094188096e-06,Up in RA,0.893,0.478
Male,GMPPA,brown,-0.405207359167825,2.23377912190199e-05,Down in RA,0.648,-0.364
Male,CLIP2,brown,-0.405176068216123,0.000247416013160646,Down in RA,0.531,-0.348
Male,TRAP1,brown,-0.405148324810169,0.000127812108558508,Down in RA,0.733,-0.47
Male,JKAMP,yellow,0.404507842782764,2.21212030950315e-05,Up in RA,0.795,0.464
Male,PTPRS,brown,-0.404263194391367,0.00288383694101739,Down in RA,0.389,-0.294
Male,SAMM50,brown,-0.404080199164627,1.10333954219861e-05,Down in RA,0.818,-0.508
Male,IL11RA,brown,-0.404015308220299,0.00103850445015366,Down in RA,0.544,-0.431
Male,ANKZF1,brown,-0.404011202573795,1.30407147802965e-05,Down in RA,0.732,-0.428
Male,DYNC1H1,brown,-0.403314380405971,2.8080930302178e-05,Down in RA,0.741,-0.548
Male,ARHGAP17,brown,-0.402916690488395,1.27093099705345e-05,Down in RA,0.744,-0.502
Male,APOBEC3F,brown,-0.402824540971389,0.00282092264050666,Down in RA,0.671,-0.368
Male,ATP13A1,brown,-0.402187507245782,1.97161461290671e-05,Down in RA,0.709,-0.437
Male,CDK5RAP3,brown,-0.402132134150793,2.06357718333408e-06,Down in RA,0.734,-0.49
Male,RHBDD1,brown,-0.401829955517945,0.000145579017987828,Down in RA,0.656,-0.424
Male,KIT,yellow,0.401718141997027,0.0379247897615557,Up in RA,0.494,0.194
Male,PARP1,brown,-0.401559637792153,0.000127812108558508,Down in RA,0.727,-0.516
Male,SMARCD1,brown,-0.401159733103848,3.81675965798233e-05,Down in RA,0.858,-0.512
Male,PRPF31,brown,-0.400837639418063,1.84527660400523e-05,Down in RA,0.732,-0.495
Male,RPTOR,brown,-0.400545322833539,2.05519739907441e-05,Down in RA,0.636,-0.427
Male,TGIF2,brown,-0.40011749591993,2.1170141278928e-05,Down in RA,0.709,-0.431
Male,ANXA2P2,brown,-0.39961565679254,0.000139445443555275,Down in RA,0.493,-0.283
Male,EHD4,brown,-0.399155061654613,0.000310648206363306,Down in RA,0.65,-0.442
Male,NMI,yellow,0.399020694073292,0.000274558725648496,Up in RA,0.712,0.484
Male,TATDN2,brown,-0.398877591715984,4.75278461342491e-06,Down in RA,0.838,-0.516
Male,PELI1,yellow,0.398416747989327,0.000306022895709615,Up in RA,0.825,0.396
Male,CXXC1,brown,-0.398067976996227,9.08132735759315e-06,Down in RA,0.793,-0.432
Male,ZNF444,brown,-0.397892451416943,0.000232757826891142,Down in RA,0.727,-0.41
Male,MAFK,brown,-0.397705656278347,1.47546641095054e-06,Down in RA,0.715,-0.432
Male,PTX3,yellow,0.397696784923363,0.00517536385781768,Up in RA,0.336,0.209
Male,NSUN5P1,brown,-0.39730263416508,0.000213656595756306,Down in RA,0.792,-0.527
Male,C7orf26,brown,-0.397042730988708,2.80293918432758e-05,Down in RA,0.736,-0.404
Male,NMRAL1,brown,-0.396878090664377,0.000264761003332053,Down in RA,0.603,-0.252
Male,SLC5A6,brown,-0.396797585395729,5.11618911777431e-05,Down in RA,0.669,-0.433
Male,ST3GAL1,brown,-0.396177143207451,6.77052397785318e-05,Down in RA,0.726,-0.417
Male,ATXN2L,brown,-0.39595354004448,2.4595451623416e-05,Down in RA,0.565,-0.289
Male,KDELR1,brown,-0.395555960566129,1.63420663266658e-06,Down in RA,0.825,-0.437
Male,RNF141,yellow,0.395513060330783,0.00101619995166031,Up in RA,0.766,0.357
Male,LMBRD1,yellow,0.39422273252022,3.52949686218345e-05,Up in RA,0.81,0.472
Male,RUVBL1,brown,-0.394018439962075,0.00025269891047806,Down in RA,0.695,-0.486
Male,HLA-DMA,brown,-0.393980377447067,3.78779019102732e-05,Down in RA,0.626,-0.332
Male,SREBF2,brown,-0.393689741047901,3.92894696475929e-05,Down in RA,0.63,-0.551
Male,ORAI1,brown,-0.393580492285291,4.0765681587951e-05,Down in RA,0.664,-0.397
Male,EIF4A3,brown,-0.393535255686979,9.9683914106027e-06,Down in RA,0.749,-0.448
Male,DDB1,brown,-0.393460803070694,3.58566480706e-05,Down in RA,0.73,-0.484
Male,SAE1,brown,-0.393263888403224,5.5931628553204e-06,Down in RA,0.716,-0.431
Male,GNB4,yellow,0.393047980026872,9.77849023895959e-05,Up in RA,0.725,0.408
Male,AARS,brown,-0.393013870667795,2.22039634727121e-06,Down in RA,0.724,-0.502
Male,EZR,brown,-0.392418412227058,1.42646757388333e-05,Down in RA,0.775,-0.524
Male,AGFG2,brown,-0.391951405979753,0.000438852580364872,Down in RA,0.733,-0.417
Male,ERAL1,brown,-0.391931047587859,9.82535054384839e-05,Down in RA,0.592,-0.326
Male,FARSA,brown,-0.391359220806142,7.4957702093243e-05,Down in RA,0.769,-0.421
Male,YTHDF3,yellow,0.391204515238706,4.54570372186946e-06,Up in RA,0.848,0.427
Male,ACAP2,yellow,0.391129105826022,2.68347224828922e-05,Up in RA,0.854,0.391
Male,ASB1,brown,-0.390963378813266,0.000129730067006286,Down in RA,0.737,-0.464
Male,MMS19,brown,-0.390817287721165,5.77753347758745e-06,Down in RA,0.802,-0.565
Male,NFATC1,brown,-0.390246742601203,0.000197294066946163,Down in RA,0.643,-0.391
Male,GALC,yellow,0.390198172013416,0.000507360483330218,Up in RA,0.801,0.44
Male,PELP1,brown,-0.390178344116408,0.000133390988916324,Down in RA,0.763,-0.521
Male,RNF26,brown,-0.390123751037257,0.000256647282610981,Down in RA,0.693,-0.336
Male,GIMAP8,brown,-0.390094800233511,7.61792165937796e-05,Down in RA,0.605,-0.366
Male,REPIN1,brown,-0.389988000388748,1.39163860146753e-05,Down in RA,0.74,-0.47
Male,ZNF200,yellow,0.38975098645166,0.00264971946991015,Up in RA,0.662,0.329
Male,APP,brown,-0.389750359656387,4.49349556345962e-06,Down in RA,0.587,-0.346
Male,SLC25A22,brown,-0.389564022378228,5.27779264630187e-05,Down in RA,0.728,-0.431
Male,PRPF19,brown,-0.389421760412334,3.07953168484311e-05,Down in RA,0.747,-0.475
Male,VPS4A,brown,-0.389388482616382,3.86874951871399e-06,Down in RA,0.814,-0.482
Male,TTC31,brown,-0.389042651603037,1.36043691828251e-06,Down in RA,0.806,-0.547
Male,IFT27,brown,-0.3886564373833,0.000100586492111683,Down in RA,0.508,-0.301
Male,PAX5,brown,-0.388644433230235,0.0163686024544929,Down in RA,0.356,-0.225
Male,MDH2,brown,-0.38849306059385,1.98580063338326e-07,Down in RA,0.859,-0.452
Male,ARHGAP29,yellow,0.388422440679429,0.000904390632631059,Up in RA,0.485,0.377
Male,SRP68,brown,-0.388110612568803,2.22830408570842e-05,Down in RA,0.831,-0.456
Male,IL27RA,brown,-0.388029517876573,6.79483587299333e-05,Down in RA,0.787,-0.472
Male,ATXN7L1,brown,-0.388010722703164,0.0144756256896193,Down in RA,0.435,-0.154
Male,FAM134C,brown,-0.388009494239856,1.90071008366796e-05,Down in RA,0.864,-0.458
Male,OBSCN,brown,-0.387922165467883,0.000233239564938324,Down in RA,0.438,-0.269
Male,TMEM144,yellow,0.387590748361888,0.0493488534182383,Up in RA,0.549,0.306
Male,FMNL3,brown,-0.387426643058024,0.00044802550830584,Down in RA,0.484,-0.341
Male,AKR7A2,brown,-0.387303871689602,1.20608150541642e-05,Down in RA,0.717,-0.402
Male,ACOT13,yellow,0.387103893043541,0.000321370630099873,Up in RA,0.579,0.487
Male,DCXR,brown,-0.386780616781755,1.13822550984467e-05,Down in RA,0.636,-0.325
Male,INPP5B,brown,-0.386765097622956,0.00111262099445081,Down in RA,0.52,-0.318
Male,ZNF395,brown,-0.386694149282047,0.000233439310294868,Down in RA,0.704,-0.416
Male,ADRM1,brown,-0.386586601543556,6.55675311457983e-05,Down in RA,0.791,-0.469
Male,BTBD2,brown,-0.386453870389254,0.000206392869081849,Down in RA,0.516,-0.282
Male,CAPZA1,yellow,0.386212013907696,1.28648833005132e-07,Up in RA,0.854,0.532
Male,HADHA,brown,-0.385957157587196,1.26482851750339e-05,Down in RA,0.688,-0.411
Male,MEGF8,brown,-0.385956942744916,0.000105701259911799,Down in RA,0.586,-0.374
Male,METTL2B,brown,-0.385853350453457,0.000247416013160646,Down in RA,0.635,-0.314
Male,PTCD3,brown,-0.385796924811777,0.00050242519670721,Down in RA,0.525,-0.298
Male,INTS4,brown,-0.385469279761542,3.04196445000979e-06,Down in RA,0.663,-0.47
Male,AEBP1,brown,-0.385092947948489,0.000903722344428456,Down in RA,0.458,-0.307
Male,EP400,brown,-0.385083847232155,4.66410685116019e-05,Down in RA,0.695,-0.485
Male,SEL1L,yellow,0.385045597930071,3.88611046065887e-05,Up in RA,0.88,0.369
Male,MOSPD2,yellow,0.385017214548524,0.000722316487524932,Up in RA,0.781,0.442
Male,SLC25A23,brown,-0.384731439673331,0.00130359924861544,Down in RA,0.693,-0.423
Male,PARN,brown,-0.38463417618256,0.000266612179384687,Down in RA,0.709,-0.397
Male,HSPBP1,brown,-0.384053261498195,1.4104290573282e-05,Down in RA,0.697,-0.408
Male,KLHL26,brown,-0.384035133236835,0.00116381893286038,Down in RA,0.471,-0.338
Male,ALMS1,brown,-0.383718357309756,0.000212642894606945,Down in RA,0.705,-0.459
Male,BCAT2,brown,-0.383628423979787,0.00128778020256753,Down in RA,0.612,-0.349
Male,MZF1,brown,-0.383623015872758,2.1170141278928e-05,Down in RA,0.685,-0.493
Male,OGFRL1,yellow,0.383048058959318,0.0038632068049853,Up in RA,0.732,0.336
Male,SLC40A1,yellow,0.382895192144461,0.000495822441500645,Up in RA,0.677,0.401
Male,ELP3,brown,-0.382845943144792,0.000357293803401249,Down in RA,0.772,-0.447
Male,FUT4,yellow,0.382641245997731,0.000469438402955046,Up in RA,0.414,0.379
Male,ATP2A2,brown,-0.382478546601834,3.22074848497342e-05,Down in RA,0.64,-0.347
Male,TDP2,yellow,0.381797420278264,0.000210634701295817,Up in RA,0.811,0.407
Male,CNP,brown,-0.381659906800978,0.000146978641241902,Down in RA,0.662,-0.268
Male,DNHD1,brown,-0.38161336917932,0.000255444920875643,Down in RA,0.522,-0.306
Male,YIF1A,brown,-0.381582674820558,4.42113433471404e-05,Down in RA,0.756,-0.362
Male,IDH2,brown,-0.38157887109068,0.000138745509847396,Down in RA,0.706,-0.374
Male,DOK2,brown,-0.381375950690892,9.13932343416226e-05,Down in RA,0.686,-0.355
Male,CRTC3,brown,-0.381336641198927,1.47809617413927e-05,Down in RA,0.749,-0.383
Male,HMGA1,brown,-0.381249119339454,0.000335430790820424,Down in RA,0.786,-0.405
Male,IMPDH2,brown,-0.380599491088125,6.27763307164674e-05,Down in RA,0.72,-0.419
Male,TMEM131,brown,-0.380462875566423,2.44235045334636e-07,Down in RA,0.724,-0.547
Male,PSMD11,brown,-0.38043902910244,1.75775771179874e-06,Down in RA,0.834,-0.494
Male,MADD,brown,-0.380421578523172,3.08114335488397e-05,Down in RA,0.749,-0.414
Male,SMARCC1,brown,-0.380328349685273,2.00502971949119e-06,Down in RA,0.708,-0.492
Male,DHRS3,brown,-0.380210832674537,0.00446438147881131,Down in RA,0.693,-0.355
Male,TUBGCP6,brown,-0.380189232959257,0.00035804732590902,Down in RA,0.623,-0.326
Male,MCM3AP,brown,-0.38016265500909,3.21405233238551e-06,Down in RA,0.801,-0.575
Male,ARHGAP10,brown,-0.380016420183661,0.00176528921006788,Down in RA,0.343,-0.263
Male,RGP1,brown,-0.3798630542604,0.00554137423342035,Down in RA,0.572,-0.313
Male,CTU2,brown,-0.37959695563114,0.000324645568874404,Down in RA,0.654,-0.331
Male,RUVBL2,brown,-0.379526073846411,4.28960259153985e-06,Down in RA,0.753,-0.456
Male,TBC1D9B,brown,-0.379306466911647,6.79483587299333e-05,Down in RA,0.669,-0.403
Male,GON4L,brown,-0.378977433725077,7.17952336921064e-07,Down in RA,0.76,-0.439
Male,TMEM167B,yellow,0.378804918946904,1.54304594855949e-06,Up in RA,0.85,0.534
Male,AGTPBP1,yellow,0.378169493812229,0.000855925086208737,Up in RA,0.746,0.395
Male,TNPO2,brown,-0.378151296269691,2.36672356660221e-05,Down in RA,0.731,-0.533
Male,EDC4,brown,-0.377761129897119,1.08767350359741e-05,Down in RA,0.684,-0.522
Male,CS,brown,-0.377394224827,2.3065252236365e-06,Down in RA,0.77,-0.487
Male,LAIR1,brown,-0.377259750688566,0.000621474404472721,Down in RA,0.512,-0.291
Male,DCUN1D1,yellow,0.377249441565253,0.000139603658736736,Up in RA,0.777,0.409
Male,RFX3,yellow,0.377161329153046,0.0119012095763307,Up in RA,0.608,0.352
Male,ZNF658,yellow,0.377051710369177,0.012947561359312,Up in RA,0.353,0.295
Male,SHOC2,yellow,0.376987085452443,6.51777263979282e-06,Up in RA,0.865,0.444
Male,SASH3,brown,-0.376936318326447,3.73400908320138e-05,Down in RA,0.765,-0.445
Male,TAB1,brown,-0.376857891846756,7.26053243096489e-05,Down in RA,0.495,-0.235
Male,PRPF18,yellow,0.37651484228443,0.000414137162505883,Up in RA,0.617,0.395
Male,SRGN,yellow,0.37650062691232,1.64455860785618e-05,Up in RA,0.73,0.434
Male,VAV2,brown,-0.376478006258913,0.000416272456406753,Down in RA,0.49,-0.389
Male,ASH1L,brown,-0.376190972738349,0.000129775130708726,Down in RA,0.655,-0.465
Male,HTT,brown,-0.376190066800637,2.22073881826887e-05,Down in RA,0.743,-0.396
Male,C16orf72,yellow,0.375859039717612,0.000157190757210281,Up in RA,0.783,0.446
Male,SETD4,brown,-0.375747600818144,8.39820717581317e-05,Down in RA,0.727,-0.433
Male,SORBS3,brown,-0.375698859899019,0.000249726674656266,Down in RA,0.595,-0.372
Male,CIITA,brown,-0.375447008427763,0.0151360292062558,Down in RA,0.495,-0.272
Male,IPO13,brown,-0.37471606094952,5.68366535524941e-05,Down in RA,0.718,-0.502
Male,TMEM173,brown,-0.374655102179395,9.35568177522486e-06,Down in RA,0.715,-0.361
Male,NCOA5,brown,-0.374484661206828,1.05958350470608e-05,Down in RA,0.806,-0.426
Male,CCT7,brown,-0.374182162731769,4.72853919503316e-05,Down in RA,0.804,-0.414
Male,EIF5B,brown,-0.373832748850041,0.000237299326203947,Down in RA,0.685,-0.428
Male,COG1,brown,-0.373301815767481,0.000223560306648191,Down in RA,0.752,-0.473
Male,DMAP1,brown,-0.373275125160471,3.52877614289075e-06,Down in RA,0.692,-0.451
Male,SYNRG,brown,-0.373204151828467,3.49718568465919e-05,Down in RA,0.776,-0.433
Male,TCOF1,brown,-0.372949419381951,0.000155554081697378,Down in RA,0.765,-0.481
Male,ZFP41,brown,-0.372939929865939,0.00497839814846154,Down in RA,0.495,-0.344
Male,RABGAP1,brown,-0.372885148337203,0.000505436221762238,Down in RA,0.684,-0.4
Male,TLR4,yellow,0.372794054950293,0.00499892762679406,Up in RA,0.713,0.333
Male,PSMD3,brown,-0.372591413417838,4.08728956610025e-05,Down in RA,0.689,-0.424
Male,LRRC41,brown,-0.371821404318358,8.76998678216491e-06,Down in RA,0.709,-0.414
Male,USP54,brown,-0.371711793267567,0.000532133663497861,Down in RA,0.408,-0.342
Male,FAF1,brown,-0.371174988197633,1.90071008366796e-05,Down in RA,0.7,-0.344
Male,SHC1,brown,-0.371007261844861,1.28351948413799e-06,Down in RA,0.801,-0.476
Male,SLC35A4,brown,-0.370928683029158,2.73833510061236e-05,Down in RA,0.767,-0.435
Male,C6orf106,brown,-0.370676979035659,1.06961297254301e-05,Down in RA,0.855,-0.488
Male,PLD4,brown,-0.370574551153707,0.00109583028776721,Down in RA,0.518,-0.368
Male,FIBP,brown,-0.370195484058739,8.41153500965529e-06,Down in RA,0.735,-0.332
Male,LTA,brown,-0.369953928063691,0.00658690883323047,Down in RA,0.494,-0.286
Male,C19orf60,brown,-0.369592269193429,0.000366941010085366,Down in RA,0.581,-0.336
Male,SMAD4,yellow,0.369335710333422,1.4104290573282e-05,Up in RA,0.785,0.334
Male,SERINC5,brown,-0.369313056821893,0.00253241322229452,Down in RA,0.43,-0.266
Male,TOMM34,brown,-0.369205215714634,0.000161243404740607,Down in RA,0.575,-0.42
Male,MUM1,brown,-0.369090490615763,0.000143611493286527,Down in RA,0.521,-0.25
Male,GYS1,brown,-0.369051095058917,0.000175723534572742,Down in RA,0.614,-0.347
Male,HKR1,brown,-0.368910739896442,0.003965355050253,Down in RA,0.621,-0.396
