gene,MHC_gene,instrument_chr,nSNP_primary,method_primary,OR_primary,OR_lo_primary,OR_hi_primary,p_primary,FDR_primary,nSNP_noMHC,method_noMHC,OR_noMHC,OR_lo_noMHC,OR_hi_noMHC,p_noMHC,FDR_noMHC,estimate_unchanged,verdict,direction_consistent
SRGN,FALSE,10,2,Inverse variance weighted,1.025,0.95,1.106,0.523,0.888,2,Inverse variance weighted,1.025,0.95,1.106,0.523,0.892,TRUE,ns in both,TRUE
WDR55,FALSE,5,2,Inverse variance weighted,1.031,0.939,1.133,0.523,0.888,2,Inverse variance weighted,1.031,0.939,1.133,0.523,0.892,TRUE,ns in both,TRUE
TMEM167B,FALSE,1,3,Inverse variance weighted,1.112,0.801,1.543,0.525,0.888,3,Inverse variance weighted,1.112,0.801,1.543,0.525,0.892,TRUE,ns in both,TRUE
GPR65,FALSE,14,2,Inverse variance weighted,0.978,0.913,1.047,0.526,0.888,2,Inverse variance weighted,0.978,0.913,1.047,0.526,0.892,TRUE,ns in both,TRUE
IQGAP2,FALSE,5,2,Inverse variance weighted,1.019,0.961,1.08,0.527,0.888,2,Inverse variance weighted,1.019,0.961,1.08,0.527,0.892,TRUE,ns in both,TRUE
AZIN1,FALSE,8,2,Inverse variance weighted,1.037,0.926,1.16,0.528,0.888,2,Inverse variance weighted,1.037,0.926,1.16,0.528,0.892,TRUE,ns in both,TRUE
URB1,FALSE,21,2,Inverse variance weighted,1.043,0.915,1.188,0.528,0.888,2,Inverse variance weighted,1.043,0.915,1.188,0.528,0.892,TRUE,ns in both,TRUE
LXN,FALSE,3,2,Inverse variance weighted,1.039,0.922,1.172,0.529,0.888,2,Inverse variance weighted,1.039,0.922,1.172,0.529,0.892,TRUE,ns in both,TRUE
ABHD14B,FALSE,3,1,Wald ratio,0.938,0.767,1.146,0.53,0.888,1,Wald ratio,0.938,0.767,1.146,0.53,0.892,TRUE,ns in both,TRUE
BMP8B,FALSE,1,1,Wald ratio,0.904,0.66,1.238,0.53,0.888,1,Wald ratio,0.904,0.66,1.238,0.53,0.892,TRUE,ns in both,TRUE
HIGD2A,FALSE,5,1,Wald ratio,1.07,0.866,1.321,0.53,0.888,1,Wald ratio,1.07,0.866,1.321,0.53,0.892,TRUE,ns in both,TRUE
MTMR6,FALSE,13,1,Wald ratio,0.958,0.839,1.094,0.53,0.888,1,Wald ratio,0.958,0.839,1.094,0.53,0.892,TRUE,ns in both,TRUE
NDUFS7,FALSE,19,1,Wald ratio,1.236,0.638,2.391,0.53,0.888,1,Wald ratio,1.236,0.638,2.391,0.53,0.892,TRUE,ns in both,TRUE
PCCA,FALSE,13,1,Wald ratio,1.317,0.557,3.114,0.53,0.888,1,Wald ratio,1.317,0.557,3.114,0.53,0.892,TRUE,ns in both,TRUE
RAB18,FALSE,10,1,Wald ratio,0.94,0.776,1.139,0.53,0.888,1,Wald ratio,0.94,0.776,1.139,0.53,0.892,TRUE,ns in both,TRUE
RBM7,FALSE,11,1,Wald ratio,0.877,0.582,1.321,0.53,0.888,1,Wald ratio,0.877,0.582,1.321,0.53,0.892,TRUE,ns in both,TRUE
SLC25A42,FALSE,19,1,Wald ratio,0.897,0.64,1.258,0.53,0.888,1,Wald ratio,0.897,0.64,1.258,0.53,0.892,TRUE,ns in both,TRUE
SRRM1,FALSE,1,1,Wald ratio,0.886,0.607,1.293,0.53,0.888,1,Wald ratio,0.886,0.607,1.293,0.53,0.892,TRUE,ns in both,TRUE
ABI1,FALSE,10,3,Inverse variance weighted,0.895,0.633,1.265,0.531,0.888,3,Inverse variance weighted,0.895,0.633,1.265,0.531,0.892,TRUE,ns in both,TRUE
WDR81,FALSE,17,2,Inverse variance weighted,0.972,0.89,1.062,0.531,0.888,2,Inverse variance weighted,0.972,0.89,1.062,0.531,0.892,TRUE,ns in both,TRUE
ALCAM,FALSE,3,4,Inverse variance weighted,0.986,0.942,1.032,0.532,0.888,4,Inverse variance weighted,0.986,0.942,1.032,0.532,0.892,TRUE,ns in both,TRUE
SLC36A4,FALSE,11,3,Inverse variance weighted,1.103,0.81,1.502,0.534,0.888,3,Inverse variance weighted,1.103,0.81,1.502,0.534,0.892,TRUE,ns in both,TRUE
SFT2D1,FALSE,6,2,Inverse variance weighted,1.042,0.916,1.185,0.535,0.888,2,Inverse variance weighted,1.042,0.916,1.185,0.535,0.892,TRUE,ns in both,TRUE
CCR5,FALSE,3,2,Inverse variance weighted,0.947,0.798,1.124,0.536,0.888,2,Inverse variance weighted,0.947,0.798,1.124,0.536,0.892,TRUE,ns in both,TRUE
FIBP,FALSE,11,3,Inverse variance weighted,1.029,0.939,1.128,0.536,0.888,3,Inverse variance weighted,1.029,0.939,1.128,0.536,0.892,TRUE,ns in both,TRUE
SPOCK2,FALSE,10,3,Inverse variance weighted,0.957,0.832,1.1,0.536,0.888,3,Inverse variance weighted,0.957,0.832,1.1,0.536,0.892,TRUE,ns in both,TRUE
TANK,FALSE,2,2,Inverse variance weighted,1.063,0.875,1.292,0.536,0.888,2,Inverse variance weighted,1.063,0.875,1.292,0.536,0.892,TRUE,ns in both,TRUE
ABL1,FALSE,9,1,Wald ratio,1.244,0.618,2.505,0.54,0.888,1,Wald ratio,1.244,0.618,2.505,0.54,0.892,TRUE,ns in both,TRUE
ATP11B,FALSE,3,1,Wald ratio,1.058,0.884,1.265,0.54,0.888,1,Wald ratio,1.058,0.884,1.265,0.54,0.892,TRUE,ns in both,TRUE
CD46,FALSE,1,1,Wald ratio,0.914,0.685,1.219,0.54,0.888,1,Wald ratio,0.914,0.685,1.219,0.54,0.892,TRUE,ns in both,TRUE
DPH2,FALSE,1,1,Wald ratio,1.124,0.774,1.632,0.54,0.888,1,Wald ratio,1.124,0.774,1.632,0.54,0.892,TRUE,ns in both,TRUE
ENDOG,FALSE,9,1,Wald ratio,0.938,0.764,1.151,0.54,0.888,1,Wald ratio,0.938,0.764,1.151,0.54,0.892,TRUE,ns in both,TRUE
EXOSC10,FALSE,1,1,Wald ratio,1.058,0.883,1.268,0.54,0.888,1,Wald ratio,1.058,0.883,1.268,0.54,0.892,TRUE,ns in both,TRUE
GIPC3,FALSE,19,1,Wald ratio,0.945,0.789,1.132,0.54,0.888,1,Wald ratio,0.945,0.789,1.132,0.54,0.892,TRUE,ns in both,TRUE
NEURL4,FALSE,17,1,Wald ratio,1.127,0.769,1.652,0.54,0.888,1,Wald ratio,1.127,0.769,1.652,0.54,0.892,TRUE,ns in both,TRUE
PACSIN1,FALSE,6,1,Wald ratio,0.92,0.705,1.2,0.54,0.888,1,Wald ratio,0.92,0.705,1.2,0.54,0.892,TRUE,ns in both,TRUE
POMZP3,FALSE,7,1,Wald ratio,0.895,0.628,1.276,0.54,0.888,1,Wald ratio,0.895,0.628,1.276,0.54,0.892,TRUE,ns in both,TRUE
PRR12,FALSE,19,1,Wald ratio,0.827,0.452,1.516,0.54,0.888,1,Wald ratio,0.827,0.452,1.516,0.54,0.892,TRUE,ns in both,TRUE
SEL1L,FALSE,14,1,Wald ratio,0.917,0.696,1.209,0.54,0.888,1,Wald ratio,0.917,0.696,1.209,0.54,0.892,TRUE,ns in both,TRUE
SRRM2,FALSE,16,1,Wald ratio,0.788,0.367,1.69,0.54,0.888,1,Wald ratio,0.788,0.367,1.69,0.54,0.892,TRUE,ns in both,TRUE
TRADD,FALSE,16,1,Wald ratio,1.027,0.943,1.119,0.54,0.888,1,Wald ratio,1.027,0.943,1.119,0.54,0.892,TRUE,ns in both,TRUE
UQCRC1,FALSE,3,1,Wald ratio,1.08,0.845,1.381,0.54,0.888,1,Wald ratio,1.08,0.845,1.381,0.54,0.892,TRUE,ns in both,TRUE
VPS33B,FALSE,15,1,Wald ratio,1.037,0.922,1.167,0.54,0.888,1,Wald ratio,1.037,0.922,1.167,0.54,0.892,TRUE,ns in both,TRUE
ZNF853,FALSE,7,1,Wald ratio,0.928,0.729,1.18,0.54,0.888,1,Wald ratio,0.928,0.729,1.18,0.54,0.892,TRUE,ns in both,TRUE
LARS2,FALSE,3,2,Inverse variance weighted,0.969,0.876,1.072,0.546,0.893,2,Inverse variance weighted,0.969,0.876,1.072,0.546,0.895,TRUE,ns in both,TRUE
BET1L,FALSE,11,3,Inverse variance weighted,1.058,0.881,1.272,0.547,0.893,3,Inverse variance weighted,1.058,0.881,1.272,0.547,0.895,TRUE,ns in both,TRUE
APOBEC3C,FALSE,22,2,Inverse variance weighted,1.041,0.913,1.188,0.548,0.893,2,Inverse variance weighted,1.041,0.913,1.188,0.548,0.895,TRUE,ns in both,TRUE
ICAM2,FALSE,17,2,Inverse variance weighted,1.091,0.821,1.45,0.548,0.893,2,Inverse variance weighted,1.091,0.821,1.45,0.548,0.895,TRUE,ns in both,TRUE
TAF1C,FALSE,16,4,Inverse variance weighted,1.028,0.94,1.124,0.548,0.893,4,Inverse variance weighted,1.028,0.94,1.124,0.548,0.895,TRUE,ns in both,TRUE
CAB39,FALSE,2,1,Wald ratio,0.964,0.856,1.086,0.55,0.893,1,Wald ratio,0.964,0.856,1.086,0.55,0.895,TRUE,ns in both,TRUE
OSBPL7,FALSE,17,1,Wald ratio,0.943,0.778,1.143,0.55,0.893,1,Wald ratio,0.943,0.778,1.143,0.55,0.895,TRUE,ns in both,TRUE
RPRD2,FALSE,1,1,Wald ratio,1.07,0.858,1.334,0.55,0.893,1,Wald ratio,1.07,0.858,1.334,0.55,0.895,TRUE,ns in both,TRUE
INTS1,FALSE,7,3,Inverse variance weighted,1.021,0.954,1.093,0.551,0.893,3,Inverse variance weighted,1.021,0.954,1.093,0.551,0.895,TRUE,ns in both,TRUE
MAN1A1,FALSE,6,2,Inverse variance weighted,0.969,0.871,1.077,0.556,0.893,2,Inverse variance weighted,0.969,0.871,1.077,0.556,0.895,TRUE,ns in both,TRUE
LCMT1,FALSE,16,2,Inverse variance weighted,0.944,0.779,1.144,0.557,0.893,2,Inverse variance weighted,0.944,0.779,1.144,0.557,0.895,TRUE,ns in both,TRUE
TCFL5,FALSE,20,2,Inverse variance weighted,1.05,0.892,1.235,0.558,0.893,2,Inverse variance weighted,1.05,0.892,1.235,0.558,0.895,TRUE,ns in both,TRUE
MRPL2,FALSE,6,2,Inverse variance weighted,1.03,0.933,1.137,0.559,0.893,2,Inverse variance weighted,1.03,0.933,1.137,0.559,0.895,TRUE,ns in both,TRUE
ZNF783,FALSE,7,3,Inverse variance weighted,1.063,0.867,1.303,0.559,0.893,3,Inverse variance weighted,1.063,0.867,1.303,0.559,0.895,TRUE,ns in both,TRUE
BLZF1,FALSE,1,1,Wald ratio,1.104,0.792,1.537,0.56,0.893,1,Wald ratio,1.104,0.792,1.537,0.56,0.895,TRUE,ns in both,TRUE
CCDC88C,FALSE,14,1,Wald ratio,1.079,0.835,1.395,0.56,0.893,1,Wald ratio,1.079,0.835,1.395,0.56,0.895,TRUE,ns in both,TRUE
COQ10B,FALSE,2,1,Wald ratio,1.071,0.85,1.351,0.56,0.893,1,Wald ratio,1.071,0.85,1.351,0.56,0.895,TRUE,ns in both,TRUE
GNB4,FALSE,3,1,Wald ratio,1.064,0.863,1.312,0.56,0.893,1,Wald ratio,1.064,0.863,1.312,0.56,0.895,TRUE,ns in both,TRUE
LMBRD1,FALSE,6,1,Wald ratio,0.927,0.717,1.197,0.56,0.893,1,Wald ratio,0.927,0.717,1.197,0.56,0.895,TRUE,ns in both,TRUE
PDGFC,FALSE,4,2,Inverse variance weighted,0.936,0.751,1.168,0.56,0.893,2,Inverse variance weighted,0.936,0.751,1.168,0.56,0.895,TRUE,ns in both,TRUE
PTX3,FALSE,3,1,Wald ratio,0.883,0.581,1.342,0.56,0.893,1,Wald ratio,0.883,0.581,1.342,0.56,0.895,TRUE,ns in both,TRUE
STAM2,FALSE,2,1,Wald ratio,0.977,0.905,1.055,0.56,0.893,1,Wald ratio,0.977,0.905,1.055,0.56,0.895,TRUE,ns in both,TRUE
TMEM33,FALSE,4,1,Wald ratio,0.928,0.721,1.194,0.56,0.893,1,Wald ratio,0.928,0.721,1.194,0.56,0.895,TRUE,ns in both,TRUE
TXN2,FALSE,22,1,Wald ratio,0.942,0.769,1.153,0.56,0.893,1,Wald ratio,0.942,0.769,1.153,0.56,0.895,TRUE,ns in both,TRUE
GPI,FALSE,19,2,Inverse variance weighted,0.944,0.774,1.151,0.568,0.893,2,Inverse variance weighted,0.944,0.774,1.151,0.568,0.895,TRUE,ns in both,TRUE
TRAF3,FALSE,14,2,Inverse variance weighted,1.048,0.892,1.231,0.568,0.893,2,Inverse variance weighted,1.048,0.892,1.231,0.568,0.895,TRUE,ns in both,TRUE
CENPT,FALSE,16,1,Wald ratio,0.935,0.741,1.179,0.57,0.893,1,Wald ratio,0.935,0.741,1.179,0.57,0.895,TRUE,ns in both,TRUE
HAUS5,FALSE,19,1,Wald ratio,1.095,0.801,1.498,0.57,0.893,1,Wald ratio,1.095,0.801,1.498,0.57,0.895,TRUE,ns in both,TRUE
POLR2L,FALSE,11,1,Wald ratio,1.145,0.718,1.826,0.57,0.893,1,Wald ratio,1.145,0.718,1.826,0.57,0.895,TRUE,ns in both,TRUE
RABGGTA,FALSE,14,1,Wald ratio,0.955,0.815,1.119,0.57,0.893,1,Wald ratio,0.955,0.815,1.119,0.57,0.895,TRUE,ns in both,TRUE
RNFT1,FALSE,17,1,Wald ratio,1.055,0.878,1.267,0.57,0.893,1,Wald ratio,1.055,0.878,1.267,0.57,0.895,TRUE,ns in both,TRUE
ST3GAL6,FALSE,3,2,Inverse variance weighted,0.969,0.87,1.079,0.57,0.893,2,Inverse variance weighted,0.969,0.87,1.079,0.57,0.895,TRUE,ns in both,TRUE
VGLL4,FALSE,3,1,Wald ratio,0.92,0.689,1.228,0.57,0.893,1,Wald ratio,0.92,0.689,1.228,0.57,0.895,TRUE,ns in both,TRUE
ZNF335,FALSE,20,1,Wald ratio,1.149,0.712,1.854,0.57,0.893,1,Wald ratio,1.149,0.712,1.854,0.57,0.895,TRUE,ns in both,TRUE
RHOT1,FALSE,17,2,Inverse variance weighted,1.018,0.956,1.084,0.572,0.893,2,Inverse variance weighted,1.018,0.956,1.084,0.572,0.895,TRUE,ns in both,TRUE
GPR160,FALSE,3,3,Inverse variance weighted,0.978,0.904,1.058,0.577,0.893,3,Inverse variance weighted,0.978,0.904,1.058,0.577,0.895,TRUE,ns in both,TRUE
SEMA3C,FALSE,7,2,Inverse variance weighted,0.933,0.732,1.189,0.577,0.893,2,Inverse variance weighted,0.933,0.732,1.189,0.577,0.895,TRUE,ns in both,TRUE
ATP11A,FALSE,13,2,Inverse variance weighted,1.111,0.766,1.613,0.578,0.893,2,Inverse variance weighted,1.111,0.766,1.613,0.578,0.895,TRUE,ns in both,TRUE
CD37,FALSE,19,2,Inverse variance weighted,1.018,0.955,1.086,0.578,0.893,2,Inverse variance weighted,1.018,0.955,1.086,0.578,0.895,TRUE,ns in both,TRUE
ATP8B1,FALSE,18,1,Wald ratio,1.099,0.786,1.538,0.58,0.893,1,Wald ratio,1.099,0.786,1.538,0.58,0.895,TRUE,ns in both,TRUE
COPS6,FALSE,7,1,Wald ratio,0.975,0.892,1.066,0.58,0.893,1,Wald ratio,0.975,0.892,1.066,0.58,0.895,TRUE,ns in both,TRUE
FAM200B,FALSE,4,1,Wald ratio,0.938,0.749,1.175,0.58,0.893,1,Wald ratio,0.938,0.749,1.175,0.58,0.895,TRUE,ns in both,TRUE
LATS2,FALSE,13,1,Wald ratio,1.092,0.8,1.49,0.58,0.893,1,Wald ratio,1.092,0.8,1.49,0.58,0.895,TRUE,ns in both,TRUE
MAPRE1,FALSE,20,1,Wald ratio,1.044,0.896,1.216,0.58,0.893,1,Wald ratio,1.044,0.896,1.216,0.58,0.895,TRUE,ns in both,TRUE
MED29,FALSE,19,1,Wald ratio,0.972,0.879,1.075,0.58,0.893,1,Wald ratio,0.972,0.879,1.075,0.58,0.895,TRUE,ns in both,TRUE
MRPS12,FALSE,19,1,Wald ratio,0.892,0.595,1.337,0.58,0.893,1,Wald ratio,0.892,0.595,1.337,0.58,0.895,TRUE,ns in both,TRUE
PLOD3,FALSE,7,1,Wald ratio,1.113,0.762,1.624,0.58,0.893,1,Wald ratio,1.113,0.762,1.624,0.58,0.895,TRUE,ns in both,TRUE
PNPO,FALSE,17,1,Wald ratio,1.021,0.948,1.1,0.58,0.893,1,Wald ratio,1.021,0.948,1.1,0.58,0.895,TRUE,ns in both,TRUE
POLE,FALSE,12,1,Wald ratio,1.14,0.717,1.81,0.58,0.893,1,Wald ratio,1.14,0.717,1.81,0.58,0.895,TRUE,ns in both,TRUE
SAP30,FALSE,4,1,Wald ratio,1.06,0.862,1.304,0.58,0.893,1,Wald ratio,1.06,0.862,1.304,0.58,0.895,TRUE,ns in both,TRUE
SNRNP40,FALSE,1,1,Wald ratio,1.044,0.897,1.215,0.58,0.893,1,Wald ratio,1.044,0.897,1.215,0.58,0.895,TRUE,ns in both,TRUE
TMEM104,FALSE,17,1,Wald ratio,0.898,0.614,1.314,0.58,0.893,1,Wald ratio,0.898,0.614,1.314,0.58,0.895,TRUE,ns in both,TRUE
ARHGEF7,FALSE,13,3,Inverse variance weighted,1.073,0.836,1.377,0.582,0.893,3,Inverse variance weighted,1.073,0.836,1.377,0.582,0.895,TRUE,ns in both,TRUE
JAG1,FALSE,20,2,Inverse variance weighted,0.845,0.464,1.539,0.582,0.893,2,Inverse variance weighted,0.845,0.464,1.539,0.582,0.895,TRUE,ns in both,TRUE
NUP85,FALSE,17,3,Inverse variance weighted,0.986,0.939,1.036,0.582,0.893,3,Inverse variance weighted,0.986,0.939,1.036,0.582,0.895,TRUE,ns in both,TRUE
APRT,FALSE,16,2,Inverse variance weighted,1.05,0.881,1.251,0.585,0.893,2,Inverse variance weighted,1.05,0.881,1.251,0.585,0.895,TRUE,ns in both,TRUE
EIF4E3,FALSE,3,4,Inverse variance weighted,0.983,0.925,1.045,0.586,0.893,4,Inverse variance weighted,0.983,0.925,1.045,0.586,0.895,TRUE,ns in both,TRUE
SAT2,FALSE,17,2,Inverse variance weighted,1.019,0.952,1.091,0.588,0.893,2,Inverse variance weighted,1.019,0.952,1.091,0.588,0.895,TRUE,ns in both,TRUE
TMEM144,FALSE,4,4,Inverse variance weighted,0.982,0.92,1.048,0.588,0.893,4,Inverse variance weighted,0.982,0.92,1.048,0.588,0.895,TRUE,ns in both,TRUE
DNHD1,FALSE,11,2,Inverse variance weighted,0.961,0.832,1.11,0.589,0.893,2,Inverse variance weighted,0.961,0.832,1.11,0.589,0.895,TRUE,ns in both,TRUE
FTO,FALSE,16,2,Inverse variance weighted,1.1,0.779,1.553,0.589,0.893,2,Inverse variance weighted,1.1,0.779,1.553,0.589,0.895,TRUE,ns in both,TRUE
ABCC10,FALSE,6,1,Wald ratio,1.076,0.823,1.407,0.59,0.893,1,Wald ratio,1.076,0.823,1.407,0.59,0.895,TRUE,ns in both,TRUE
B3GAT3,FALSE,11,1,Wald ratio,0.909,0.644,1.285,0.59,0.893,1,Wald ratio,0.909,0.644,1.285,0.59,0.895,TRUE,ns in both,TRUE
BCS1L,FALSE,2,1,Wald ratio,0.968,0.859,1.09,0.59,0.893,1,Wald ratio,0.968,0.859,1.09,0.59,0.895,TRUE,ns in both,TRUE
COQ2,FALSE,4,1,Wald ratio,0.973,0.88,1.075,0.59,0.893,1,Wald ratio,0.973,0.88,1.075,0.59,0.895,TRUE,ns in both,TRUE
CSNK2A2,FALSE,16,1,Wald ratio,0.951,0.793,1.141,0.59,0.893,1,Wald ratio,0.951,0.793,1.141,0.59,0.895,TRUE,ns in both,TRUE
MFAP3,FALSE,5,1,Wald ratio,1.075,0.827,1.397,0.59,0.893,1,Wald ratio,1.075,0.827,1.397,0.59,0.895,TRUE,ns in both,TRUE
MRPL12,FALSE,17,1,Wald ratio,1.106,0.766,1.598,0.59,0.893,1,Wald ratio,1.106,0.766,1.598,0.59,0.895,TRUE,ns in both,TRUE
PDK2,FALSE,17,1,Wald ratio,1.045,0.889,1.229,0.59,0.893,1,Wald ratio,1.045,0.889,1.229,0.59,0.895,TRUE,ns in both,TRUE
RC3H1,FALSE,1,1,Wald ratio,1.132,0.721,1.775,0.59,0.893,1,Wald ratio,1.132,0.721,1.775,0.59,0.895,TRUE,ns in both,TRUE
SYNJ1,FALSE,21,1,Wald ratio,1.071,0.834,1.375,0.59,0.893,1,Wald ratio,1.071,0.834,1.375,0.59,0.895,TRUE,ns in both,TRUE
TATDN2,FALSE,3,1,Wald ratio,1.222,0.589,2.538,0.59,0.893,1,Wald ratio,1.222,0.589,2.538,0.59,0.895,TRUE,ns in both,TRUE
ZC3HAV1,FALSE,7,1,Wald ratio,1.061,0.855,1.317,0.59,0.893,1,Wald ratio,1.061,0.855,1.317,0.59,0.895,TRUE,ns in both,TRUE
ZKSCAN4,TRUE,6,1,Wald ratio,1.023,0.941,1.114,0.59,0.893,,,,,,,,FALSE,ns in both,
SEC13,FALSE,3,2,Inverse variance weighted,0.972,0.876,1.079,0.592,0.893,2,Inverse variance weighted,0.972,0.876,1.079,0.592,0.895,TRUE,ns in both,TRUE
NFATC3,FALSE,16,2,Inverse variance weighted,0.972,0.876,1.079,0.594,0.893,2,Inverse variance weighted,0.972,0.876,1.079,0.594,0.895,TRUE,ns in both,TRUE
BCAT1,FALSE,12,3,Inverse variance weighted,1.01,0.974,1.047,0.595,0.893,3,Inverse variance weighted,1.01,0.974,1.047,0.595,0.895,TRUE,ns in both,TRUE
EML3,FALSE,11,3,Inverse variance weighted,0.983,0.924,1.047,0.596,0.893,3,Inverse variance weighted,0.983,0.924,1.047,0.596,0.895,TRUE,ns in both,TRUE
BYSL,FALSE,6,3,Inverse variance weighted,1.034,0.914,1.169,0.598,0.893,3,Inverse variance weighted,1.034,0.914,1.169,0.598,0.895,TRUE,ns in both,TRUE
CPD,FALSE,17,3,Inverse variance weighted,0.975,0.886,1.072,0.598,0.893,3,Inverse variance weighted,0.975,0.886,1.072,0.598,0.895,TRUE,ns in both,TRUE
AP3D1,FALSE,19,1,Wald ratio,0.942,0.754,1.177,0.6,0.893,1,Wald ratio,0.942,0.754,1.177,0.6,0.895,TRUE,ns in both,TRUE
RASGRP2,FALSE,11,1,Wald ratio,0.869,0.513,1.47,0.6,0.893,1,Wald ratio,0.869,0.513,1.47,0.6,0.895,TRUE,ns in both,TRUE
RB1,FALSE,13,1,Wald ratio,1.042,0.893,1.217,0.6,0.893,1,Wald ratio,1.042,0.893,1.217,0.6,0.895,TRUE,ns in both,TRUE
VPS4A,FALSE,16,1,Wald ratio,1.073,0.826,1.393,0.6,0.893,1,Wald ratio,1.073,0.826,1.393,0.6,0.895,TRUE,ns in both,TRUE
SLC7A1,FALSE,13,2,Inverse variance weighted,1.03,0.922,1.151,0.603,0.893,2,Inverse variance weighted,1.03,0.922,1.151,0.603,0.895,TRUE,ns in both,TRUE
TUBGCP6,FALSE,22,2,Inverse variance weighted,0.889,0.569,1.388,0.604,0.893,2,Inverse variance weighted,0.889,0.569,1.388,0.604,0.895,TRUE,ns in both,TRUE
SURF2,FALSE,9,2,Inverse variance weighted,0.841,0.436,1.621,0.605,0.893,2,Inverse variance weighted,0.841,0.436,1.621,0.605,0.895,TRUE,ns in both,TRUE
ZNF142,FALSE,2,2,Inverse variance weighted,0.973,0.875,1.081,0.606,0.893,2,Inverse variance weighted,0.973,0.875,1.081,0.606,0.895,TRUE,ns in both,TRUE
ABHD15,FALSE,17,5,Inverse variance weighted,0.976,0.888,1.072,0.607,0.893,5,Inverse variance weighted,0.976,0.888,1.072,0.607,0.895,TRUE,ns in both,TRUE
CAD,FALSE,2,2,Inverse variance weighted,1.107,0.751,1.633,0.607,0.893,2,Inverse variance weighted,1.107,0.751,1.633,0.607,0.895,TRUE,ns in both,TRUE
TBC1D9B,FALSE,5,4,Inverse variance weighted,0.982,0.915,1.053,0.607,0.893,4,Inverse variance weighted,0.982,0.915,1.053,0.607,0.895,TRUE,ns in both,TRUE
MEF2A,FALSE,15,2,Inverse variance weighted,0.927,0.695,1.237,0.608,0.893,2,Inverse variance weighted,0.927,0.695,1.237,0.608,0.895,TRUE,ns in both,TRUE
TCF25,FALSE,16,2,Inverse variance weighted,0.933,0.716,1.216,0.608,0.893,2,Inverse variance weighted,0.933,0.716,1.216,0.608,0.895,TRUE,ns in both,TRUE
GMFB,FALSE,14,1,Wald ratio,1.063,0.842,1.342,0.61,0.893,1,Wald ratio,1.063,0.842,1.342,0.61,0.895,TRUE,ns in both,TRUE
HMOX2,FALSE,16,1,Wald ratio,0.944,0.756,1.179,0.61,0.893,1,Wald ratio,0.944,0.756,1.179,0.61,0.895,TRUE,ns in both,TRUE
PITPNM2,FALSE,12,1,Wald ratio,1.108,0.747,1.644,0.61,0.893,1,Wald ratio,1.108,0.747,1.644,0.61,0.895,TRUE,ns in both,TRUE
RFTN1,FALSE,3,1,Wald ratio,0.963,0.834,1.112,0.61,0.893,1,Wald ratio,0.963,0.834,1.112,0.61,0.895,TRUE,ns in both,TRUE
S1PR2,FALSE,19,1,Wald ratio,0.915,0.65,1.287,0.61,0.893,1,Wald ratio,0.915,0.65,1.287,0.61,0.895,TRUE,ns in both,TRUE
SLC22A17,FALSE,14,1,Wald ratio,0.955,0.799,1.14,0.61,0.893,1,Wald ratio,0.955,0.799,1.14,0.61,0.895,TRUE,ns in both,TRUE
THADA,FALSE,2,2,Inverse variance weighted,0.869,0.506,1.491,0.61,0.893,2,Inverse variance weighted,0.869,0.506,1.491,0.61,0.895,TRUE,ns in both,TRUE
VPS11,FALSE,11,1,Wald ratio,1.152,0.669,1.986,0.61,0.893,1,Wald ratio,1.152,0.669,1.986,0.61,0.895,TRUE,ns in both,TRUE
YIF1A,FALSE,11,1,Wald ratio,0.964,0.837,1.11,0.61,0.893,1,Wald ratio,0.964,0.837,1.11,0.61,0.895,TRUE,ns in both,TRUE
YWHAH,FALSE,22,1,Wald ratio,1.017,0.953,1.085,0.61,0.893,1,Wald ratio,1.017,0.953,1.085,0.61,0.895,TRUE,ns in both,TRUE
BCR,FALSE,22,2,Inverse variance weighted,0.974,0.878,1.08,0.611,0.893,2,Inverse variance weighted,0.974,0.878,1.08,0.611,0.895,TRUE,ns in both,TRUE
FPGT,FALSE,1,2,Inverse variance weighted,0.977,0.895,1.068,0.613,0.893,2,Inverse variance weighted,0.977,0.895,1.068,0.613,0.895,TRUE,ns in both,TRUE
ACSL3,FALSE,2,2,Inverse variance weighted,1.037,0.899,1.197,0.615,0.893,2,Inverse variance weighted,1.037,0.899,1.197,0.615,0.895,TRUE,ns in both,TRUE
IKZF1,FALSE,7,3,Inverse variance weighted,0.978,0.894,1.069,0.619,0.893,3,Inverse variance weighted,0.978,0.894,1.069,0.619,0.895,TRUE,ns in both,TRUE
AGFG2,FALSE,7,1,Wald ratio,1.176,0.619,2.237,0.62,0.893,1,Wald ratio,1.176,0.619,2.237,0.62,0.895,TRUE,ns in both,TRUE
CCDC137,FALSE,17,1,Wald ratio,0.965,0.839,1.11,0.62,0.893,1,Wald ratio,0.965,0.839,1.11,0.62,0.895,TRUE,ns in both,TRUE
CHUK,FALSE,10,1,Wald ratio,1.135,0.689,1.869,0.62,0.893,1,Wald ratio,1.135,0.689,1.869,0.62,0.895,TRUE,ns in both,TRUE
GALNT7,FALSE,4,1,Wald ratio,0.921,0.665,1.275,0.62,0.893,1,Wald ratio,0.921,0.665,1.275,0.62,0.895,TRUE,ns in both,TRUE
IDH3B,FALSE,20,1,Wald ratio,0.961,0.821,1.125,0.62,0.893,1,Wald ratio,0.961,0.821,1.125,0.62,0.895,TRUE,ns in both,TRUE
KLC2,FALSE,11,1,Wald ratio,0.931,0.703,1.234,0.62,0.893,1,Wald ratio,0.931,0.703,1.234,0.62,0.895,TRUE,ns in both,TRUE
