ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
BP,GO:0002097,tRNA wobble base modification,8/2342,14/13904,0.571428571428571,3.39246065633768,4.03077841101049,0.000734509188415109,0.043852141137427,0.0410928114493304,CTU2/DPH3/ELP3/ELP4/GTPBP3/NSUN3/TRMU/URM1,8
BP,GO:0006403,RNA localization,45/2342,168/13904,0.267857142857143,1.59021593265829,3.46391042583197,0.000740023954476412,0.043852141137427,0.0410928114493304,AAAS/AGFG1/AHCTF1/ALKBH5/BICD1/CCT5/CCT7/CKAP5/DCP2/DDX19A/DHX9/EIF4A3/EXOSC10/FMR1/HHEX/HNRNPU/HSF1/KHSRP/MCM3AP/NOL6/NUP188/NUP210/NUP50/NUP62/NUP85/NUP93/NXF1/PARN/PIH1D1/POM121/POM121C/PRPF6/QKI/RBM15B/RFTN1/RUVBL1/RUVBL2/SEC13/SLBP/SMG6/THOC6/TPR/UPF2/WRAP53/XPO5,45
CC,GO:0031965,nuclear membrane,61/2418,266/14434,0.229323308270677,1.36892168386226,2.7242516379033,0.00536492983079968,0.0439791778722344,0.0349295626410739,AAAS/ABL1/AHCTF1/ANKRD17/APEH/ATP11B/C9orf72/CDK4/CUEDC2/DCTN5/DHX37/DMPK/EBP/EI24/EMD/ENO1/GNAQ/IFFO1/INTS1/INTS5/KPNA4/LBR/LMNB2/MCM3AP/MTDH/NOC4L/NR4A1/NUP210/NUP50/NUP62/NUP85/NUP93/OSBPL7/PAFAH1B1/POM121/POM121C/POMZP3/PSEN2/PTGDS/PTGS2/RANGAP1/RB1CC1/REPIN1/RETSAT/RNF13/SCRN1/SIGMAR1/SPAST/SUN2/SURF4/SYNE2/TAF3/TM7SF2/TMC6/TMC8/TMEM109/TMEM201/TMX4/TOR1AIP1/TPR/ZMPSTE24,61
BP,GO:0050821,protein stabilization,49/2342,187/13904,0.262032085561497,1.55563369668961,3.44279397333437,0.000755948081933586,0.0443386691321862,0.0415487254055226,AAK1/BAG4/BAG5/CALR/CCT5/CCT7/CD74/CDC37/COG7/CREB1/CSNK2A1/DVL1/FLNA/GNAQ/GOLGA7/HCFC1/HSP90AB1/LAMP1/LAMP2/MDM4/MFSD1/MORC3/PDRG1/PFN1/PIH1D1/PPIB/PTEN/RAB21/RASSF1/RTN4/RUVBL1/RUVBL2/SEL1L/SOX4/SPAG1/STK3/STUB1/TBRG1/TELO2/TMC6/TMC8/TP53/TRIM44/TSC1/USP36/USP7/WDR81/WFS1/ZNF207,49
CC,GO:0032806,carboxy-terminal domain protein kinase complex,8/2418,18/14434,0.444444444444444,2.65306497564562,3.14796782135574,0.00548358088599647,0.0444036305890446,0.0352666755312482,CCNT2/CDK13/CDK9/ERCC2/ERCC3/GTF2H3/MMS19/RB1,8
BP,GO:0032729,positive regulation of type II interferon production,23/2342,70/13904,0.328571428571429,1.95066487739417,3.58867234241439,0.000780795938423305,0.0450065609842395,0.0421745911724634,ABL1/APP/BTN3A1/BTN3A2/CCR2/CD3E/CLEC7A/HLA-A/HLA-DPA1/HLA-DPB1/HRAS/IL18/IL18R1/IL27RA/JAK2/LTA/PDE4B/RIPK2/SASH3/SCRIB/SLAMF6/TLR4/ZFPM1,23
BP,GO:0042176,regulation of protein catabolic process,78/2342,329/13904,0.237082066869301,1.40751027231032,3.36664880368384,0.000782995145863596,0.0450065609842395,0.0421745911724634,ADAM9/ALAD/ANXA2/APC/APP/ASB9/ATP13A2/AZIN1/BAG5/BCAP31/BTRC/CBLB/CD81/CDK5RAP3/CSNK1E/CSNK2A1/CSNK2A2/CSNK2B/CUL4B/DDB1/DET1/DVL1/EZR/FAF1/FBXL5/FBXW8/FLNA/FMN2/FMR1/FYN/GABARAPL2/GGA1/GIPC1/HMGCR/HSP90AB1/HSPBP1/IRAK3/LPCAT1/LRRK2/MDM4/MTM1/MYCBP2/NFE2L2/OSBPL7/PPP2R3A/PSMC3/PSMC4/PSMC5/PSMD1/PSMD2/PSMD3/RGP1/RHBDD1/RNFT1/ROCK1/RYBP/SF3B3/SGSM3/SMAD4/SMARCC1/SNRNP70/SNX9/STUB1/TSPAN17/UBE2K/UBQLN4/UBR3/UBXN1/USP25/USP38/USP5/USP7/USP8/VGLL4/VIP/VPS11/VPS35/WFS1,78
CC,GO:0036464,cytoplasmic ribonucleoprotein granule,52/2418,221/14434,0.235294117647059,1.40456381063592,2.71873441279769,0.00568322639081892,0.0454658111265514,0.0361102907013352,ANKRD34A/APOBEC3C/APOBEC3D/APOBEC3F/ATXN2L/BTBD2/C9orf72/CDK9/CELF1/CIRBP/CNOT1/DCP1B/DCP2/DCPS/DDX19A/DHX9/DIS3L2/EDC3/EDC4/EIF3B/ELAVL1/FMR1/HNRNPU/LARP1/LIMD1/LSM2/LSM4/NCL/NFKBIZ/NUFIP2/NXF1/OGFOD1/PABPC1/PAN2/PAN3/POLR2G/PQBP1/PSMC3/QKI/RBM4/RC3H1/ROCK1/RPTOR/TNRC6A/TNRC6B/TUBB/UBAP2/UPF2/YTHDF1/YTHDF2/YTHDF3/ZC3H12C,52
CC,GO:1905369,endopeptidase complex,25/2418,90/14434,0.277777777777778,1.65816560977851,2.80962136456646,0.00583030537550539,0.0460871758254236,0.0366037969063684,ADRM1/CAPNS1/CASP2/CRADD/GPAA1/HSPB1/PAAF1/PIGU/PMPCA/PSMA5/PSMB2/PSMB5/PSMB6/PSMB7/PSMC3/PSMC4/PSMC5/PSMD1/PSMD11/PSMD2/PSMD3/PSMD7/PSMD8/UBE3C/UBQLN4,25
BP,GO:0045815,transcription initiation-coupled chromatin remodeling,17/2342,46/13904,0.369565217391304,2.19403705491405,3.65071278010006,0.00084022308974417,0.0473228298838392,0.0443451123531489,APOBEC3C/APOBEC3F/ARID1B/BRD7/MEN1/NOC2L/OGG1/RBM14/SMARCA4/SMARCB1/SMARCD1/SPHK2/TET2/TP53/VPS72/WDR5/ZMPSTE24,17
BP,GO:0000380,"alternative mRNA splicing, via spliceosome",20/2342,58/13904,0.344827586206897,2.04717453399688,3.59668272951566,0.000850306802844772,0.0473228298838392,0.0443451123531489,CDK13/CELF1/DHX9/FMR1/HNRNPL/HNRNPM/HNRNPU/HNRNPUL1/PQBP1/PTBP1/PUF60/RBM15B/RBM4/RBM7/RNPS1/SAP18/SFPQ/SLU7/THRAP3/ZBTB7A,20
BP,GO:0016126,sterol biosynthetic process,20/2342,58/13904,0.344827586206897,2.04717453399688,3.59668272951566,0.000850306802844772,0.0473228298838392,0.0443451123531489,ACLY/C7orf50/DHCR24/EBP/FDFT1/FDPS/HMGCR/HSD17B7/IDI1/LBR/LIPA/LSS/MAPK1/MBTPS1/MVD/NSDHL/PMVK/QKI/SREBF2/TM7SF2,20
BP,GO:0141137,"positive regulation of gene expression, epigenetic",18/2342,50/13904,0.36,2.13725021349274,3.62563985139582,0.000856223783562852,0.0473228298838392,0.0443451123531489,APOBEC3C/APOBEC3F/APP/ARID1B/BRD7/MEN1/NOC2L/OGG1/RBM14/SMARCA4/SMARCB1/SMARCD1/SPHK2/TET2/TP53/VPS72/WDR5/ZMPSTE24,18
BP,GO:0034976,response to endoplasmic reticulum stress,61/2342,246/13904,0.247967479674797,1.47213485798393,3.3625696548488,0.000874065863585039,0.0478488627036838,0.044838045353029,ABL1/AIFM1/ANKZF1/APP/ATP2A2/AUP1/BBS1/BCAP31/CALR/CCDC47/CDK5RAP3/CREB3/CREB3L2/EDEM1/EDEM3/EIF2B5/FAF1/FAF2/FAM8A1/FCGR2B/FOXRED2/GORASP2/HYOU1/JKAMP/LRRK2/MAN1A1/MAN1B1/MBTPS1/NFE2L2/NOD1/P4HB/PARP6/PARP8/PDIA3/PDIA4/PDIA6/PMAIP1/PPP1R15B/PTPN1/QRICH1/RHBDD1/RNF103/RNF121/RNF139/RNF5/RNFT1/SEL1L/STUB1/TBL2/TMBIM4/TMEM129/TMEM33/TP53/TRAF2/TXNDC12/UBAC2/UBE2G2/UBXN1/USP25/WFS1/YOD1,61
CC,GO:0035267,NuA4 histone acetyltransferase complex,9/2418,22/14434,0.409090909090909,2.44202571621926,3.03632820144878,0.00630690706598735,0.0486951894397163,0.0386751583850632,DMAP1/EP400/ING3/MSL3/RUVBL1/RUVBL2/TRRAP/VPS72/YEATS2,9
CC,GO:0043189,H4/H2A histone acetyltransferase complex,9/2418,22/14434,0.409090909090909,2.44202571621926,3.03632820144878,0.00630690706598735,0.0486951894397163,0.0386751583850632,DMAP1/EP400/ING3/MSL3/RUVBL1/RUVBL2/TRRAP/VPS72/YEATS2,9
