gene,module,GS_RA,kME_own,is_disease_module
MYO1D,grey,-0.248,-0.127,FALSE
MYO1E,grey,-0.209,-0.258,FALSE
MYO1F,blue,-0.219,0.898,FALSE
MYO1G,brown,-0.475,0.649,TRUE
MYO1H,grey,0.091,-0.128,FALSE
MYO3A,grey,0,0.167,FALSE
MYO3B,grey,0.125,0.019,FALSE
MYO5A,yellow,0.393,0.84,TRUE
MYO5B,grey,-0.107,0.003,FALSE
MYO5C,red,0.341,0.324,FALSE
MYO6,turquoise,0.156,0.486,FALSE
MYO7A,blue,0.015,0.246,FALSE
MYO7B,blue,0.042,0.524,FALSE
MYO9A,brown,-0.411,0.652,TRUE
MYO9B,blue,-0.215,0.846,FALSE
MYOC,grey,0.032,-0.062,FALSE
MYOCD,grey,0.122,0.158,FALSE
MYOD1,blue,-0.147,0.284,FALSE
MYOF,pink,-0.092,0.517,FALSE
MYOG,grey,-0.023,0.215,FALSE
MYOM1,grey,-0.167,-0.05,FALSE
MYOM2,grey,-0.011,-0.12,FALSE
MYOM3,grey,0.032,-0.067,FALSE
MYOT,turquoise,0.11,0.318,FALSE
MYOZ1,grey,-0.05,-0.015,FALSE
MYOZ2,grey,0.002,0.215,FALSE
MYOZ3,blue,-0.121,0.422,FALSE
MYPN,grey,-0.051,0.171,FALSE
MYPOP,blue,-0.26,0.675,FALSE
MYRIP,blue,-0.106,0.308,FALSE
MYSM1,turquoise,0.408,0.829,FALSE
MYT1,grey,-0.109,0.211,FALSE
MYT1L,grey,0.076,0.017,FALSE
MZF1,brown,-0.493,0.685,TRUE
N4BP1,blue,-0.117,0.727,FALSE
N4BP2,turquoise,0.142,0.519,FALSE
N4BP2L1,turquoise,0.338,0.821,FALSE
N4BP2L2,turquoise,0.317,0.612,FALSE
N4BP3,grey,-0.296,0.025,FALSE
N6AMT1,turquoise,-0.033,0.314,FALSE
NAA10,blue,-0.347,0.562,FALSE
NAA11,grey,-0.025,0.294,FALSE
NAA15,turquoise,0.061,0.613,FALSE
NAA16,turquoise,0.164,0.789,FALSE
NAA20,turquoise,0.408,0.847,FALSE
NAA25,turquoise,0.194,0.856,FALSE
NAA30,turquoise,0.367,0.814,FALSE
NAA35,brown,-0.251,0.405,TRUE
NAA38,turquoise,0.428,0.762,FALSE
NAA40,green,-0.253,0.434,FALSE
NAA50,turquoise,0.242,0.677,FALSE
NAAA,grey,-0.101,-0.171,FALSE
NAALAD2,turquoise,0.166,0.569,FALSE
NAALADL1,brown,-0.136,0.423,TRUE
NAALADL2,grey,-0.064,0.293,FALSE
NAB1,yellow,0.518,0.886,TRUE
NAB2,grey,-0.111,0.039,FALSE
NACA,green,-0.205,0.748,FALSE
NACA2,brown,-0.215,0.337,TRUE
NACAD,grey,0.06,-0.062,FALSE
NACAP1,grey,-0.056,0.193,FALSE
NACC1,blue,-0.36,0.588,FALSE
NACC2,blue,-0.015,0.271,FALSE
NADK,blue,-0.048,0.756,FALSE
NADSYN1,blue,-0.137,0.623,FALSE
NAE1,turquoise,0.236,0.868,FALSE
NAF1,grey,-0.027,-0.302,FALSE
NAGA,blue,-0.204,0.647,FALSE
NAGK,blue,-0.176,0.639,FALSE
NAGLU,brown,-0.149,0.43,TRUE
NAGPA,brown,-0.35,0.575,TRUE
NAGS,grey,-0.022,-0.084,FALSE
NAIF1,blue,0.059,0.524,FALSE
NAIP,blue,-0.111,0.369,FALSE
NALCN,grey,0.022,0.097,FALSE
NAMPT,red,0.315,0.73,FALSE
NANOG,grey,-0.016,0.098,FALSE
NANOS1,grey,0.049,0.133,FALSE
NANOS2,grey,-0.096,-0.118,FALSE
NANOS3,grey,-0.092,-0.052,FALSE
NANP,turquoise,0.35,0.541,FALSE
NANS,blue,-0.013,0.549,FALSE
NAP1L1,turquoise,-0.021,0.616,FALSE
NAP1L2,turquoise,0.411,0.809,FALSE
NAP1L3,turquoise,0.424,0.747,FALSE
NAP1L4,green,-0.156,0.494,FALSE
NAP1L5,turquoise,0.197,0.344,FALSE
NAPA,blue,-0.272,0.638,FALSE
NAPB,turquoise,0.325,0.562,FALSE
NAPEPLD,turquoise,0.014,0.524,FALSE
NAPG,turquoise,0.433,0.797,FALSE
NAPSA,grey,-0.054,-0.154,FALSE
NAPSB,grey,-0.292,-0.218,FALSE
NARF,blue,-0.051,0.644,FALSE
NARFL,blue,-0.232,0.339,FALSE
NARS,turquoise,0.058,0.637,FALSE
NARS2,turquoise,0.18,0.623,FALSE
NASP,grey,-0.084,-0.253,FALSE
NAT1,yellow,0.536,0.849,TRUE
NAT10,brown,-0.597,0.819,TRUE
NAT14,brown,-0.268,0.395,TRUE
NAT2,grey,0.067,0.253,FALSE
NAT6,brown,-0.366,0.498,TRUE
NAT8B,magenta,-0.021,0.74,FALSE
NAT8L,grey,-0.183,-0.09,FALSE
NAT9,brown,-0.336,0.468,TRUE
NAV1,grey,-0.156,-0.192,FALSE
NAV2,grey,-0.164,0.047,FALSE
NAV3,grey,0.175,-0.142,FALSE
NBAS,brown,-0.538,0.763,TRUE
NBEA,turquoise,0.046,0.467,FALSE
NBEAL1,brown,-0.131,0.329,TRUE
NBEAL2,blue,-0.108,0.769,FALSE
NBL1,grey,-0.22,-0.092,FALSE
NBN,yellow,0.348,0.56,TRUE
NBPF3,grey,-0.194,-0.152,FALSE
NBPF4,grey,0.097,0.025,FALSE
NBPF8,grey,0.059,-0.02,FALSE
NBR1,blue,-0.118,0.538,FALSE
NBR2,blue,-0.209,0.347,FALSE
NCALD,greenyellow,-0.347,0.844,FALSE
NCAM1,greenyellow,-0.045,0.545,FALSE
NCAM2,grey,0.021,-0.189,FALSE
NCAN,grey,-0.141,0.106,FALSE
NCAPD2,brown,-0.426,0.654,TRUE
NCAPD3,grey,-0.064,0.055,FALSE
NCAPG,turquoise,0.197,0.322,FALSE
NCAPG2,grey,-0.183,-0.009,FALSE
NCAPH,turquoise,0.098,0.324,FALSE
NCAPH2,brown,-0.383,0.521,TRUE
NCBP1,turquoise,0.155,0.642,FALSE
NCBP2,turquoise,0.19,0.728,FALSE
NCDN,brown,-0.297,0.48,TRUE
NCEH1,turquoise,0.289,0.473,FALSE
NCF2,blue,-0.046,0.733,FALSE
NCF4,blue,0.06,0.7,FALSE
NCK1,turquoise,0.445,0.868,FALSE
NCK2,magenta,-0.031,0.583,FALSE
NCKAP1,turquoise,0.29,0.559,FALSE
NCKAP1L,brown,-0.463,0.68,TRUE
NCKAP5,grey,-0.011,0.354,FALSE
NCKAP5L,blue,-0.13,0.602,FALSE
NCKIPSD,brown,-0.371,0.633,TRUE
NCL,brown,-0.406,0.65,TRUE
NCLN,blue,-0.114,0.619,FALSE
NCOA1,blue,-0.289,0.795,FALSE
NCOA2,blue,0.038,0.392,FALSE
NCOA3,brown,-0.226,0.449,TRUE
NCOA4,red,0.093,0.396,FALSE
NCOA5,brown,-0.426,0.806,TRUE
NCOA6,blue,-0.13,0.42,FALSE
NCOA7,turquoise,0.286,0.68,FALSE
NCOR1,brown,-0.401,0.676,TRUE
NCOR2,blue,-0.517,0.731,FALSE
NCR1,greenyellow,-0.063,0.542,FALSE
NCR2,blue,-0.073,0.421,FALSE
NCR3,brown,-0.428,0.517,TRUE
NCS1,blue,-0.073,0.376,FALSE
NCSTN,blue,-0.195,0.802,FALSE
NDC80,turquoise,0.345,0.595,FALSE
NDE1,blue,-0.187,0.665,FALSE
NDEL1,blue,-0.065,0.678,FALSE
NDFIP1,grey,-0.063,-0.428,FALSE
NDFIP2,turquoise,0.366,0.734,FALSE
NDN,grey,0.004,-0.037,FALSE
NDOR1,blue,-0.201,0.567,FALSE
NDP,grey,-0.046,0.103,FALSE
NDRG1,blue,-0.295,0.695,FALSE
NDRG2,brown,-0.367,0.531,TRUE
NDRG3,brown,-0.476,0.771,TRUE
NDRG4,grey,-0.037,0.169,FALSE
NDST1,blue,0.064,0.538,FALSE
NDST2,blue,-0.229,0.641,FALSE
NDST3,grey,0.066,0.406,FALSE
NDST4,grey,0.021,0.059,FALSE
NDUFA1,turquoise,0.273,0.519,FALSE
NDUFA10,brown,-0.232,0.473,TRUE
NDUFA11,brown,-0.348,0.707,TRUE
NDUFA12,green,-0.097,0.637,FALSE
NDUFA13,grey,-0.07,-0.207,FALSE
NDUFA2,grey,0.05,-0.257,FALSE
NDUFA3,brown,-0.319,0.661,TRUE
NDUFA4,turquoise,0.442,0.77,FALSE
NDUFA4L2,blue,-0.091,0.356,FALSE
NDUFA5,turquoise,0.388,0.812,FALSE
NDUFA6,turquoise,0.363,0.714,FALSE
NDUFA7,grey,-0.036,-0.196,FALSE
NDUFA8,grey,0.042,-0.361,FALSE
NDUFA9,brown,-0.222,0.564,TRUE
NDUFAB1,turquoise,0.223,0.667,FALSE
NDUFAF1,blue,0.092,0.299,FALSE
NDUFAF2,turquoise,0.268,0.675,FALSE
NDUFAF3,brown,-0.315,0.599,TRUE
NDUFAF4,turquoise,0.148,0.703,FALSE
NDUFB1,turquoise,0.337,0.614,FALSE
NDUFB10,brown,-0.285,0.544,TRUE
NDUFB11,green,-0.266,0.657,FALSE
NDUFB2,turquoise,0.305,0.721,FALSE
NDUFB3,yellow,0.523,0.787,TRUE
NDUFB4,green,-0.155,0.7,FALSE
NDUFB5,turquoise,0.308,0.768,FALSE
NDUFB6,red,0.176,0.556,FALSE
NDUFB7,grey,-0.028,-0.399,FALSE
NDUFB8,green,-0.243,0.712,FALSE
NDUFB9,brown,-0.34,0.66,TRUE
NDUFC1,grey,0.03,-0.213,FALSE
NDUFS1,grey,-0.081,0.035,FALSE
NDUFS2,blue,-0.365,0.721,FALSE
NDUFS3,turquoise,0.132,0.388,FALSE
NDUFS4,turquoise,0.396,0.809,FALSE
NDUFS6,green,-0.256,0.614,FALSE
NDUFS7,brown,-0.14,0.536,TRUE
NDUFV1,brown,-0.515,0.847,TRUE
NDUFV2,turquoise,0.137,0.466,FALSE
NDUFV3,grey,-0.089,-0.002,FALSE
NEB,grey,0.013,0.018,FALSE
NEBL,grey,-0.014,0.133,FALSE
NECAB1,yellow,0.221,0.508,TRUE
NECAB2,blue,0.031,0.599,FALSE
NECAB3,brown,-0.127,0.276,TRUE
NECAP1,yellow,0.406,0.726,TRUE
NECAP2,green,-0.285,0.686,FALSE
NEDD1,turquoise,0.411,0.787,FALSE
NEDD4,turquoise,0.263,0.603,FALSE
NEDD4L,black,-0.071,0.853,FALSE
NEDD8,brown,-0.052,0.363,TRUE
NEDD9,red,0.118,0.743,FALSE
NEFH,grey,-0.238,-0.186,FALSE
NEFL,turquoise,0.286,0.407,FALSE
NEFM,grey,0.032,0.088,FALSE
NEGR1,grey,0.132,0.121,FALSE
NEIL2,brown,-0.321,0.599,TRUE
NEIL3,grey,0.131,0.176,FALSE
NEK1,brown,-0.15,0.407,TRUE
NEK10,grey,0.096,0.245,FALSE
NEK11,grey,0.091,-0.001,FALSE
NEK2,grey,0.194,0.065,FALSE
NEK3,grey,0.199,-0.072,FALSE
NEK4,turquoise,0.456,0.77,FALSE
NEK5,grey,0.118,0.172,FALSE
NEK6,blue,-0.037,0.464,FALSE
NEK7,yellow,0.465,0.912,TRUE
NEK8,brown,-0.291,0.452,TRUE
NEK9,brown,-0.372,0.575,TRUE
NELL1,grey,0.014,-0.118,FALSE
NELL2,green,-0.32,0.697,FALSE
NENF,grey,0.12,-0.118,FALSE
NEO1,blue,-0.271,0.295,FALSE
NES,grey,-0.156,-0.127,FALSE
NET1,turquoise,0.188,0.402,FALSE
NETO1,grey,0.137,0.138,FALSE
NETO2,yellow,0.132,0.314,TRUE
NEU1,blue,0.013,0.677,FALSE
NEU2,blue,-0.182,0.501,FALSE
NEU3,grey,-0.184,-0.098,FALSE
NEU4,blue,0.005,0.369,FALSE
NEURL1B,grey,-0.104,0.059,FALSE
NEURL2,grey,-0.023,-0.166,FALSE
NEURL3,grey,-0.208,0.069,FALSE
NEURL4,brown,-0.349,0.605,TRUE
NEUROD1,grey,0.149,0.409,FALSE
NEUROD2,grey,-0.044,0.211,FALSE
NEUROD4,grey,0.049,0.279,FALSE
NEUROD6,grey,-0.004,-0.045,FALSE
NEUROG1,grey,-0.197,-0.163,FALSE
NEUROG2,grey,0.129,0.237,FALSE
NEUROG3,grey,-0.034,-0.028,FALSE
NEXN,magenta,-0.056,0.656,FALSE
NF1,grey,-0.132,0.151,FALSE
NF2,brown,-0.398,0.834,TRUE
NFAM1,blue,0.019,0.778,FALSE
NFASC,grey,-0.006,0.157,FALSE
NFAT5,blue,-0.186,0.307,FALSE
NFATC1,brown,-0.391,0.643,TRUE
NFATC2,brown,-0.482,0.785,TRUE
NFATC2IP,brown,-0.494,0.819,TRUE
NFATC3,brown,-0.555,0.874,TRUE
NFATC4,grey,-0.009,-0.025,FALSE
NFE2,blue,-0.193,0.743,FALSE
NFE2L1,blue,-0.222,0.677,FALSE
NFE2L2,yellow,0.291,0.68,TRUE
NFE2L3,turquoise,0.3,0.457,FALSE
NFE4,blue,0.078,0.486,FALSE
NFIA,black,-0.199,0.761,FALSE
NFIB,magenta,0.102,0.336,FALSE
NFIC,blue,-0.378,0.815,FALSE
NFIL3,red,0.29,0.918,FALSE
NFIX,black,-0.275,0.846,FALSE
NFKB1,blue,-0.468,0.762,FALSE
NFKB2,blue,-0.337,0.58,FALSE
NFKBIA,blue,-0.11,0.58,FALSE
NFKBIB,blue,-0.229,0.718,FALSE
NFKBID,blue,-0.16,0.619,FALSE
NFKBIE,blue,-0.18,0.387,FALSE
NFKBIL1,grey,-0.015,0.056,FALSE
NFKBIZ,yellow,0.431,0.773,TRUE
NFRKB,brown,-0.362,0.582,TRUE
NFS1,brown,-0.282,0.469,TRUE
NFU1,turquoise,0.376,0.799,FALSE
NFX1,brown,-0.383,0.508,TRUE
NFXL1,yellow,0.125,0.523,TRUE
NFYA,yellow,0.258,0.658,TRUE
NFYB,turquoise,0.487,0.887,FALSE
NFYC,blue,-0.319,0.799,FALSE
NGB,blue,-0.259,0.395,FALSE
NGDN,turquoise,0.151,0.682,FALSE
NGEF,grey,-0.101,-0.038,FALSE
NGF,blue,0.002,0.327,FALSE
NGFR,grey,0.104,0.191,FALSE
NGLY1,turquoise,0.206,0.756,FALSE
NGRN,turquoise,0.011,0.462,FALSE
NHLH1,blue,-0.116,0.508,FALSE
NHLH2,grey,-0.018,0.331,FALSE
NHLRC2,turquoise,0.171,0.538,FALSE
NHLRC3,turquoise,0.275,0.779,FALSE
NHLRC4,grey,-0.102,0.04,FALSE
NHP2,green,-0.373,0.755,FALSE
NHS,yellow,0.355,0.722,TRUE
NHSL1,red,0.361,0.527,FALSE
NHSL2,blue,-0.037,0.603,FALSE
NICN1,brown,-0.352,0.664,TRUE
NID1,grey,-0.027,-0.089,FALSE
NID2,turquoise,0.192,0.422,FALSE
NIF3L1,turquoise,0.302,0.802,FALSE
NIN,yellow,0.492,0.886,TRUE
NINJ1,blue,-0.019,0.737,FALSE
NINJ2,blue,-0.206,0.609,FALSE
NINL,grey,-0.041,-0.003,FALSE
NIP7,turquoise,0.034,0.456,FALSE
NIPA1,turquoise,0.182,0.704,FALSE
NIPA2,brown,-0.25,0.334,TRUE
NIPAL2,grey,0.15,0.034,FALSE
NIPAL3,green,-0.278,0.8,FALSE
NIPAL4,purple,-0.096,0.369,FALSE
NIPBL,blue,-0.118,0.413,FALSE
NIPSNAP1,brown,-0.35,0.504,TRUE
NIPSNAP3A,turquoise,0.42,0.655,FALSE
NIPSNAP3B,turquoise,0.299,0.604,FALSE
NISCH,brown,-0.525,0.852,TRUE
NIT1,blue,-0.138,0.661,FALSE
NIT2,green,-0.039,0.617,FALSE
NKAIN1,grey,0.047,0.031,FALSE
NKAIN2,grey,0.04,0.173,FALSE
NKAIN3,grey,-0.211,0.057,FALSE
NKAIN4,grey,0.07,0.025,FALSE
NKAP,yellow,0.482,0.636,TRUE
NKAPL,yellow,0.246,0.404,TRUE
NKD1,blue,-0.022,0.314,FALSE
NKD2,blue,-0.046,0.267,FALSE
NKG7,greenyellow,-0.222,0.912,FALSE
NKIRAS1,turquoise,0.354,0.631,FALSE
NKIRAS2,blue,-0.314,0.792,FALSE
NKPD1,grey,-0.119,0.039,FALSE
NKRF,turquoise,0.265,0.771,FALSE
NKTR,brown,-0.448,0.758,TRUE
NKX2-1,grey,0.038,0.244,FALSE
NKX2-2,grey,-0.197,-0.158,FALSE
NKX2-3,grey,-0.167,-0.135,FALSE
NKX2-5,grey,-0.035,-0.071,FALSE
NKX2-8,blue,-0.042,0.391,FALSE
NKX3-1,grey,0.028,0.068,FALSE
NKX3-2,grey,-0.164,-0.208,FALSE
NKX6-1,grey,-0.002,-0.044,FALSE
NKX6-2,grey,-0.01,-0.117,FALSE
NKX6-3,blue,-0.225,0.319,FALSE
NLE1,grey,-0.049,-0.203,FALSE
NLGN1,grey,0.086,0.148,FALSE
NLGN2,blue,-0.137,0.327,FALSE
NLGN3,blue,0.002,0.499,FALSE
NLGN4X,grey,0.129,0.079,FALSE
NLGN4Y,grey,0.211,0.092,FALSE
NLK,turquoise,0.223,0.656,FALSE
NLN,grey,-0.075,0.152,FALSE
NLRC3,green,-0.406,0.788,FALSE
NLRC4,red,0.173,0.764,FALSE
NLRC5,brown,-0.336,0.555,TRUE
NLRP1,blue,-0.318,0.642,FALSE
NLRP10,grey,-0.036,0.041,FALSE
NLRP11,grey,-0.047,0.031,FALSE
NLRP12,blue,0.03,0.786,FALSE
NLRP13,grey,-0.091,0.15,FALSE
NLRP14,grey,0.007,0.092,FALSE
NLRP2,grey,-0.043,-0.112,FALSE
NLRP3,blue,-0.135,0.545,FALSE
NLRP4,grey,-0.084,0.064,FALSE
NLRP5,grey,-0.225,0.076,FALSE
NLRP6,blue,0.036,0.462,FALSE
NLRP7,grey,-0.082,-0.24,FALSE
NLRP8,blue,-0.028,0.36,FALSE
NLRP9,blue,-0.048,0.382,FALSE
NLRX1,blue,-0.041,0.766,FALSE
NMB,grey,-0.137,0.052,FALSE
NMBR,grey,-0.018,0.422,FALSE
NMD3,turquoise,0.476,0.923,FALSE
NME3,turquoise,0.073,0.302,FALSE
NME4,black,-0.231,0.605,FALSE
NME5,grey,0.207,0.377,FALSE
NME6,blue,-0.113,0.646,FALSE
NME7,turquoise,0.067,0.376,FALSE
NMI,yellow,0.484,0.712,TRUE
NMNAT1,blue,0.068,0.308,FALSE
NMNAT2,blue,0.157,0.257,FALSE
NMNAT3,black,0.091,0.343,FALSE
NMRAL1,brown,-0.252,0.603,TRUE
NMT1,blue,-0.239,0.438,FALSE
NMT2,green,-0.418,0.702,FALSE
NMU,grey,0.05,0.333,FALSE
NMUR1,greenyellow,0.024,0.66,FALSE
NMUR2,grey,0.015,0.045,FALSE
NNAT,grey,-0.049,0.205,FALSE
NNMT,grey,0.006,0.292,FALSE
NNT,turquoise,-0.152,0.422,FALSE
NOB1,brown,-0.479,0.679,TRUE
NOBOX,grey,-0.073,0.068,FALSE
NOC2L,brown,-0.412,0.698,TRUE
NOC3L,turquoise,0.26,0.785,FALSE
NOC4L,brown,-0.488,0.711,TRUE
NOD1,brown,-0.349,0.62,TRUE
NOD2,red,0.157,0.461,FALSE
NODAL,blue,-0.02,0.43,FALSE
NOG,green,-0.126,0.384,FALSE
NOL10,brown,-0.262,0.532,TRUE
NOL11,turquoise,0.025,0.73,FALSE
NOL12,blue,0.018,0.344,FALSE
NOL3,blue,-0.056,0.318,FALSE
NOL4,grey,0.02,0.435,FALSE
NOL6,brown,-0.501,0.578,TRUE
NOL7,green,-0.146,0.619,FALSE
NOL8,turquoise,0.186,0.776,FALSE
NOL9,brown,-0.383,0.559,TRUE
NOLC1,green,-0.479,0.727,FALSE
NOM1,turquoise,-0.084,0.508,FALSE
NONO,brown,-0.47,0.747,TRUE
NOP10,red,0.059,0.434,FALSE
NOP14,brown,-0.448,0.675,TRUE
NOP16,turquoise,0.058,0.392,FALSE
NOP2,brown,-0.534,0.688,TRUE
NOP58,turquoise,0.024,0.63,FALSE
NOS1,grey,-0.133,0.038,FALSE
NOS1AP,grey,0.177,0.227,FALSE
NOS2,grey,-0.113,-0.179,FALSE
NOS3,grey,0.037,0.036,FALSE
NOSIP,green,-0.136,0.705,FALSE
NOSTRIN,grey,0.134,-0.011,FALSE
NOTCH1,blue,-0.035,0.648,FALSE
NOTCH2,blue,-0.183,0.679,FALSE
NOTCH2NL,blue,-0.396,0.588,FALSE
NOTCH3,grey,-0.177,-0.083,FALSE
NOTCH4,grey,-0.125,-0.181,FALSE
NOTUM,grey,-0.143,-0.26,FALSE
NOV,red,0.188,0.475,FALSE
NOVA1,grey,0.083,-0.117,FALSE
NOVA2,blue,-0.162,0.321,FALSE
NOX1,grey,-0.126,0.26,FALSE
NOX3,grey,0.12,-0.175,FALSE
NOX4,grey,0.188,0.179,FALSE
NOX5,grey,-0.112,-0.117,FALSE
NOXA1,brown,-0.225,0.315,TRUE
NOXO1,brown,-0.17,0.307,TRUE
NPAS1,grey,-0.094,-0.201,FALSE
NPAS2,grey,0.076,0.122,FALSE
NPAS3,grey,0.03,0.165,FALSE
NPAS4,grey,0.105,0.08,FALSE
NPAT,turquoise,0.22,0.827,FALSE
NPB,blue,-0.141,0.378,FALSE
NPBWR1,grey,0.155,-0.123,FALSE
NPBWR2,grey,-0.098,-0.058,FALSE
NPC1,greenyellow,-0.226,0.685,FALSE
NPC1L1,grey,0.045,0.106,FALSE
NPC2,pink,-0.117,0.558,FALSE
NPCDR1,brown,-0.091,0.371,TRUE
NPDC1,green,0.051,0.302,FALSE
NPEPL1,blue,-0.083,0.664,FALSE
NPEPPS,blue,-0.112,0.48,FALSE
NPFF,blue,-0.245,0.654,FALSE
NPFFR1,grey,-0.039,0.038,FALSE
NPFFR2,grey,-0.055,0.287,FALSE
NPHP1,grey,-0.014,0.022,FALSE
NPHP3,turquoise,0.24,0.577,FALSE
NPHP4,grey,0.118,0.046,FALSE
NPHS1,grey,-0.156,-0.09,FALSE
NPHS2,grey,0.037,0.111,FALSE
NPL,red,0.101,0.829,FALSE
NPLOC4,blue,-0.276,0.719,FALSE
NPM1,turquoise,-0.045,0.664,FALSE
NPM2,grey,0.108,0.248,FALSE
NPM3,grey,-0.078,-0.134,FALSE
NPNT,grey,-0.03,0.165,FALSE
NPPA,grey,-0.209,-0.093,FALSE
NPPB,grey,0.077,-0.038,FALSE
NPPC,grey,-0.121,-0.279,FALSE
NPR1,blue,-0.087,0.333,FALSE
NPR2,green,-0.218,0.393,FALSE
NPR3,grey,0.073,0.23,FALSE
NPRL2,brown,-0.463,0.637,TRUE
NPRL3,black,-0.287,0.895,FALSE
NPSA,grey,0.075,0.095,FALSE
NPTN,yellow,0.433,0.769,TRUE
NPTX1,grey,-0.149,-0.067,FALSE
NPTX2,grey,0.014,0.185,FALSE
NPTXR,grey,-0.079,-0.082,FALSE
NPVF,grey,-0.089,0.253,FALSE
NPW,grey,-0.101,-0.249,FALSE
NPY,grey,0.08,0.257,FALSE
NPY1R,red,0.163,0.33,FALSE
NPY2R,grey,0.063,0.212,FALSE
NPY5R,turquoise,0.07,0.333,FALSE
NPY6R,grey,0.006,-0.132,FALSE
NQO1,grey,0.053,0.098,FALSE
NQO2,red,0.032,0.592,FALSE
NR0B1,grey,0.144,0.055,FALSE
NR0B2,grey,-0.086,-0.03,FALSE
NR1D2,turquoise,-0.007,0.519,FALSE
NR1H2,blue,-0.044,0.742,FALSE
NR1H3,grey,0.082,-0.028,FALSE
NR1H4,grey,0.186,0.005,FALSE
NR1I2,grey,0.044,0.063,FALSE
NR1I3,grey,-0.077,0.046,FALSE
NR2C1,turquoise,0.062,0.687,FALSE
NR2C2,turquoise,0.178,0.589,FALSE
NR2C2AP,brown,-0.441,0.63,TRUE
NR2E1,grey,0.115,0.146,FALSE
NR2E3,grey,-0.28,0.015,FALSE
NR2F1,grey,-0.025,-0.018,FALSE
NR2F2,grey,-0.078,0.41,FALSE
NR2F6,grey,-0.053,-0.132,FALSE
NR3C1,blue,-0.31,0.695,FALSE
NR3C2,green,-0.086,0.611,FALSE
NR4A1,brown,-0.109,0.289,TRUE
NR4A2,yellow,0.326,0.474,TRUE
NR4A3,grey,0.075,0.219,FALSE
NR5A1,grey,-0.006,-0.03,FALSE
NR5A2,grey,0.14,0.126,FALSE
NR6A1,blue,-0.107,0.516,FALSE
NRAP,grey,0.098,0.139,FALSE
NRARP,grey,-0.08,0.084,FALSE
NRAS,turquoise,0.344,0.877,FALSE
NRBF2,red,0.263,0.891,FALSE
NRBP1,blue,-0.243,0.814,FALSE
NRCAM,grey,-0.113,-0.015,FALSE
NRF1,blue,-0.237,0.416,FALSE
NRG1,yellow,0.266,0.389,TRUE
NRG2,grey,0.106,-0.094,FALSE
NRG3,grey,0.103,0.124,FALSE
NRG4,turquoise,0.155,0.457,FALSE
NRGN,magenta,-0.328,0.908,FALSE
NRIP1,turquoise,0.255,0.708,FALSE
NRIP2,blue,-0.138,0.275,FALSE
NRIP3,grey,-0.198,0.115,FALSE
NRK,grey,-0.018,0.14,FALSE
NRL,grey,0.007,-0.254,FALSE
NRM,blue,-0.287,0.746,FALSE
NRN1,red,0.113,0.36,FALSE
NRP1,grey,0.149,0.237,FALSE
NRP2,blue,0.04,0.29,FALSE
NRSN1,grey,0.023,-0.033,FALSE
NRSN2,grey,-0.008,-0.069,FALSE
NRTN,grey,0.044,-0.234,FALSE
NRXN1,grey,0.02,0.304,FALSE
NRXN2,blue,-0.157,0.4,FALSE
NRXN3,grey,0.168,0.22,FALSE
NSA2,turquoise,0.123,0.748,FALSE
NSAP11,grey,0.021,0.42,FALSE
NSD1,blue,-0.113,0.413,FALSE
NSDHL,brown,-0.263,0.502,TRUE
NSF,blue,-0.164,0.454,FALSE
NSFL1C,blue,-0.148,0.839,FALSE
NSL1,turquoise,0.175,0.45,FALSE
NSMAF,yellow,0.314,0.683,TRUE
NSMCE1,green,-0.301,0.676,FALSE
NSMCE2,turquoise,0.441,0.749,FALSE
NSMCE4A,turquoise,0.162,0.816,FALSE
NSUN2,green,-0.31,0.637,FALSE
NSUN3,yellow,0.384,0.513,TRUE
NSUN4,grey,-0.165,0.032,FALSE
NSUN5,blue,-0.414,0.639,FALSE
NSUN5P1,brown,-0.527,0.792,TRUE
NSUN6,green,-0.414,0.722,FALSE
NSUN7,red,0.294,0.769,FALSE
NT5C,brown,-0.1,0.318,TRUE
NT5C1A,blue,-0.123,0.35,FALSE
NT5C2,red,0.266,0.759,FALSE
NT5DC1,turquoise,0.064,0.583,FALSE
NT5DC2,grey,-0.098,-0.364,FALSE
NT5DC3,grey,-0.107,-0.038,FALSE
NT5E,purple,-0.299,0.67,FALSE
NT5M,black,-0.106,0.667,FALSE
NTAN1,black,0.01,0.515,FALSE
NTF3,grey,-0.07,0.148,FALSE
NTHL1,brown,-0.233,0.438,TRUE
NTM,grey,-0.021,0.26,FALSE
NTN1,grey,-0.039,-0.079,FALSE
NTN3,blue,-0.045,0.312,FALSE
NTN4,grey,-0.01,0.023,FALSE
NTN5,green,-0.159,0.426,FALSE
NTNG1,grey,-0.022,0.156,FALSE
NTNG2,red,0.211,0.655,FALSE
NTRK1,grey,0.096,0.042,FALSE
NTRK2,grey,0.04,0.246,FALSE
NTRK3,grey,0.028,0.261,FALSE
NTS,grey,0.084,0.247,FALSE
NTSR1,grey,0.071,-0.027,FALSE
NTSR2,grey,-0.16,0.03,FALSE
NUAK1,greenyellow,0.083,0.549,FALSE
NUB1,pink,-0.227,0.722,FALSE
NUBP1,brown,-0.255,0.604,TRUE
NUBP2,blue,-0.225,0.366,FALSE
NUBPL,turquoise,-0.062,0.386,FALSE
NUCB1,blue,-0.286,0.757,FALSE
NUCB2,turquoise,0.206,0.694,FALSE
NUCKS1,green,-0.33,0.754,FALSE
