sex,module,cor_ME_RA,direction,consistent,gene,logFC,DEG_FDR,kME
Male,yellow,0.556,up in RA,TRUE,ZNF230,1.09141244519553,4.3803672831542e-08,0.882
Male,yellow,0.556,up in RA,TRUE,ZNF267,1.41807933357753,6.04796403658513e-08,0.946
Male,yellow,0.556,up in RA,TRUE,ZNF281,0.503770038562815,4.40541995541447e-05,0.743
Male,yellow,0.556,up in RA,TRUE,ZNF350,0.500701657690959,6.70880217718335e-05,0.699
Male,yellow,0.556,up in RA,TRUE,ZNF354A,0.997401099711766,6.17031396608705e-06,0.792
Male,yellow,0.556,up in RA,TRUE,ZNF586,0.227457924697493,0.0100470970080582,0.603
Male,yellow,0.556,up in RA,TRUE,ZNF608,0.458926120785529,0.0337109204029802,0.566
Male,yellow,0.556,up in RA,TRUE,ZNF658,0.377051710369177,0.012947561359312,0.353
Male,yellow,0.556,up in RA,TRUE,ZNF674,0.417274337000646,0.0006059481038255,0.558
Male,yellow,0.556,up in RA,TRUE,ZNF701,0.523194104239945,0.000235966073799167,0.621
Male,yellow,0.556,up in RA,TRUE,ZNF776,0.353029717499045,0.000118573720661409,0.764
Male,yellow,0.556,up in RA,TRUE,ZNF844,0.539731493525529,0.0015936945085384,0.363
Male,yellow,0.556,up in RA,TRUE,ZNF93,0.359850622935137,0.00198017745641089,0.449
Male,yellow,0.556,up in RA,TRUE,ZNRF2,0.596838228539855,4.91497341925742e-05,0.826
Male,yellow,0.556,up in RA,TRUE,ZSCAN16,0.360730374790352,0.00177162276008814,0.612
Male,brown,-0.59,down in RA,FALSE,AAAS,-0.32829331471635,0.000106722958315438,0.622
Male,brown,-0.59,down in RA,FALSE,AACS,-0.333644206946624,0.000611085084360406,0.467
Male,brown,-0.59,down in RA,FALSE,AAK1,-0.434807797783598,3.57098156530972e-05,0.789
Male,brown,-0.59,down in RA,FALSE,AARS,-0.393013870667795,2.22039634727121e-06,0.724
Male,brown,-0.59,down in RA,FALSE,AARS2,-0.449596247734546,4.63336720888251e-05,0.669
Male,brown,-0.59,down in RA,FALSE,ABCA3,-0.267841361993787,0.00709801760562296,0.527
Male,brown,-0.59,down in RA,FALSE,ABCC10,-0.217312840390847,0.00475884874638909,0.604
Male,brown,-0.59,down in RA,FALSE,ABCF1,-0.495902868558536,1.47152906540654e-06,0.865
Male,brown,-0.59,down in RA,FALSE,ABCF2,-0.23204938857582,0.00619317030753088,0.549
Male,brown,-0.59,down in RA,FALSE,ABCF3,-0.296445933465555,0.000140289510364908,0.78
Male,brown,-0.59,down in RA,FALSE,ABHD12,-0.278942088524507,0.000394787910871829,0.557
Male,brown,-0.59,down in RA,FALSE,ABHD14B,-0.433090819779479,6.6704342872614e-05,0.8
Male,brown,-0.59,down in RA,FALSE,ABHD15,-0.230085210215312,0.033760527490482,0.488
Male,brown,-0.59,down in RA,FALSE,ABI3,-0.533455847421758,2.43451649898634e-05,0.647
Male,brown,-0.59,down in RA,FALSE,ABL1,-0.482180617312422,1.03851858647962e-05,0.571
Male,brown,-0.59,down in RA,FALSE,ABL2,-0.336719959309775,0.000843968666541633,0.521
Male,brown,-0.59,down in RA,FALSE,ACACA,-0.475151173887986,3.88611046065887e-05,0.679
Male,brown,-0.59,down in RA,FALSE,ACACB,-0.334107447843034,0.00290101521274088,0.538
Male,brown,-0.59,down in RA,FALSE,ACAD9,-0.443238402202436,5.31926955039651e-05,0.632
Male,brown,-0.59,down in RA,FALSE,ACAP1,-0.278250739486959,0.00380032467537588,0.671
Male,brown,-0.59,down in RA,FALSE,ACLY,-0.284130706225702,2.93262116199114e-05,0.729
Male,brown,-0.59,down in RA,FALSE,ACO2,-0.442309598409423,4.03901947296208e-05,0.736
Male,brown,-0.59,down in RA,FALSE,ACOT7,-0.322095304461422,0.0011531579381967,0.544
Male,brown,-0.59,down in RA,FALSE,ACSF2,-0.407615965840248,0.00137659086885812,0.389
Male,brown,-0.59,down in RA,FALSE,ACSS1,-0.462199373131187,6.12822292276823e-06,0.774
Male,brown,-0.59,down in RA,FALSE,ACTR1B,-0.181870143208191,0.00442229283332105,0.481
Male,brown,-0.59,down in RA,FALSE,ACY1,-0.245653285699694,0.0135058709704785,0.422
Male,brown,-0.59,down in RA,FALSE,ADAT3,-0.182829182557292,0.0491996270118156,0.343
Male,brown,-0.59,down in RA,FALSE,ADCK1,-0.300303968709478,0.0262233279098556,0.368
Male,brown,-0.59,down in RA,FALSE,ADCK2,-0.260045876497432,0.0126650574625902,0.551
Male,brown,-0.59,down in RA,FALSE,ADD1,-0.408830439391247,1.04092104129142e-06,0.798
Male,brown,-0.59,down in RA,FALSE,ADI1,-0.334306293150308,0.000960782624985196,0.335
Male,brown,-0.59,down in RA,FALSE,ADRM1,-0.386586601543556,6.55675311457983e-05,0.791
Male,brown,-0.59,down in RA,FALSE,AEBP1,-0.385092947948489,0.000903722344428456,0.458
Male,brown,-0.59,down in RA,FALSE,AFG3L2,-0.204426992458895,0.0175565181106111,0.446
Male,brown,-0.59,down in RA,FALSE,AGFG2,-0.391951405979753,0.000438852580364872,0.733
Male,brown,-0.59,down in RA,FALSE,AHCY,-0.217561313960962,0.00681846976796589,0.451
Male,brown,-0.59,down in RA,FALSE,AHCYL2,-0.330341464411297,0.000247261828591797,0.62
Male,brown,-0.59,down in RA,FALSE,AHSA1,-0.312408719365542,0.000215759440802399,0.596
Male,brown,-0.59,down in RA,FALSE,AIFM1,-0.197253238959254,0.00151534738084169,0.599
Male,brown,-0.59,down in RA,FALSE,AIM1,-0.198903624243145,0.00410668902798971,0.534
Male,brown,-0.59,down in RA,FALSE,AIMP2,-0.282661841802274,0.000198134146686508,0.68
Male,brown,-0.59,down in RA,FALSE,AIP,-0.271050183065965,0.000455082506480989,0.703
Male,brown,-0.59,down in RA,FALSE,AK2,-0.24003758165018,0.000210630326960343,0.567
Male,brown,-0.59,down in RA,FALSE,AKR1A1,-0.238663489044666,2.82332978323607e-05,0.51
Male,brown,-0.59,down in RA,FALSE,AKR1B1,-0.315426730573391,0.000529033870434124,0.697
Male,brown,-0.59,down in RA,FALSE,AKR7A2,-0.387303871689602,1.20608150541642e-05,0.717
Male,brown,-0.59,down in RA,FALSE,ALAD,-0.171235459018922,0.0100049358947202,0.452
Male,brown,-0.59,down in RA,FALSE,ALDH16A1,-0.363422535246664,3.52949686218345e-05,0.691
Male,brown,-0.59,down in RA,FALSE,ALDH18A1,-0.231891467224989,0.0218100661958782,0.627
Male,brown,-0.59,down in RA,FALSE,ALG3,-0.338677299939042,0.000895572448400864,0.735
Male,brown,-0.59,down in RA,FALSE,ALG8,-0.218118724505278,0.00593959606433342,0.617
Male,brown,-0.59,down in RA,FALSE,ALKBH5,-0.334621238167522,1.22162759088891e-05,0.824
Male,brown,-0.59,down in RA,FALSE,ALKBH6,-0.173253571957364,0.0197216690597069,0.557
Male,brown,-0.59,down in RA,FALSE,ALMS1,-0.383718357309756,0.000212642894606945,0.705
Male,brown,-0.59,down in RA,FALSE,ALS2CL,-0.249874342653061,0.0122272358653351,0.374
Male,brown,-0.59,down in RA,FALSE,ALX4,-0.175638257630591,0.0156452226845736,0.316
Male,brown,-0.59,down in RA,FALSE,AMT,-0.453069948723074,3.76207999965104e-05,0.689
Male,brown,-0.59,down in RA,FALSE,AMZ2,-0.147320881684952,0.00282092264050666,0.4
Male,brown,-0.59,down in RA,FALSE,ANAPC2,-0.308141827536089,0.00402171322851142,0.467
Male,brown,-0.59,down in RA,FALSE,ANAPC5,-0.351038847185756,5.66631460705369e-06,0.888
Male,brown,-0.59,down in RA,FALSE,ANAPC7,-0.36445177109075,6.54852454998364e-07,0.758
Male,brown,-0.59,down in RA,FALSE,ANGEL1,-0.215418141687765,0.00278304077831995,0.533
Male,brown,-0.59,down in RA,FALSE,ANGPTL6,-0.249795866837214,0.0207812353982696,0.347
Male,brown,-0.59,down in RA,FALSE,ANKH,-0.264450720045615,0.00795482134569344,0.514
Male,brown,-0.59,down in RA,FALSE,ANKMY1,-0.255127868633716,0.0041953410488202,0.383
Male,brown,-0.59,down in RA,FALSE,ANKRD40,-0.22435522605411,0.0119179269625441,0.519
Male,brown,-0.59,down in RA,FALSE,ANKZF1,-0.404011202573795,1.30407147802965e-05,0.732
Male,brown,-0.59,down in RA,FALSE,ANO9,-0.354504438219515,0.00438831922952341,0.581
Male,brown,-0.59,down in RA,FALSE,ANXA2,-0.327213788249669,0.000152317830935707,0.532
Male,brown,-0.59,down in RA,FALSE,ANXA2P2,-0.39961565679254,0.000139445443555275,0.493
Male,brown,-0.59,down in RA,FALSE,ANXA6,-0.453279946909913,9.1549088453139e-05,0.852
Male,brown,-0.59,down in RA,FALSE,ANXA7,-0.17479784585183,0.000289695540926099,0.584
Male,brown,-0.59,down in RA,FALSE,AP1G2,-0.529153986518214,9.77911958913621e-06,0.762
Male,brown,-0.59,down in RA,FALSE,AP3D1,-0.440999167395429,3.78024008237153e-07,0.749
Male,brown,-0.59,down in RA,FALSE,AP4B1,-0.229955706061632,0.000790090337592787,0.683
Male,brown,-0.59,down in RA,FALSE,APBA2,-0.617450536229563,0.000117630180255793,0.609
Male,brown,-0.59,down in RA,FALSE,APBA3,-0.197943431578783,0.011122115412014,0.549
Male,brown,-0.59,down in RA,FALSE,APBB1,-0.510901788297798,3.04852637006177e-06,0.459
Male,brown,-0.59,down in RA,FALSE,APEH,-0.281806952588848,0.000153780305842869,0.751
Male,brown,-0.59,down in RA,FALSE,APH1A,-0.162908567291057,0.00715894990088261,0.599
Male,brown,-0.59,down in RA,FALSE,APOBEC3C,-0.460772003201717,1.1349040832792e-05,0.776
Male,brown,-0.59,down in RA,FALSE,APOBEC3D,-0.213199413358974,0.0432455478747076,0.511
Male,brown,-0.59,down in RA,FALSE,APOBEC3F,-0.402824540971389,0.00282092264050666,0.671
Male,brown,-0.59,down in RA,FALSE,APOL3,-0.316489880425501,0.0036568271237622,0.692
Male,brown,-0.59,down in RA,FALSE,APOOL,-0.359476062232914,0.000172749117526022,0.764
Male,brown,-0.59,down in RA,FALSE,APP,-0.389750359656387,4.49349556345962e-06,0.587
Male,brown,-0.59,down in RA,FALSE,APRT,-0.334628721324122,0.000462583257744387,0.716
Male,brown,-0.59,down in RA,FALSE,ARFIP2,-0.190436042290273,0.003413355047843,0.593
Male,brown,-0.59,down in RA,FALSE,ARHGAP10,-0.380016420183661,0.00176528921006788,0.343
Male,brown,-0.59,down in RA,FALSE,ARHGAP17,-0.402916690488395,1.27093099705345e-05,0.744
Male,brown,-0.59,down in RA,FALSE,ARHGAP22,-0.364424397401811,0.0177629021191136,0.307
Male,brown,-0.59,down in RA,FALSE,ARHGAP32,-0.503420883538138,8.83046738100066e-05,0.398
Male,brown,-0.59,down in RA,FALSE,ARHGAP4,-0.233909374933914,0.00250166469859976,0.422
Male,brown,-0.59,down in RA,FALSE,ARHGEF18,-0.362323295452988,1.27239475814267e-05,0.814
Male,brown,-0.59,down in RA,FALSE,ARHGEF6,-0.155850433642996,0.00543993728958611,0.618
Male,brown,-0.59,down in RA,FALSE,ARHGEF7,-0.326214618918398,7.52306965081799e-05,0.687
Male,brown,-0.59,down in RA,FALSE,ARHGEF9,-0.336896524944833,0.000881341175125979,0.52
Male,brown,-0.59,down in RA,FALSE,ARID1B,-0.168773656323939,0.0181404574718672,0.532
Male,brown,-0.59,down in RA,FALSE,ARL2,-0.354449866237678,0.000287552858020163,0.726
Male,brown,-0.59,down in RA,FALSE,ARMC6,-0.252298916495198,0.00257844462206983,0.526
Male,brown,-0.59,down in RA,FALSE,ARPC5L,-0.234508646312765,0.0050010521458997,0.596
Male,brown,-0.59,down in RA,FALSE,ARRDC2,-0.226610237480766,0.00104642255897281,0.636
Male,brown,-0.59,down in RA,FALSE,ASB1,-0.390963378813266,0.000129730067006286,0.737
Male,brown,-0.59,down in RA,FALSE,ASH1L,-0.376190972738349,0.000129775130708726,0.655
Male,brown,-0.59,down in RA,FALSE,ASPSCR1,-0.28197328801597,0.00172120920868973,0.61
Male,brown,-0.59,down in RA,FALSE,ASS1,-0.368737542790275,0.0135740140228164,0.511
Male,brown,-0.59,down in RA,FALSE,ASXL1,-0.166281268579676,0.00225734517947909,0.512
Male,brown,-0.59,down in RA,FALSE,ASXL2,-0.322368530888153,2.6000515590672e-06,0.737
Male,brown,-0.59,down in RA,FALSE,ATAD3A,-0.309742762000579,0.000513496091186647,0.633
Male,brown,-0.59,down in RA,FALSE,ATG9B,-0.419842327305303,0.00477428453717204,0.449
Male,brown,-0.59,down in RA,FALSE,ATIC,-0.427423187255333,7.84210170659954e-05,0.823
Male,brown,-0.59,down in RA,FALSE,ATN1,-0.292240221646088,0.0142392027360286,0.372
Male,brown,-0.59,down in RA,FALSE,ATP13A1,-0.402187507245782,1.97161461290671e-05,0.709
Male,brown,-0.59,down in RA,FALSE,ATP13A2,-0.288411700973587,0.00419891684423813,0.559
Male,brown,-0.59,down in RA,FALSE,ATP1A1,-0.451487890657936,1.37653389411801e-06,0.813
Male,brown,-0.59,down in RA,FALSE,ATP2A2,-0.382478546601834,3.22074848497342e-05,0.64
Male,brown,-0.59,down in RA,FALSE,ATP2B4,-0.238547333945667,0.00320694466962217,0.532
Male,brown,-0.59,down in RA,FALSE,ATP5B,-0.275154314679818,6.6209952987505e-05,0.754
Male,brown,-0.59,down in RA,FALSE,ATP5D,-0.414747355647362,2.0179657048915e-05,0.819
Male,brown,-0.59,down in RA,FALSE,ATP5G1,-0.213086159297464,0.00949840816111971,0.686
Male,brown,-0.59,down in RA,FALSE,ATP5G2,-0.229728225054355,0.000566903580557283,0.631
Male,brown,-0.59,down in RA,FALSE,ATP5SL,-0.325719059672242,0.000139603658736736,0.741
Male,brown,-0.59,down in RA,FALSE,ATP6AP1L,-0.326178068498742,0.00428687876215097,0.331
Male,brown,-0.59,down in RA,FALSE,ATP8B1,-0.262679968216286,0.0303714528113826,0.515
Male,brown,-0.59,down in RA,FALSE,ATXN2L,-0.39595354004448,2.4595451623416e-05,0.565
Male,brown,-0.59,down in RA,FALSE,ATXN7L1,-0.388010722703164,0.0144756256896193,0.435
Male,brown,-0.59,down in RA,FALSE,AUP1,-0.282342666085324,0.00012636857528493,0.677
Male,brown,-0.59,down in RA,FALSE,B3GALT6,-0.210593695105575,0.0075518441145898,0.403
Male,brown,-0.59,down in RA,FALSE,B3GAT3,-0.463292584824033,2.9217055257058e-06,0.762
Male,brown,-0.59,down in RA,FALSE,B4GALT7,-0.246556941643725,0.0015780476856626,0.586
Male,brown,-0.59,down in RA,FALSE,BANF1,-0.293256189363193,0.000247416013160646,0.659
Male,brown,-0.59,down in RA,FALSE,BAZ1B,-0.515833970473613,9.69272626627326e-07,0.876
Male,brown,-0.59,down in RA,FALSE,BBS1,-0.347049116041671,0.000808375915778747,0.482
Male,brown,-0.59,down in RA,FALSE,BCAP31,-0.340625297977645,7.86552146166686e-06,0.754
Male,brown,-0.59,down in RA,FALSE,BCAT2,-0.383628423979787,0.00128778020256753,0.612
Male,brown,-0.59,down in RA,FALSE,BCL9,-0.284898430974136,0.00171730849691694,0.528
Male,brown,-0.59,down in RA,FALSE,BCL9L,-0.362911688012824,0.00174840042996038,0.749
Male,brown,-0.59,down in RA,FALSE,BCOR,-0.443959770365149,0.000306517659531673,0.53
Male,brown,-0.59,down in RA,FALSE,BCR,-0.346522635101889,0.0142446801858952,0.512
Male,brown,-0.59,down in RA,FALSE,BCS1L,-0.298672849399292,0.0130476721297234,0.599
Male,brown,-0.59,down in RA,FALSE,BET1L,-0.294481779038324,0.000160870719606512,0.617
Male,brown,-0.59,down in RA,FALSE,BICD1,-0.240447006469498,0.0374010276292747,0.456
Male,brown,-0.59,down in RA,FALSE,BIRC6,-0.427893229702277,0.0012026978935587,0.596
Male,brown,-0.59,down in RA,FALSE,BLCAP,-0.190327447586267,0.00468594415946174,0.556
Male,brown,-0.59,down in RA,FALSE,BLMH,-0.309429318393106,0.00152018296458227,0.632
Male,brown,-0.59,down in RA,FALSE,BMP8B,-0.247772538120491,0.0232744855509139,0.563
Male,brown,-0.59,down in RA,FALSE,BMS1,-0.323808158785097,0.000685636386689815,0.715
Male,brown,-0.59,down in RA,FALSE,BRD2,-0.366144514066886,0.000419734205716123,0.775
Male,brown,-0.59,down in RA,FALSE,BRD9,-0.301329219401291,1.97556317441598e-05,0.757
Male,brown,-0.59,down in RA,FALSE,BRPF1,-0.273043691697789,0.000140289510364908,0.698
Male,brown,-0.59,down in RA,FALSE,BTBD11,-0.636062973490627,0.000580684131321953,0.503
Male,brown,-0.59,down in RA,FALSE,BTBD2,-0.386453870389254,0.000206392869081849,0.516
Male,brown,-0.59,down in RA,FALSE,BTBD7,-0.350878551413421,3.92473320829094e-05,0.709
Male,brown,-0.59,down in RA,FALSE,BTBD9,-0.418564910434526,0.000230046193055218,0.429
Male,brown,-0.59,down in RA,FALSE,BTN3A1,-0.200422844161413,0.027854825576621,0.527
Male,brown,-0.59,down in RA,FALSE,BTN3A3,-0.358665024436131,0.000150097309153192,0.748
Male,brown,-0.59,down in RA,FALSE,BTRC,-0.199862982169305,0.0102221790764903,0.561
Male,brown,-0.59,down in RA,FALSE,BYSL,-0.212002260725445,0.036035182742875,0.408
Male,brown,-0.59,down in RA,FALSE,C10orf2,-0.21477916017568,0.0295542617054886,0.492
Male,brown,-0.59,down in RA,FALSE,C10orf76,-0.260366517578302,3.69461238946874e-05,0.692
Male,brown,-0.59,down in RA,FALSE,C11orf24,-0.205122550763877,0.0183350770289731,0.561
Male,brown,-0.59,down in RA,FALSE,C11orf49,-0.4084940092712,0.000404045833341497,0.644
Male,brown,-0.59,down in RA,FALSE,C14orf119,-0.138461812956823,0.00989628147939714,0.48
Male,brown,-0.59,down in RA,FALSE,C14orf169,-0.180525151221437,0.0173582367586745,0.63
Male,brown,-0.59,down in RA,FALSE,C14orf80,-0.272910196219463,0.00319538825690636,0.454
Male,brown,-0.59,down in RA,FALSE,C16orf58,-0.315197722693433,0.00131087725957808,0.576
Male,brown,-0.59,down in RA,FALSE,C16orf62,-0.33275864191077,0.000281022773837785,0.614
Male,brown,-0.59,down in RA,FALSE,C19orf24,-0.296246009618834,0.000971677577264254,0.574
Male,brown,-0.59,down in RA,FALSE,C19orf60,-0.369592269193429,0.000366941010085366,0.581
Male,brown,-0.59,down in RA,FALSE,C1orf123,-0.21219127617071,7.6993929760804e-05,0.597
Male,brown,-0.59,down in RA,FALSE,C1orf162,-0.28823443557533,1.02692203388173e-05,0.553
Male,brown,-0.59,down in RA,FALSE,C21orf2,-0.338419317709233,0.00135750522347409,0.62
Male,brown,-0.59,down in RA,FALSE,C22orf34,-0.477206150399095,0.000496303251165563,0.462
Male,brown,-0.59,down in RA,FALSE,C2orf42,-0.324120461048461,9.9683914106027e-06,0.66
Male,brown,-0.59,down in RA,FALSE,C5orf42,-0.197559234917899,0.0188290417375862,0.34
Male,brown,-0.59,down in RA,FALSE,C5orf45,-0.478105957268446,4.57877411881421e-07,0.607
Male,brown,-0.59,down in RA,FALSE,C6orf106,-0.370676979035659,1.06961297254301e-05,0.855
Male,brown,-0.59,down in RA,FALSE,C6orf136,-0.240607886112944,0.000986612736990967,0.667
Male,brown,-0.59,down in RA,FALSE,C7orf26,-0.397042730988708,2.80293918432758e-05,0.736
Male,brown,-0.59,down in RA,FALSE,C8orf82,-0.209755655705214,0.00635520871789909,0.322
Male,brown,-0.59,down in RA,FALSE,C9orf142,-0.20141982726495,0.0308599825993335,0.595
Male,brown,-0.59,down in RA,FALSE,C9orf69,-0.275668950435443,0.00258337592591546,0.679
Male,brown,-0.59,down in RA,FALSE,CACNB2,-0.251873121885137,0.0152304018102725,0.583
Male,brown,-0.59,down in RA,FALSE,CAD,-0.30129603838817,0.00209496676049051,0.69
Male,brown,-0.59,down in RA,FALSE,CALM1,-0.223485040149448,0.0284846839326326,0.522
Male,brown,-0.59,down in RA,FALSE,CALR,-0.286720392605449,0.000399403326886138,0.657
Male,brown,-0.59,down in RA,FALSE,CAPN3,-0.473633585559947,4.28249858567692e-06,0.568
Male,brown,-0.59,down in RA,FALSE,CAPNS1,-0.432829980960647,1.86527535747626e-05,0.784
Male,brown,-0.59,down in RA,FALSE,CARD11,-0.25362645809805,0.00538709496939672,0.676
Male,brown,-0.59,down in RA,FALSE,CARNS1,-0.409965490662819,0.00159617690849035,0.626
Male,brown,-0.59,down in RA,FALSE,CASKIN2,-0.236939942039102,0.0124457101476771,0.453
Male,brown,-0.59,down in RA,FALSE,CASP10,-0.35230800297578,0.00328264018308783,0.547
Male,brown,-0.59,down in RA,FALSE,CASP2,-0.268524450081038,1.27239475814267e-05,0.799
Male,brown,-0.59,down in RA,FALSE,CBLB,-0.262256957568761,0.00284537110010733,0.646
Male,brown,-0.59,down in RA,FALSE,CBX6,-0.360663852279176,6.59209384317742e-05,0.721
Male,brown,-0.59,down in RA,FALSE,CCDC106,-0.162924997105392,0.0369314717552549,0.473
Male,brown,-0.59,down in RA,FALSE,CCDC107,-0.361065635781453,0.000322751246190762,0.648
Male,brown,-0.59,down in RA,FALSE,CCDC12,-0.234860633896726,0.000487277103442995,0.6
Male,brown,-0.59,down in RA,FALSE,CCDC120,-0.141726824564683,0.0440514262876796,0.527
Male,brown,-0.59,down in RA,FALSE,CCDC130,-0.246774008513356,0.00971981502440361,0.543
Male,brown,-0.59,down in RA,FALSE,CCDC137,-0.238299020202746,0.00527413467615532,0.613
Male,brown,-0.59,down in RA,FALSE,CCDC22,-0.27661511309712,0.000510091048939734,0.658
Male,brown,-0.59,down in RA,FALSE,CCDC61,-0.241788032510305,0.00865144205639517,0.376
Male,brown,-0.59,down in RA,FALSE,CCDC84,-0.322509609244972,0.000108211952484188,0.758
Male,brown,-0.59,down in RA,FALSE,CCDC85C,-0.226567343295976,0.0100765466220268,0.591
Male,brown,-0.59,down in RA,FALSE,CCDC86,-0.339351477225281,0.000329455730281715,0.618
Male,brown,-0.59,down in RA,FALSE,CCDC88C,-0.310156397870639,0.00026690227958215,0.723
Male,brown,-0.59,down in RA,FALSE,CCDC92,-0.413760494508321,9.91048920426756e-05,0.793
Male,brown,-0.59,down in RA,FALSE,CCDC94,-0.329109867846861,0.000878336646044017,0.624
Male,brown,-0.59,down in RA,FALSE,CCNF,-0.262032526511544,0.0206838551677151,0.398
Male,brown,-0.59,down in RA,FALSE,CCR5,-0.453700180022554,0.00512854865022319,0.401
Male,brown,-0.59,down in RA,FALSE,CCT5,-0.17052943097122,0.00580376671745204,0.316
Male,brown,-0.59,down in RA,FALSE,CCT7,-0.374182162731769,4.72853919503316e-05,0.804
Male,brown,-0.59,down in RA,FALSE,CD101,-0.497067889263171,0.0123447492268525,0.358
Male,brown,-0.59,down in RA,FALSE,CD247,-0.279019339471357,0.0226359313018534,0.675
Male,brown,-0.59,down in RA,FALSE,CD37,-0.491930144004199,2.74454540941014e-05,0.753
Male,brown,-0.59,down in RA,FALSE,CD3E,-0.281959394101523,0.00163109420949858,0.704
Male,brown,-0.59,down in RA,FALSE,CD3EAP,-0.281084568327376,0.0177001637483991,0.353
Male,brown,-0.59,down in RA,FALSE,CD4,-0.593125162867301,6.19046308939221e-08,0.689
Male,brown,-0.59,down in RA,FALSE,CD7,-0.424909022690424,0.00288957052299038,0.56
Male,brown,-0.59,down in RA,FALSE,CD74,-0.310461846861549,4.32221887172477e-05,0.766
Male,brown,-0.59,down in RA,FALSE,CD81,-0.32274363182428,0.00042821756050813,0.731
Male,brown,-0.59,down in RA,FALSE,CD99,-0.255991140357833,0.000572909644839404,0.706
Male,brown,-0.59,down in RA,FALSE,CDAN1,-0.252732976641883,0.0141776430391721,0.567
Male,brown,-0.59,down in RA,FALSE,CDC16,-0.416596054542478,0.000699128316680881,0.5
Male,brown,-0.59,down in RA,FALSE,CDC25B,-0.5894134432808,2.38479527361286e-06,0.861
Male,brown,-0.59,down in RA,FALSE,CDC37,-0.278439672262709,0.000994165254386132,0.701
Male,brown,-0.59,down in RA,FALSE,CDC42BPB,-0.317451340108515,0.0119883512987342,0.336
Male,brown,-0.59,down in RA,FALSE,CDK10,-0.299888417038058,0.0123735155041433,0.616
Male,brown,-0.59,down in RA,FALSE,CDK13,-0.131932259436427,0.0103932821762617,0.47
Male,brown,-0.59,down in RA,FALSE,CDK2AP2,-0.304975155519767,0.000567664761032068,0.728
Male,brown,-0.59,down in RA,FALSE,CDK4,-0.202986496087539,0.0137605446092449,0.69
Male,brown,-0.59,down in RA,FALSE,CDK5RAP2,-0.545068280689894,0.00106103833162568,0.404
Male,brown,-0.59,down in RA,FALSE,CDK5RAP3,-0.402132134150793,2.06357718333408e-06,0.734
Male,brown,-0.59,down in RA,FALSE,CDK9,-0.295016180024462,0.00139782792171527,0.649
Male,brown,-0.59,down in RA,FALSE,CECR1,-0.430700047687366,3.03246410619016e-05,0.771
Male,brown,-0.59,down in RA,FALSE,CELF1,-0.346100694772246,2.45418870872867e-05,0.69
Male,brown,-0.59,down in RA,FALSE,CENPO,-0.208283740439144,0.0220740450418336,0.446
Male,brown,-0.59,down in RA,FALSE,CENPT,-0.356783705632086,0.000929429490751764,0.592
Male,brown,-0.59,down in RA,FALSE,CEP164,-0.580868112883499,1.70391795352267e-06,0.631
Male,brown,-0.59,down in RA,FALSE,CEP250,-0.225933363865296,0.00167319933137339,0.598
Male,brown,-0.59,down in RA,FALSE,CERK,-0.156306979960802,0.0151593051908398,0.453
Male,brown,-0.59,down in RA,FALSE,CES2,-0.409817044080489,4.54570372186946e-06,0.586
Male,brown,-0.59,down in RA,FALSE,CFL1,-0.203480874495394,0.00316823781448235,0.664
Male,brown,-0.59,down in RA,FALSE,CHADL,-0.151631142879104,0.0423877163151844,0.383
Male,brown,-0.59,down in RA,FALSE,CHCHD10,-0.276608502781107,0.000953308864693762,0.661
Male,brown,-0.59,down in RA,FALSE,CHD3,-0.444862103701253,5.32100435307373e-06,0.809
Male,brown,-0.59,down in RA,FALSE,CHRAC1,-0.30692899653518,0.000224697926561142,0.639
Male,brown,-0.59,down in RA,FALSE,CHST14,-0.271370471248707,0.000483616004935849,0.639
Male,brown,-0.59,down in RA,FALSE,CHTF18,-0.321124260026846,0.0226010393249054,0.444
Male,brown,-0.59,down in RA,FALSE,CHTF8,-0.469905018524117,2.13814169793964e-06,0.781
Male,brown,-0.59,down in RA,FALSE,CIAO1,-0.302832406068341,0.00274026848996274,0.525
Male,brown,-0.59,down in RA,FALSE,CIAPIN1,-0.152280407029215,0.0246921205584396,0.549
Male,brown,-0.59,down in RA,FALSE,CIB1,-0.16174758913902,0.0429180814694914,0.547
Male,brown,-0.59,down in RA,FALSE,CIITA,-0.375447008427763,0.0151360292062558,0.495
Male,brown,-0.59,down in RA,FALSE,CIRBP,-0.210531900303782,0.00108452540076954,0.722
Male,brown,-0.59,down in RA,FALSE,CISD3,-0.240198180888157,0.00330616453329582,0.506
Male,brown,-0.59,down in RA,FALSE,CISH,-0.260202295090026,0.0344830593144244,0.345
Male,brown,-0.59,down in RA,FALSE,CIZ1,-0.52954558051118,1.08810279067197e-05,0.769
Male,brown,-0.59,down in RA,FALSE,CKAP5,-0.365827354175755,0.000101512506906881,0.668
Male,brown,-0.59,down in RA,FALSE,CLIP2,-0.405176068216123,0.000247416013160646,0.531
Male,brown,-0.59,down in RA,FALSE,CLK2,-0.305410953370233,3.18957505238915e-06,0.769
Male,brown,-0.59,down in RA,FALSE,CLN8,-0.327029234928511,0.0111646893176397,0.433
Male,brown,-0.59,down in RA,FALSE,CLPP,-0.167017046896324,0.0278703010536713,0.51
Male,brown,-0.59,down in RA,FALSE,CLPTM1L,-0.262464571054891,0.0225460874324597,0.648
Male,brown,-0.59,down in RA,FALSE,CLSTN1,-0.58274836958665,1.15877464100903e-07,0.896
