gene,id.exposure,id.outcome,outcome,exposure,method,Q,Q_df,Q_pval
VAMP1,eqtl-a-ENSG00000139190,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000139190 || id:eqtl-a-ENSG00000139190,Inverse variance weighted,0.304709000203117,3,0.959140425258811
RIMS3,eqtl-a-ENSG00000117016,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000117016 || id:eqtl-a-ENSG00000117016,MR Egger,1.73204905066305,1,0.188149426262421
RIMS3,eqtl-a-ENSG00000117016,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000117016 || id:eqtl-a-ENSG00000117016,Inverse variance weighted,14.5699294475032,2,0.000685772427405565
EML3,eqtl-a-ENSG00000149499,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000149499 || id:eqtl-a-ENSG00000149499,MR Egger,0.00983869130590734,1,0.920987273644081
EML3,eqtl-a-ENSG00000149499,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000149499 || id:eqtl-a-ENSG00000149499,Inverse variance weighted,1.2504824474378,2,0.5351323263385
P2RX4,eqtl-a-ENSG00000135124,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000135124 || id:eqtl-a-ENSG00000135124,MR Egger,0.000594795420974581,1,0.980542778689171
P2RX4,eqtl-a-ENSG00000135124,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000135124 || id:eqtl-a-ENSG00000135124,Inverse variance weighted,0.876917492521108,2,0.64502980996099
ARRDC4,eqtl-a-ENSG00000140450,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000140450 || id:eqtl-a-ENSG00000140450,MR Egger,0.430189450806548,1,0.51189600226774
ARRDC4,eqtl-a-ENSG00000140450,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000140450 || id:eqtl-a-ENSG00000140450,Inverse variance weighted,0.858637180228545,2,0.650952509107532
MINK1,eqtl-a-ENSG00000141503,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000141503 || id:eqtl-a-ENSG00000141503,MR Egger,2.51921480735439,1,0.112466572540305
MINK1,eqtl-a-ENSG00000141503,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000141503 || id:eqtl-a-ENSG00000141503,Inverse variance weighted,8.10827355504142,2,0.0173504510203016
PPDPF,eqtl-a-ENSG00000125534,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000125534 || id:eqtl-a-ENSG00000125534,MR Egger,0.017748750955426,1,0.894015884163588
PPDPF,eqtl-a-ENSG00000125534,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000125534 || id:eqtl-a-ENSG00000125534,Inverse variance weighted,2.79261760727275,2,0.247508883760345
ABHD15,eqtl-a-ENSG00000168792,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000168792 || id:eqtl-a-ENSG00000168792,MR Egger,0.141865004188836,1,0.706433940362308
ABHD15,eqtl-a-ENSG00000168792,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000168792 || id:eqtl-a-ENSG00000168792,Inverse variance weighted,0.807043266473977,2,0.667963576428337
BYSL,eqtl-a-ENSG00000112578,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000112578 || id:eqtl-a-ENSG00000112578,MR Egger,3.14941347970645,1,0.0759542595428431
BYSL,eqtl-a-ENSG00000112578,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000112578 || id:eqtl-a-ENSG00000112578,Inverse variance weighted,3.22681402711254,2,0.199207753069728
SERAC1,eqtl-a-ENSG00000122335,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000122335 || id:eqtl-a-ENSG00000122335,MR Egger,1.20408593513787,2,0.547691576232586
SERAC1,eqtl-a-ENSG00000122335,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000122335 || id:eqtl-a-ENSG00000122335,Inverse variance weighted,1.79361630956962,3,0.616325082785606
ASAH1,eqtl-a-ENSG00000104763,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000104763 || id:eqtl-a-ENSG00000104763,MR Egger,0.825881006044727,1,0.363466289651917
ASAH1,eqtl-a-ENSG00000104763,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000104763 || id:eqtl-a-ENSG00000104763,Inverse variance weighted,2.50460889025993,2,0.285845322429517
NEIL2,eqtl-a-ENSG00000154328,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000154328 || id:eqtl-a-ENSG00000154328,MR Egger,0.582516976650165,1,0.445327434162975
NEIL2,eqtl-a-ENSG00000154328,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000154328 || id:eqtl-a-ENSG00000154328,Inverse variance weighted,4.77099081745051,2,0.092043369194122
TLR4,eqtl-a-ENSG00000136869,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000136869 || id:eqtl-a-ENSG00000136869,MR Egger,0.926248409317734,1,0.335839674758264
TLR4,eqtl-a-ENSG00000136869,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000136869 || id:eqtl-a-ENSG00000136869,Inverse variance weighted,2.79991392159791,2,0.246607577506313
ARHGEF7,eqtl-a-ENSG00000102606,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000102606 || id:eqtl-a-ENSG00000102606,MR Egger,3.2242457733494e-35,1,1
ARHGEF7,eqtl-a-ENSG00000102606,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000102606 || id:eqtl-a-ENSG00000102606,Inverse variance weighted,0.070446326469611,2,0.965389952671998
XRCC3,eqtl-a-ENSG00000126215,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000126215 || id:eqtl-a-ENSG00000126215,MR Egger,0.055275179103268,1,0.814125887691676
XRCC3,eqtl-a-ENSG00000126215,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000126215 || id:eqtl-a-ENSG00000126215,Inverse variance weighted,0.374744949477766,2,0.829134847076579
RASSF1,eqtl-a-ENSG00000068028,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000068028 || id:eqtl-a-ENSG00000068028,MR Egger,1.57154177264846,1,0.209983252163666
RASSF1,eqtl-a-ENSG00000068028,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000068028 || id:eqtl-a-ENSG00000068028,Inverse variance weighted,1.58320275371062,2,0.45311860034236
ARFIP1,eqtl-a-ENSG00000164144,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000164144 || id:eqtl-a-ENSG00000164144,MR Egger,1.07982612483205,1,0.298736456307447
ARFIP1,eqtl-a-ENSG00000164144,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000164144 || id:eqtl-a-ENSG00000164144,Inverse variance weighted,1.26566924205487,2,0.5310842427763
CYFIP2,eqtl-a-ENSG00000055163,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000055163 || id:eqtl-a-ENSG00000055163,MR Egger,0.477927506688155,1,0.489362573624971
CYFIP2,eqtl-a-ENSG00000055163,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000055163 || id:eqtl-a-ENSG00000055163,Inverse variance weighted,0.525836600980049,2,0.768804705713141
VEGFA,eqtl-a-ENSG00000112715,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000112715 || id:eqtl-a-ENSG00000112715,MR Egger,1.32502723361245,1,0.249691808506592
VEGFA,eqtl-a-ENSG00000112715,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000112715 || id:eqtl-a-ENSG00000112715,Inverse variance weighted,3.97555635339072,2,0.136999476175837
PTPN12,eqtl-a-ENSG00000127947,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000127947 || id:eqtl-a-ENSG00000127947,MR Egger,0.100954712684024,2,0.950775457462863
PTPN12,eqtl-a-ENSG00000127947,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000127947 || id:eqtl-a-ENSG00000127947,Inverse variance weighted,0.213045769556527,3,0.975456286036197
RUNX2,eqtl-a-ENSG00000124813,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000124813 || id:eqtl-a-ENSG00000124813,MR Egger,0.854627809494632,1,0.355246440950385
RUNX2,eqtl-a-ENSG00000124813,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000124813 || id:eqtl-a-ENSG00000124813,Inverse variance weighted,6.05951005643913,2,0.0483274755438198
TBCD,eqtl-a-ENSG00000141556,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000141556 || id:eqtl-a-ENSG00000141556,MR Egger,0.283891517476816,1,0.594161848600953
TBCD,eqtl-a-ENSG00000141556,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000141556 || id:eqtl-a-ENSG00000141556,Inverse variance weighted,1.30451445250324,2,0.520868730259058
ICMT,eqtl-a-ENSG00000116237,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000116237 || id:eqtl-a-ENSG00000116237,MR Egger,0.129376473808137,1,0.719079410108784
ICMT,eqtl-a-ENSG00000116237,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000116237 || id:eqtl-a-ENSG00000116237,Inverse variance weighted,0.919862476173044,2,0.63132705527079
TMOD2,eqtl-a-ENSG00000128872,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000128872 || id:eqtl-a-ENSG00000128872,MR Egger,0.227654213301725,1,0.633268675463555
TMOD2,eqtl-a-ENSG00000128872,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000128872 || id:eqtl-a-ENSG00000128872,Inverse variance weighted,3.33545252319317,2,0.188675577198201
CD101,eqtl-a-ENSG00000134256,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000134256 || id:eqtl-a-ENSG00000134256,MR Egger,0.210515386541827,1,0.646363748938894
CD101,eqtl-a-ENSG00000134256,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000134256 || id:eqtl-a-ENSG00000134256,Inverse variance weighted,0.287725850983665,2,0.866006447331535
ITGB7,eqtl-a-ENSG00000139626,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000139626 || id:eqtl-a-ENSG00000139626,MR Egger,1.95907045720488,1,0.161612766285743
ITGB7,eqtl-a-ENSG00000139626,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000139626 || id:eqtl-a-ENSG00000139626,Inverse variance weighted,2.32116791049363,2,0.313303172422051
SPOCK2,eqtl-a-ENSG00000107742,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000107742 || id:eqtl-a-ENSG00000107742,MR Egger,0.247190615438634,1,0.619060235390909
SPOCK2,eqtl-a-ENSG00000107742,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000107742 || id:eqtl-a-ENSG00000107742,Inverse variance weighted,3.15195711189607,2,0.206805083289159
MS4A6A,eqtl-a-ENSG00000110077,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000110077 || id:eqtl-a-ENSG00000110077,MR Egger,0.846654093572269,1,0.357500604912565
MS4A6A,eqtl-a-ENSG00000110077,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000110077 || id:eqtl-a-ENSG00000110077,Inverse variance weighted,1.79618674216138,2,0.407345576669348
IFRD1,eqtl-a-ENSG00000006652,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000006652 || id:eqtl-a-ENSG00000006652,MR Egger,0.550435815186562,1,0.458139674960961
IFRD1,eqtl-a-ENSG00000006652,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000006652 || id:eqtl-a-ENSG00000006652,Inverse variance weighted,1.31455986300382,2,0.5182591192924
SLC25A3,eqtl-a-ENSG00000075415,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000075415 || id:eqtl-a-ENSG00000075415,MR Egger,0.94178503262621,1,0.331819199366927
SLC25A3,eqtl-a-ENSG00000075415,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000075415 || id:eqtl-a-ENSG00000075415,Inverse variance weighted,1.60300652939194,2,0.448654011192145
OVGP1,eqtl-a-ENSG00000085465,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000085465 || id:eqtl-a-ENSG00000085465,MR Egger,0.300101843831054,1,0.583818580887286
OVGP1,eqtl-a-ENSG00000085465,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000085465 || id:eqtl-a-ENSG00000085465,Inverse variance weighted,0.59557424628113,2,0.742459375346198
ZFYVE19,eqtl-a-ENSG00000166140,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000166140 || id:eqtl-a-ENSG00000166140,MR Egger,2.69709225959731,1,0.100531443737235
ZFYVE19,eqtl-a-ENSG00000166140,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000166140 || id:eqtl-a-ENSG00000166140,Inverse variance weighted,3.34568450553258,2,0.187712779543437
C2orf42,eqtl-a-ENSG00000115998,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000115998 || id:eqtl-a-ENSG00000115998,MR Egger,2.34997442874799,1,0.125285062499761
C2orf42,eqtl-a-ENSG00000115998,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000115998 || id:eqtl-a-ENSG00000115998,Inverse variance weighted,5.8218218435026,2,0.054426129336466
ZNF608,eqtl-a-ENSG00000168916,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000168916 || id:eqtl-a-ENSG00000168916,MR Egger,2.29265275967599,1,0.129987587266644
ZNF608,eqtl-a-ENSG00000168916,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000168916 || id:eqtl-a-ENSG00000168916,Inverse variance weighted,2.78067529336833,2,0.248991219377305
PJA2,eqtl-a-ENSG00000198961,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000198961 || id:eqtl-a-ENSG00000198961,MR Egger,0.435912260516042,1,0.509102060663623
PJA2,eqtl-a-ENSG00000198961,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000198961 || id:eqtl-a-ENSG00000198961,Inverse variance weighted,0.533112081272881,2,0.766013074663094
XPNPEP1,eqtl-a-ENSG00000108039,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000108039 || id:eqtl-a-ENSG00000108039,MR Egger,1.47939706164662,1,0.223868881427962
XPNPEP1,eqtl-a-ENSG00000108039,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000108039 || id:eqtl-a-ENSG00000108039,Inverse variance weighted,10.8979910804533,2,0.00430062232406981
TMC8,eqtl-a-ENSG00000167895,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000167895 || id:eqtl-a-ENSG00000167895,MR Egger,0.10768847116738,1,0.742791282616173
TMC8,eqtl-a-ENSG00000167895,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000167895 || id:eqtl-a-ENSG00000167895,Inverse variance weighted,1.53819534066424,2,0.463431047288437
DNAJB6,eqtl-a-ENSG00000105993,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000105993 || id:eqtl-a-ENSG00000105993,MR Egger,6.10112376080299,2,0.0473323218141229
DNAJB6,eqtl-a-ENSG00000105993,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000105993 || id:eqtl-a-ENSG00000105993,Inverse variance weighted,9.75463868874515,3,0.0207711803685199
PNPLA8,eqtl-a-ENSG00000135241,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000135241 || id:eqtl-a-ENSG00000135241,MR Egger,0.660021688688859,1,0.416552286459308
PNPLA8,eqtl-a-ENSG00000135241,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000135241 || id:eqtl-a-ENSG00000135241,Inverse variance weighted,1.40422019581443,2,0.49553856493025
ZNF212,eqtl-a-ENSG00000170260,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000170260 || id:eqtl-a-ENSG00000170260,MR Egger,0.0683452238928793,1,0.793761545443201
ZNF212,eqtl-a-ENSG00000170260,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000170260 || id:eqtl-a-ENSG00000170260,Inverse variance weighted,2.16752387378986,2,0.338320388703844
UROD,eqtl-a-ENSG00000126088,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000126088 || id:eqtl-a-ENSG00000126088,MR Egger,0.211279194052811,1,0.645766627132356
UROD,eqtl-a-ENSG00000126088,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000126088 || id:eqtl-a-ENSG00000126088,Inverse variance weighted,0.341550314934717,2,0.843011096914431
FIBP,eqtl-a-ENSG00000172500,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000172500 || id:eqtl-a-ENSG00000172500,MR Egger,2.743211880091,1,0.0976682793684959
FIBP,eqtl-a-ENSG00000172500,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000172500 || id:eqtl-a-ENSG00000172500,Inverse variance weighted,2.92278624841492,2,0.231912966010474
DET1,eqtl-a-ENSG00000140543,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000140543 || id:eqtl-a-ENSG00000140543,MR Egger,2.59952154598898,1,0.106895981555513
DET1,eqtl-a-ENSG00000140543,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000140543 || id:eqtl-a-ENSG00000140543,Inverse variance weighted,4.9746487901266,2,0.0831320979263956
TAF1C,eqtl-a-ENSG00000103168,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000103168 || id:eqtl-a-ENSG00000103168,MR Egger,2.51186697307005,2,0.284809857927172
TAF1C,eqtl-a-ENSG00000103168,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000103168 || id:eqtl-a-ENSG00000103168,Inverse variance weighted,2.75172507817587,3,0.431508603853896
AMZ2,eqtl-a-ENSG00000196704,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000196704 || id:eqtl-a-ENSG00000196704,MR Egger,0.0264635012051579,1,0.870773495516439
AMZ2,eqtl-a-ENSG00000196704,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000196704 || id:eqtl-a-ENSG00000196704,Inverse variance weighted,1.04174766488738,2,0.594001263543771
ATP13A1,eqtl-a-ENSG00000105726,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000105726 || id:eqtl-a-ENSG00000105726,MR Egger,0.0922245151668993,2,0.954934757505328
ATP13A1,eqtl-a-ENSG00000105726,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000105726 || id:eqtl-a-ENSG00000105726,Inverse variance weighted,0.99274687245927,3,0.803006993705172
TBC1D9B,eqtl-a-ENSG00000197226,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000197226 || id:eqtl-a-ENSG00000197226,MR Egger,2.12511767063901,2,0.345570420232765
TBC1D9B,eqtl-a-ENSG00000197226,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000197226 || id:eqtl-a-ENSG00000197226,Inverse variance weighted,2.31217225117832,3,0.510193038409642
ANXA6,eqtl-a-ENSG00000197043,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000197043 || id:eqtl-a-ENSG00000197043,MR Egger,0.761492230171918,2,0.68335136019953
ANXA6,eqtl-a-ENSG00000197043,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000197043 || id:eqtl-a-ENSG00000197043,Inverse variance weighted,3.09089687589206,3,0.377821882793106
CNR1,eqtl-a-ENSG00000118432,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000118432 || id:eqtl-a-ENSG00000118432,MR Egger,0.00741025537451693,1,0.931400564531334
CNR1,eqtl-a-ENSG00000118432,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000118432 || id:eqtl-a-ENSG00000118432,Inverse variance weighted,1.0451935334916,2,0.592978719532344
TPM2,eqtl-a-ENSG00000198467,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000198467 || id:eqtl-a-ENSG00000198467,MR Egger,0.544613447314353,1,0.460527028085094
TPM2,eqtl-a-ENSG00000198467,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000198467 || id:eqtl-a-ENSG00000198467,Inverse variance weighted,0.547921809885933,2,0.760361801067791
ZFAND5,eqtl-a-ENSG00000107372,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000107372 || id:eqtl-a-ENSG00000107372,MR Egger,0.521707574506591,1,0.47011418690849
ZFAND5,eqtl-a-ENSG00000107372,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000107372 || id:eqtl-a-ENSG00000107372,Inverse variance weighted,6.92652838534544,2,0.0313273364787748
INTS5,eqtl-a-ENSG00000185085,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000185085 || id:eqtl-a-ENSG00000185085,MR Egger,0.939928579367267,1,0.332296209891896
INTS5,eqtl-a-ENSG00000185085,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000185085 || id:eqtl-a-ENSG00000185085,Inverse variance weighted,1.15430148129865,2,0.561495937087348
ENTPD1,eqtl-a-ENSG00000138185,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000138185 || id:eqtl-a-ENSG00000138185,MR Egger,2.22726669413874,2,0.328363731646326
ENTPD1,eqtl-a-ENSG00000138185,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000138185 || id:eqtl-a-ENSG00000138185,Inverse variance weighted,2.27114187977413,3,0.518071888514596
SCRN2,eqtl-a-ENSG00000141295,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000141295 || id:eqtl-a-ENSG00000141295,MR Egger,0.0432235315515898,1,0.835304943036678
SCRN2,eqtl-a-ENSG00000141295,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000141295 || id:eqtl-a-ENSG00000141295,Inverse variance weighted,0.657013668628838,2,0.719998007516241
TMEM63A,eqtl-a-ENSG00000196187,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000196187 || id:eqtl-a-ENSG00000196187,MR Egger,0.0255692858019054,1,0.872956705932799
TMEM63A,eqtl-a-ENSG00000196187,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000196187 || id:eqtl-a-ENSG00000196187,Inverse variance weighted,0.111277242731686,2,0.945880895280417
DCTN5,eqtl-a-ENSG00000166847,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000166847 || id:eqtl-a-ENSG00000166847,MR Egger,2.79427836257994,2,0.247303443222625
DCTN5,eqtl-a-ENSG00000166847,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000166847 || id:eqtl-a-ENSG00000166847,Inverse variance weighted,4.86608224314453,3,0.181870037562869
PCYOX1L,eqtl-a-ENSG00000145882,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000145882 || id:eqtl-a-ENSG00000145882,MR Egger,1.76172332219359,2,0.414425663318582
PCYOX1L,eqtl-a-ENSG00000145882,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000145882 || id:eqtl-a-ENSG00000145882,Inverse variance weighted,2.5772007669568,3,0.461500573659343
CARD16,eqtl-a-ENSG00000204397,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000204397 || id:eqtl-a-ENSG00000204397,MR Egger,3.27174793053934,2,0.194782064129543
CARD16,eqtl-a-ENSG00000204397,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000204397 || id:eqtl-a-ENSG00000204397,Inverse variance weighted,5.76019605977594,3,0.123878280091437
CCDC92,eqtl-a-ENSG00000119242,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000119242 || id:eqtl-a-ENSG00000119242,MR Egger,0.108863925813952,1,0.741441265463179
CCDC92,eqtl-a-ENSG00000119242,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000119242 || id:eqtl-a-ENSG00000119242,Inverse variance weighted,0.905934222193026,2,0.635739042042582
ZNF783,eqtl-a-ENSG00000204946,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000204946 || id:eqtl-a-ENSG00000204946,MR Egger,0.387321183863323,1,0.533710872833608
ZNF783,eqtl-a-ENSG00000204946,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000204946 || id:eqtl-a-ENSG00000204946,Inverse variance weighted,0.439863013096087,2,0.802573767127703
SLC36A4,eqtl-a-ENSG00000180773,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000180773 || id:eqtl-a-ENSG00000180773,MR Egger,6.7768506064928,1,0.00923476907936124
SLC36A4,eqtl-a-ENSG00000180773,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000180773 || id:eqtl-a-ENSG00000180773,Inverse variance weighted,8.13548234818433,2,0.0171160069548381
EPB41L2,eqtl-a-ENSG00000079819,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000079819 || id:eqtl-a-ENSG00000079819,MR Egger,5.31487692508458,1,0.0211440872732843
EPB41L2,eqtl-a-ENSG00000079819,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000079819 || id:eqtl-a-ENSG00000079819,Inverse variance weighted,5.77224737030371,2,0.0557920615886547
TUFM,eqtl-a-ENSG00000178952,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000178952 || id:eqtl-a-ENSG00000178952,MR Egger,0.207172205408317,1,0.648992886698569
TUFM,eqtl-a-ENSG00000178952,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000178952 || id:eqtl-a-ENSG00000178952,Inverse variance weighted,4.22841754131837,2,0.120728775922159
MTHFR,eqtl-a-ENSG00000177000,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000177000 || id:eqtl-a-ENSG00000177000,MR Egger,0.101397971291288,1,0.750158420050342
MTHFR,eqtl-a-ENSG00000177000,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000177000 || id:eqtl-a-ENSG00000177000,Inverse variance weighted,5.28160155951152,2,0.0713041477704173
CPSF1,eqtl-a-ENSG00000071894,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000071894 || id:eqtl-a-ENSG00000071894,MR Egger,0.155587498231838,2,0.925155220949339
CPSF1,eqtl-a-ENSG00000071894,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000071894 || id:eqtl-a-ENSG00000071894,Inverse variance weighted,1.24845107795057,3,0.741408712025373
EIF4E3,eqtl-a-ENSG00000163412,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000163412 || id:eqtl-a-ENSG00000163412,MR Egger,0.863207476447363,2,0.649466684523219
EIF4E3,eqtl-a-ENSG00000163412,ieu-a-832,Rheumatoid arthritis || id:ieu-a-832,ENSG00000163412 || id:eqtl-a-ENSG00000163412,Inverse variance weighted,0.873118416012116,3,0.831909624209853
