gene,logFC_unadj,P_unadj,FDR_unadj,logFC_adj,P_adj,FDR_adj,sig_unadjusted,sig_adjusted,status
LTK,-0.57732763406154,3.01893460144212e-14,5.13609812399215e-11,-0.578056427878711,2.94848563125575e-13,4.64769790054844e-09,TRUE,TRUE,retained
MAGED1,-0.391419485317876,3.41888195148492e-16,2.69459181006284e-12,-0.310966942119432,3.91978200654557e-12,3.08937618845889e-08,TRUE,TRUE,retained
KDM1A,-0.294410424837975,6.21003504177865e-16,3.26295941211856e-12,-0.237888066101592,7.04398844746724e-12,3.7011463299142e-08,TRUE,TRUE,retained
HMGB2,0.673800937190016,2.86942263533336e-16,2.69459181006284e-12,0.464050376266735,1.0345220986118e-11,4.07679296010444e-08,TRUE,TRUE,retained
C1GALT1C1,0.646928821737564,1.12642901843459e-15,4.43897515439613e-12,0.446868457312719,6.01290057070253e-11,1.89562703391968e-07,TRUE,TRUE,retained
FKBP11,-0.325205177721538,1.68926979396866e-11,2.50703086111938e-09,-0.326186961500445,9.35354560622877e-11,2.45733232318307e-07,TRUE,TRUE,retained
CLEC4D,1.16915360855525,3.24131729101529e-14,5.13609812399215e-11,0.916192313844013,1.50365259605182e-10,3.38601083879498e-07,TRUE,TRUE,retained
NAT10,-0.32442423131021,8.01295200731452e-14,9.71601249933068e-11,-0.252595999339194,2.80401445794584e-10,5.52495998757504e-07,TRUE,TRUE,retained
MCM3AP,-0.259943349821954,5.41766489253235e-14,7.11655430841562e-11,-0.199000217548949,5.2957648358142e-10,8.75722964684197e-07,TRUE,TRUE,retained
CSGALNACT2,0.457120210221542,8.1280430521613e-15,2.56244685262437e-11,0.323138213277089,5.55556026571209e-10,8.75722964684197e-07,TRUE,TRUE,retained
ARG1,1.36046631995879,2.48614288199177e-11,3.18610327226311e-09,1.24725729459996,7.22673117288975e-10,8.97022066454087e-07,TRUE,TRUE,retained
ACTR10,0.235539950004475,3.58415779762188e-14,5.13609812399215e-11,0.162651415237999,7.66557834058944e-10,8.97022066454087e-07,TRUE,TRUE,retained
PCSK7,-0.367170815782908,2.42514196012595e-13,2.06649143232776e-10,-0.299382199497586,7.85357323795155e-10,8.97022066454087e-07,TRUE,TRUE,retained
WDR6,-0.309957701852466,5.07701431708439e-13,2.66763255600671e-10,-0.246950926228856,7.96695358139771e-10,8.97022066454087e-07,TRUE,TRUE,retained
NOP2,-0.277370790331029,3.82160979951234e-13,2.28616979952948e-10,-0.225763585417503,1.32028268021028e-09,1.27305760122709e-06,TRUE,TRUE,retained
CCR5,-0.50143949191142,6.20872836340072e-10,3.16725518421636e-08,-0.519258701112781,1.35450102457952e-09,1.27305760122709e-06,TRUE,TRUE,retained
STARD3NL,0.450404718293914,3.42267139854488e-14,5.13609812399215e-11,0.295155277577598,1.37296068139697e-09,1.27305760122709e-06,TRUE,TRUE,retained
S100A8,0.495844473154832,2.88213372081296e-14,5.13609812399215e-11,0.348012772036131,1.59987461107031e-09,1.4010457496834e-06,TRUE,TRUE,retained
SRRT,-0.299007485241408,1.1585682164247e-13,1.30446505682161e-10,-0.211900062754779,1.88441259757906e-09,1.40398975555414e-06,TRUE,TRUE,retained
STX7,0.429313217179884,3.19199679596961e-14,5.13609812399215e-11,0.293077233530796,1.94956066537993e-09,1.40398975555414e-06,TRUE,TRUE,retained
UBAP2,-0.36285600230005,2.78148303693528e-13,2.06649143232776e-10,-0.280159769508069,1.95341145494899e-09,1.40398975555414e-06,TRUE,TRUE,retained
MS4A4A,0.853633218252722,1.74824194690403e-12,5.51150756180963e-10,0.729660240482089,1.96044271100994e-09,1.40398975555414e-06,TRUE,TRUE,retained
FCGBP,-0.744604940950839,1.82842826351908e-11,2.62013770162285e-09,-0.682595163537375,2.0485798628272e-09,1.40398975555414e-06,TRUE,TRUE,retained
SLC16A6,0.433075915289965,9.15367368265558e-12,1.71773045547262e-09,0.383855002387184,2.18580259889975e-09,1.4356169319357e-06,TRUE,TRUE,retained
MYCBP2,-0.244049417071785,2.80634733437433e-12,7.76078123363905e-10,-0.186534196986583,2.52237484598476e-09,1.56290555854933e-06,TRUE,TRUE,retained
CHERP,-0.315509943582901,1.51091236042576e-13,1.58776743582608e-10,-0.208861679803024,2.62976522679827e-09,1.56290555854933e-06,TRUE,TRUE,retained
DVL2,-0.218391344682418,5.77360778359439e-13,2.93578643525156e-10,-0.169590849889659,2.67705703741877e-09,1.56290555854933e-06,TRUE,TRUE,retained
ZBTB4,-0.335234524364634,2.47592096732183e-12,7.22739670516555e-10,-0.271101640529855,3.06994943193519e-09,1.72827188912837e-06,TRUE,TRUE,retained
EXOC6,0.456920792677308,1.00747505652136e-12,3.87337300388932e-10,0.349778476314091,3.43685671669317e-09,1.86528487581363e-06,TRUE,TRUE,retained
COQ2,0.444874222427923,7.80318187677658e-13,3.23688305062182e-10,0.355288057205543,3.54999341967956e-09,1.86528487581363e-06,TRUE,TRUE,retained
ESYT1,-0.381338540358349,2.72257834773865e-13,2.06649143232776e-10,-0.280362915330073,4.21887510682973e-09,2.14522994545023e-06,TRUE,TRUE,retained
SIDT1,-0.330076266989257,8.83589272245939e-11,7.65275697714985e-09,-0.284093674914714,4.54868390791811e-09,2.24065326376603e-06,TRUE,TRUE,retained
BTBD10,0.349407801537453,6.05163584068426e-13,2.98099799239706e-10,0.266466766687411,5.45584188592834e-09,2.54335632808354e-06,TRUE,TRUE,retained
C5orf30,0.489852428618993,2.79321194647636e-13,2.06649143232776e-10,0.352091701321426,5.48589197201296e-09,2.54335632808354e-06,TRUE,TRUE,retained
U2AF2,-0.290617525025821,2.6041242719566e-13,2.06649143232776e-10,-0.210908890326198,8.04028591261019e-09,3.62111505258498e-06,TRUE,TRUE,retained
PDDC1,-0.317786828719081,3.93435401768409e-13,2.28616979952948e-10,-0.241865676071545,8.35730745613416e-09,3.65933992864008e-06,TRUE,TRUE,retained
SAMSN1,0.576712793428079,7.28212870875339e-13,3.18856096766888e-10,0.35770454956896,8.65871512726572e-09,3.68884666354296e-06,TRUE,TRUE,retained
CXCR6,-0.567293888215565,5.41231405222188e-08,9.8629255959738e-07,-0.621418588886343,9.42869077175765e-09,3.85856772433885e-06,TRUE,TRUE,retained
YPEL5,0.268619579968535,4.06094997061635e-13,2.28616979952948e-10,0.179720161958741,9.54666886057319e-09,3.85856772433885e-06,TRUE,TRUE,retained
MMS19,-0.221192382794931,2.41728623437296e-12,7.18937413441904e-10,-0.165292561806589,1.69214367175327e-08,6.6683151744617e-06,TRUE,TRUE,retained
ZMIZ2,-0.331469873166996,5.21736598667266e-12,1.15832873306931e-09,-0.242785915678252,1.73597493338226e-08,6.6741885060743e-06,TRUE,TRUE,retained
BMX,0.702226249691831,1.48391263033325e-08,3.51214936815962e-07,0.698569053900141,1.88149258037756e-08,7.06142084392656e-06,TRUE,TRUE,retained
NOLC1,-0.22769132329344,6.24347718576122e-10,3.17470744771465e-08,-0.206698911966575,1.96636232236327e-08,7.12526076590802e-06,TRUE,TRUE,retained
ZDHHC17,0.53195141008634,4.02613087001518e-13,2.28616979952948e-10,0.3331444409047,2.02513590951081e-08,7.12526076590802e-06,TRUE,TRUE,retained
PEX2,0.610054163851878,7.26710487675151e-13,3.18856096766888e-10,0.354295738786011,2.07339245908252e-08,7.12526076590802e-06,TRUE,TRUE,retained
PTBP1,-0.278050305888493,1.00396139373495e-12,3.87337300388932e-10,-0.191508421406109,2.07931228339637e-08,7.12526076590802e-06,TRUE,TRUE,retained
KHSRP,-0.363591278013083,3.42104422825618e-13,2.28616979952948e-10,-0.224720860446976,2.15763582584072e-08,7.23634330270795e-06,TRUE,TRUE,retained
DHRS7B,0.178803012275176,2.95025148912735e-05,0.000199164086608627,0.22505785694386,2.22990726977523e-08,7.32292256113894e-06,TRUE,TRUE,retained
FEM1C,0.348244544395202,2.77793274075489e-11,3.36835029173226e-09,0.282361379153631,2.28694786194469e-08,7.35697125466002e-06,TRUE,TRUE,retained
ITGAL,-0.3482962222492,4.92675818707557e-13,2.66763255600671e-10,-0.236434465519209,2.63381837158499e-08,8.30337579825883e-06,TRUE,TRUE,retained
EVI2A,0.889156575153767,2.04884693033468e-13,2.0184983851791e-10,0.524682822022356,2.89260733353713e-08,8.94042537226388e-06,TRUE,TRUE,retained
LYRM5,0.448038322920123,2.88414714909666e-13,2.06649143232776e-10,0.274886152017781,2.98281428874167e-08,9.04194262181442e-06,TRUE,TRUE,retained
CHMP5,0.620770682342747,4.04945829794837e-13,2.28616979952948e-10,0.396159700065515,3.28433994147194e-08,9.60054541972149e-06,TRUE,TRUE,retained
P2RY8,-0.290686786353997,2.0044650956513e-11,2.7500028287181e-09,-0.231446690831991,3.28890092409415e-08,9.60054541972149e-06,TRUE,TRUE,retained
CAPZA2,0.45601355741941,6.97172810798155e-13,3.18856096766888e-10,0.281786375765208,3.74077296050929e-08,1.07050955315076e-05,TRUE,TRUE,retained
JAK2,0.511183960369767,2.6156314407695e-12,7.49639970924539e-10,0.358199307589189,3.80311710819278e-08,1.07050955315076e-05,TRUE,TRUE,retained
SREBF2,-0.263129982660151,3.40304753358949e-11,3.91549184466943e-09,-0.218220063172845,4.13870751404025e-08,1.0954550442203e-05,TRUE,TRUE,retained
BCL2A1,1.15834995079186,8.8040952667008e-13,3.55843470997448e-10,0.732214963286956,4.16562962721881e-08,1.0954550442203e-05,TRUE,TRUE,retained
SUPT5H,-0.319567933115935,6.72618435097582e-13,3.18856096766888e-10,-0.186813829063969,4.18978435622311e-08,1.0954550442203e-05,TRUE,TRUE,retained
DYNC1H1,-0.312523268219623,1.44392066955103e-11,2.29904257718514e-09,-0.229187179602086,4.20533353189457e-08,1.0954550442203e-05,TRUE,TRUE,retained
SMARCC2,-0.335937600753869,1.5709431196431e-12,5.15891174894461e-10,-0.207687942410622,4.23921573922721e-08,1.0954550442203e-05,TRUE,TRUE,retained
BLOC1S2,0.480681165307118,7.61974217783175e-13,3.23688305062182e-10,0.295586787093708,4.45118741212872e-08,1.13167850286105e-05,TRUE,TRUE,retained
MLLT6,-0.36983704026901,1.53699308574021e-12,5.15481319372827e-10,-0.254329235172214,4.53750447534292e-08,1.13531242928302e-05,TRUE,TRUE,retained
TMC8,-0.387515134174888,5.95756562343544e-12,1.28642612222209e-09,-0.275364843113342,4.71795741211799e-08,1.14761790346916e-05,TRUE,TRUE,retained
MAP4K1,-0.348930713338303,1.90377285434816e-11,2.69366082140847e-09,-0.257952923599653,4.76031218552036e-08,1.14761790346916e-05,TRUE,TRUE,retained
SF3B3,-0.347956421169206,1.33492107569796e-12,4.67608020360597e-10,-0.227497346947406,4.8050993864724e-08,1.14761790346916e-05,TRUE,TRUE,retained
HAT1,0.79503826209503,1.83094416092013e-12,5.65905349187921e-10,0.469224292232717,5.12702058250418e-08,1.20622724540318e-05,TRUE,TRUE,retained
RNF146,0.256219055530729,2.74670683718745e-11,3.35645531654832e-09,0.200170322617934,5.47150458055991e-08,1.26834303975538e-05,TRUE,TRUE,retained
TBC1D15,0.48392698923136,7.43839397964253e-12,1.44754820124821e-09,0.308579187542985,5.62458016548796e-08,1.27101808060342e-05,TRUE,TRUE,retained
CARD11,-0.259684805900735,1.14468594727342e-10,9.3490593714357e-09,-0.209866568113969,5.64431045119834e-08,1.27101808060342e-05,TRUE,TRUE,retained
GEMIN4,-0.344349810592954,5.01075322299027e-12,1.15832873306931e-09,-0.254853391855276,5.98903072090632e-08,1.32964917258657e-05,TRUE,TRUE,retained
NLRC3,-0.312207884725436,2.54353238365825e-09,8.90971132524555e-08,-0.283926715873719,6.34197372234393e-08,1.37802078007663e-05,TRUE,TRUE,retained
ABCF1,-0.322453173116371,1.04655796810731e-12,3.92783172649418e-10,-0.20818948272237,6.38174947317098e-08,1.37802078007663e-05,TRUE,TRUE,retained
ZNF230,0.663494306450212,1.1303537620859e-12,4.14366659343257e-10,0.430426959103315,6.54641119349559e-08,1.38688103795019e-05,TRUE,TRUE,retained
RB1CC1,0.472547923327934,1.45437596944316e-12,4.98376704485488e-10,0.31614427041392,6.59874883247252e-08,1.38688103795019e-05,TRUE,TRUE,retained
ITPR3,-0.316207476575478,6.69635657303023e-09,1.85835684261753e-07,-0.286797831341841,7.01074804804868e-08,1.4540844931762e-05,TRUE,TRUE,retained
SLC37A3,0.643823751202246,1.47312750961858e-11,2.32172317575727e-09,0.496068624418619,7.14052329828624e-08,1.45948209810228e-05,TRUE,TRUE,retained
DDX27,-0.246210421084628,8.67549829235089e-12,1.66770584856496e-09,-0.181245317562852,7.22195036807573e-08,1.45948209810228e-05,TRUE,TRUE,retained
LRBA,-0.330037211988361,4.68627028997908e-11,4.892031694102e-09,-0.253870372196917,7.42053754891085e-08,1.4706062921898e-05,TRUE,TRUE,retained
ABCB1,-0.289146399310182,2.0654494079143e-05,0.000144958499630246,-0.370410129573037,7.46358582599655e-08,1.4706062921898e-05,TRUE,TRUE,retained
NBAS,-0.279225935066835,4.53427358161019e-11,4.79689627294775e-09,-0.211543646997089,7.66305287807491e-08,1.49126793230981e-05,TRUE,TRUE,retained
TANK,0.350022789244144,1.62615868890189e-12,5.23125294146132e-10,0.239984793347181,8.27711938983101e-08,1.59112479197447e-05,TRUE,TRUE,retained
ATAD2B,0.414825501704789,5.73105863363534e-12,1.25470385058325e-09,0.256309762181908,8.80106500490856e-08,1.67146009243824e-05,TRUE,TRUE,retained
TBC1D23,0.369978697158803,3.4346382457274e-12,9.02336711123351e-10,0.23326407157215,9.28936407110752e-08,1.73178088199388e-05,TRUE,TRUE,retained
NSUN5P1,-0.299151933069329,1.48762317294604e-11,2.32172317575727e-09,-0.209582491608386,9.33841115076319e-08,1.73178088199388e-05,TRUE,TRUE,retained
PDCD6,0.183039737839352,2.04374830385813e-10,1.38860364283257e-08,0.154642650697401,9.51848236822427e-08,1.74464927407348e-05,TRUE,TRUE,retained
RAI1,-0.25096728941231,4.12319284074193e-09,1.25984255807147e-07,-0.233850383961879,9.69006905454801e-08,1.75568458053839e-05,TRUE,TRUE,retained
USP36,-0.392441259156692,6.53582689686918e-12,1.37365652500465e-09,-0.27985966632901,1.06370421173792e-07,1.90536016927555e-05,TRUE,TRUE,retained
NFATC3,-0.395610046752708,7.22181284938186e-12,1.44722055042374e-09,-0.263895662844402,1.08849626931197e-07,1.92786142619827e-05,TRUE,TRUE,retained
IRF3,-0.297381300013875,3.90859551488155e-12,9.90360895377863e-10,-0.198451684279235,1.19105004725298e-07,2.05082751904494e-05,TRUE,TRUE,retained
CXorf23,0.567256333069783,1.28043203823692e-12,4.58714777698376e-10,0.36333541754291,1.19144842443927e-07,2.05082751904494e-05,TRUE,TRUE,retained
CLK2,-0.178309932207272,2.66754004348369e-11,3.337177278209e-09,-0.133839391476386,1.1969557302045e-07,2.05082751904494e-05,TRUE,TRUE,retained
ZNF609,-0.367593347855175,4.32697738210033e-12,1.06572100740699e-09,-0.250033410385854,1.22376481429564e-07,2.05443418413818e-05,TRUE,TRUE,retained
DPAGT1,-0.276095447597786,9.92235638621962e-12,1.84007180842329e-09,-0.196335741398933,1.22512728103146e-07,2.05443418413818e-05,TRUE,TRUE,retained
PLCG1,-0.363726774963256,2.74682951110025e-11,3.35645531654832e-09,-0.26488655838636,1.32746769417674e-07,2.20261823824294e-05,TRUE,TRUE,retained
PHTF1,0.356470120959409,8.42021513957794e-10,3.93475775356095e-08,0.307906714714667,1.35428415137576e-07,2.22370636230585e-05,TRUE,TRUE,retained
GPD2,0.291973737199554,4.40304228129858e-09,1.32200296152589e-07,0.268939995867691,1.42652786936369e-07,2.3181813200804e-05,TRUE,TRUE,retained
LPGAT1,0.307140849678747,4.66546403475922e-12,1.09763745641656e-09,0.214557714178804,1.45181879198013e-07,2.31861462816002e-05,TRUE,TRUE,retained
FBLN2,-0.226523196473674,1.03730756085345e-08,2.66304219572199e-07,-0.221560444401421,1.45621295557852e-07,2.31861462816002e-05,TRUE,TRUE,retained
CASP2,-0.201525392346898,1.06376851872418e-11,1.92737737478728e-09,-0.14611559541244,1.55715794175833e-07,2.45454806359365e-05,TRUE,TRUE,retained
EHMT1,-0.27576569705495,1.13897200766644e-11,1.95147997357023e-09,-0.195994527309003,1.59232766615568e-07,2.48513475263485e-05,TRUE,TRUE,retained
POLG,-0.204233087800593,7.79938407408924e-11,7.09677410057763e-09,-0.151772079933329,1.63808291311886e-07,2.53148048622476e-05,TRUE,TRUE,retained
ST6GALNAC3,0.493018660805949,2.15846453381577e-10,1.43560660111975e-08,0.389113603458121,1.69199478654864e-07,2.5587448522036e-05,TRUE,TRUE,retained
DDX24,-0.325096397493303,2.12843392584782e-11,2.86756444214864e-09,-0.218244802373245,1.69466262897651e-07,2.5587448522036e-05,TRUE,TRUE,retained
ZFP91,-0.178561837952031,2.88757489542846e-11,3.47456817378922e-09,-0.127671725904677,1.70517700121312e-07,2.5587448522036e-05,TRUE,TRUE,retained
ZFAND6,0.286417694750695,1.69540903226661e-11,2.50703086111938e-09,0.198561871262015,1.72065567679744e-07,2.5587448522036e-05,TRUE,TRUE,retained
HDAC1,-0.208359418903449,3.98870909827008e-11,4.36625149416884e-09,-0.152418193479935,1.78251506603962e-07,2.62596121364322e-05,TRUE,TRUE,retained
PPP4R2,0.506803856478913,3.32204522505698e-12,8.87549133602935e-10,0.314654284786496,1.8449243235276e-07,2.69273538071903e-05,TRUE,TRUE,retained
ITGB7,-0.37795974213715,7.81408776910681e-11,7.09677410057763e-09,-0.285776619044549,1.86362376561267e-07,2.69507352452776e-05,TRUE,TRUE,retained
CLSTN1,-0.371169826082397,1.0937139359351e-11,1.95147997357023e-09,-0.227575818707428,1.93465600273101e-07,2.74047333869293e-05,TRUE,TRUE,retained
CPNE8,0.57395219048001,4.45912859261371e-12,1.081372984698e-09,0.380107428277363,1.9530148639876e-07,2.74047333869293e-05,TRUE,TRUE,retained
PPP1R12A,0.426328640471599,2.34317528405396e-12,7.10297538510433e-10,0.245552105230833,1.95978336241662e-07,2.74047333869293e-05,TRUE,TRUE,retained
AKR1C3,0.773199303002685,2.01328414614358e-11,2.7500028287181e-09,0.558667648941685,1.97534646511465e-07,2.74047333869293e-05,TRUE,TRUE,retained
FAM160B1,0.410312862591448,7.37747146071702e-12,1.44754820124821e-09,0.279697815823888,1.98194481133664e-07,2.74047333869293e-05,TRUE,TRUE,retained
FOXP4,-0.338629562689279,1.40248627913279e-10,1.07840932770586e-08,-0.274969839002269,2.01378386949668e-07,2.76028479433706e-05,TRUE,TRUE,retained
RORC,-0.455132346208108,1.12003322981591e-08,2.82481340825411e-07,-0.431923142636064,2.05346708334599e-07,2.79041393403301e-05,TRUE,TRUE,retained
TNPO2,-0.267116655296467,3.59791791791067e-11,4.06120254996646e-09,-0.196325731395101,2.1797043545382e-07,2.93663929406715e-05,TRUE,TRUE,retained
SLA,0.170980213204472,1.98414799356846e-06,1.93780203361955e-05,0.192973858426508,2.21038722726811e-07,2.95274015791756e-05,TRUE,TRUE,retained
HECW2,0.745838836890688,6.67408367702858e-10,3.33979622225402e-08,0.617454070235108,2.24767885809144e-07,2.97732452437777e-05,TRUE,TRUE,retained
SNRNP200,-0.276883391993957,7.25308783121712e-12,1.44722055042374e-09,-0.193472769880845,2.36098035462709e-07,3.08648750456891e-05,TRUE,TRUE,retained
MMADHC,0.18240250364032,1.80358223670912e-11,2.60824466029779e-09,0.121754109360372,2.3692507013439e-07,3.08648750456891e-05,TRUE,TRUE,retained
SUPV3L1,-0.226037974884017,9.3768578690405e-10,4.25560379823274e-08,-0.196575495352198,2.41025230059943e-07,3.08955375653727e-05,TRUE,TRUE,retained
TAF7,0.414877744578732,3.75883840181308e-12,9.713208152095e-10,0.244389489852627,2.41080449187391e-07,3.08955375653727e-05,TRUE,TRUE,retained
BRD2,-0.307883219662201,5.15123711488857e-12,1.15832873306931e-09,-0.209124039237173,2.44515257536683e-07,3.10830161657317e-05,TRUE,TRUE,retained
UBE2W,0.465067561955912,3.05027749580608e-12,8.28991795972262e-10,0.294658987869545,2.58034156162868e-07,3.23168212203452e-05,TRUE,TRUE,retained
GPR160,0.475026976192028,4.78154742431318e-10,2.60852150621443e-08,0.390469982817368,2.59336725725245e-07,3.23168212203452e-05,TRUE,TRUE,retained
GZMK,-0.194964534107913,0.0525890056539499,0.118745236516719,-0.449286935581032,2.62959796174328e-07,3.23168212203452e-05,FALSE,TRUE,gained after adjustment
BIRC2,0.459500757744454,1.11350374473534e-11,1.95147997357023e-09,0.270572615029009,2.63431842505524e-07,3.23168212203452e-05,TRUE,TRUE,retained
YLPM1,-0.316346323348601,1.58854268979883e-11,2.40771138647106e-09,-0.200887091658322,2.66145658431481e-07,3.23168212203452e-05,TRUE,TRUE,retained
WNT10B,-0.305056697584064,5.19468418656786e-06,4.40472333689452e-05,-0.360318195660975,2.67344716648466e-07,3.23168212203452e-05,TRUE,TRUE,retained
IARS,-0.214711411337098,1.27660719667915e-08,3.14424363144585e-07,-0.191491355169231,2.69432576365946e-07,3.23168212203452e-05,TRUE,TRUE,retained
SMARCD1,-0.287532039611923,5.19324773267688e-12,1.15832873306931e-09,-0.181323742017205,2.72392448655809e-07,3.23168212203452e-05,TRUE,TRUE,retained
PARP1,-0.275029195306828,9.31589968843945e-10,4.24411927135465e-08,-0.20889051291139,2.73445169606478e-07,3.23168212203452e-05,TRUE,TRUE,retained
CMTM2,0.331147435941831,1.50986813559727e-08,3.53641180110248e-07,0.3088328956472,2.75379531597903e-07,3.23168212203452e-05,TRUE,TRUE,retained
EXOSC10,-0.310554966647595,2.44037913288432e-11,3.15308985833242e-09,-0.211899879259894,2.76772877291544e-07,3.23168212203452e-05,TRUE,TRUE,retained
SLC41A1,-0.304623981537326,4.05591722907302e-10,2.29459045302417e-08,-0.244095111439366,2.82662109697876e-07,3.26771519598214e-05,TRUE,TRUE,retained
AP3D1,-0.260074399561339,1.35512337876004e-11,2.17967447136678e-09,-0.179921782969654,2.84969974586581e-07,3.26771519598214e-05,TRUE,TRUE,retained
C18orf25,0.304524978952614,4.65941912779497e-12,1.09763745641656e-09,0.196828804799042,2.8607796551769e-07,3.26771519598214e-05,TRUE,TRUE,retained
CREB3L2,-0.233935913752486,6.77391910073341e-10,3.37902806281205e-08,-0.196175692239886,2.90140709735814e-07,3.29027914213355e-05,TRUE,TRUE,retained
COL4A3,-0.39523683248555,2.27627893557656e-07,3.21226364024112e-06,-0.411591824745136,2.94875382438845e-07,3.32008618098823e-05,TRUE,TRUE,retained
MTMR6,0.402319658126581,7.06999378039791e-12,1.44722055042374e-09,0.276307185474622,3.04832945112889e-07,3.40785937149963e-05,TRUE,TRUE,retained
MYO1G,-0.316254151166804,3.47433896731866e-10,2.04350765454642e-08,-0.270080237315482,3.21094884427225e-07,3.55706098560197e-05,TRUE,TRUE,retained
PIAS3,-0.20069829816398,3.94366927921866e-09,1.22611555913853e-07,-0.180133860254242,3.2269220385782e-07,3.55706098560197e-05,TRUE,TRUE,retained
NUMA1,-0.315561612242316,1.12561939011186e-11,1.95147997357023e-09,-0.202294703201412,3.2939940732407e-07,3.60577976225647e-05,TRUE,TRUE,retained
ZNF267,0.792520040916434,3.95817651518146e-12,9.90360895377863e-10,0.47491218489057,3.39538724564509e-07,3.68404142033603e-05,TRUE,TRUE,retained
CNIH4,0.555717366917,1.18608467158266e-11,2.01034975033951e-09,0.348208023982544,3.41223147477676e-07,3.68404142033603e-05,TRUE,TRUE,retained
SCRN1,-0.359569430501078,1.00870514809891e-10,8.56891301835051e-09,-0.277176902104107,3.44374632758249e-07,3.69277369807366e-05,TRUE,TRUE,retained
UBQLN4,-0.268483185396833,6.77545149098864e-11,6.5958912423548e-09,-0.2033807840577,3.5598174350416e-07,3.79144609652437e-05,TRUE,TRUE,retained
RSAD1,-0.190989776951211,6.12806222190751e-09,1.73112266673706e-07,-0.165100013792314,3.67439743721563e-07,3.87209381272523e-05,TRUE,TRUE,retained
NDUFB3,0.634793776000762,2.70118859511736e-12,7.60336354014909e-10,0.396742624921474,3.68466708056071e-07,3.87209381272523e-05,TRUE,TRUE,retained
PPRC1,-0.320455135804082,3.45748202879306e-11,3.94929632028007e-09,-0.219370411416086,3.78081166500486e-07,3.94681683943521e-05,TRUE,TRUE,retained
ENTPD1,0.322913392736782,8.76338994719124e-09,2.32009682144582e-07,0.282653496780557,4.06979277355753e-07,4.2205357558939e-05,TRUE,TRUE,retained
SRPK1,0.278931242733268,7.37259768218355e-08,1.2687145989548e-06,0.271743067560575,4.14183278915555e-07,4.26478028509241e-05,TRUE,TRUE,retained
FAM198B,0.465457649228115,1.7624236113177e-10,1.2417460799738e-08,0.354246902883057,4.16656831760598e-07,4.26478028509241e-05,TRUE,TRUE,retained
ILF3,-0.208274201562677,6.41758944125196e-08,1.13174258990173e-06,-0.193728072617983,4.5245020114871e-07,4.57093249327563e-05,TRUE,TRUE,retained
QRICH1,-0.197204647633886,2.35904223237657e-10,1.53712564059158e-08,-0.146143204002584,4.55163902938393e-07,4.57093249327563e-05,TRUE,TRUE,retained
UQCRQ,0.735588022647833,6.28929025068521e-12,1.33970381380474e-09,0.426238798314692,4.55266384218914e-07,4.57093249327563e-05,TRUE,TRUE,retained
SLC35A5,0.329857796013712,3.05340670565936e-11,3.61886089483522e-09,0.239342085685155,4.61560124209294e-07,4.60479255563993e-05,TRUE,TRUE,retained
FBXO21,-0.281211798916379,1.09409964218215e-09,4.73799248893332e-08,-0.22376638361628,4.65810159400935e-07,4.61796575008613e-05,TRUE,TRUE,retained
SMPDL3A,0.521019498607421,5.92978599199172e-09,1.68564355584739e-07,0.462670481342046,4.75770818138013e-07,4.63440281176771e-05,TRUE,TRUE,retained
CD8A,-0.473970335169915,9.88524318304034e-08,1.61138664213304e-06,-0.455199278502038,4.76260967414657e-07,4.63440281176771e-05,TRUE,TRUE,retained
TMEM167B,0.223904494903154,2.39142880070486e-11,3.1153795194637e-09,0.156539203020376,4.77804487626814e-07,4.63440281176771e-05,TRUE,TRUE,retained
HTATIP2,0.219285204240298,2.89679800978042e-07,3.91278723463314e-06,0.223972930549879,4.79228356479183e-07,4.63440281176771e-05,TRUE,TRUE,retained
SPAST,0.323902842748549,3.24906774185711e-11,3.76581285403629e-09,0.224791547927572,4.88721817031493e-07,4.6973914645533e-05,TRUE,TRUE,retained
RBM7,0.331036783054882,9.09304183721993e-12,1.71773045547262e-09,0.20879248125821,4.95143053516698e-07,4.73026663792952e-05,TRUE,TRUE,retained
MED28,0.19798292807105,2.12864114186349e-10,1.42782001358273e-08,0.151215731689893,5.0821455943125e-07,4.82589524115349e-05,TRUE,TRUE,retained
TTC33,0.715801949653958,1.13746383539842e-11,1.95147997357023e-09,0.406253885583334,5.14965141004506e-07,4.86071587883475e-05,TRUE,TRUE,retained
FCRL3,-0.355390445398159,1.31150428277459e-06,1.385608314327e-05,-0.369652431620403,5.42576791428233e-07,5.03987375041157e-05,TRUE,TRUE,retained
CPEB2,0.602656289332604,6.91103313289051e-12,1.43340283254938e-09,0.383082711547571,5.44212828835734e-07,5.03987375041157e-05,TRUE,TRUE,retained
NOL6,-0.231314880986373,5.20752881964012e-10,2.76384770316455e-08,-0.185356134909153,5.45466628772099e-07,5.03987375041157e-05,TRUE,TRUE,retained
IFFO2,-0.300122534919887,2.00738941235878e-09,7.35438499119356e-08,-0.251105724234401,5.49792804008605e-07,5.03987375041157e-05,TRUE,TRUE,retained
CBLB,-0.262183405257564,1.71837004046205e-08,3.94849372416959e-07,-0.231747165772819,5.49932300368451e-07,5.03987375041157e-05,TRUE,TRUE,retained
CDAN1,-0.30950284102822,4.31726977943391e-10,2.39623674412735e-08,-0.245280664468377,5.56269651004307e-07,5.06848468715658e-05,TRUE,TRUE,retained
TTC31,-0.240892557670614,1.12913365503606e-10,9.31860408603847e-09,-0.173073510833871,5.74169165746281e-07,5.20151066647048e-05,TRUE,TRUE,retained
