gene,logFC_unadj,P_unadj,FDR_unadj,logFC_adj,P_adj,FDR_adj,sig_unadjusted,sig_adjusted,status
SMARCA4,-0.563673119762407,1.28388827042245e-11,3.37298846777817e-08,-0.5174804485425,3.14746497737448e-07,0.00231768205953302,TRUE,TRUE,retained
MSTO1,-0.444123622182326,2.36914583885521e-08,1.39346439768189e-06,-0.532537833271159,4.27887483461815e-07,0.00231768205953302,TRUE,TRUE,retained
STARD3NL,0.697482262904324,3.47500635421382e-12,3.2794215301091e-08,0.567802781152976,4.62474033786539e-07,0.00231768205953302,TRUE,TRUE,retained
B3GNT2,0.835376954304917,1.12386865970904e-10,6.82462999576146e-08,0.806475243429674,6.13162923796576e-07,0.00231768205953302,TRUE,TRUE,retained
TRIM23,1.21047811974067,1.17915137837989e-11,3.37298846777817e-08,1.01709477667412,1.03253132323655e-06,0.00231768205953302,TRUE,TRUE,retained
RB1CC1,0.717270012476374,8.74787232951545e-11,6.04796403658505e-08,0.613400918618525,1.10254154037934e-06,0.00231768205953302,TRUE,TRUE,retained
ZNF230,1.09141244519553,2.22311351045061e-11,4.38036728315412e-08,0.883725586479754,1.10498414892342e-06,0.00231768205953302,TRUE,TRUE,retained
TBC1D15,1.00783079918137,5.3994961501183e-12,3.2794215301091e-08,0.717530421452719,1.44019745528845e-06,0.00231768205953302,TRUE,TRUE,retained
C11orf54,0.6151101450154,3.15043739151759e-11,4.96603446024917e-08,0.511837042444749,1.45023262672127e-06,0.00231768205953302,TRUE,TRUE,retained
VCPIP1,0.803090917832283,2.07886394015515e-10,9.63798008490165e-08,0.70014747450266,1.47033055860751e-06,0.00231768205953302,TRUE,TRUE,retained
TTC33,1.30373504909124,8.32182079581071e-12,3.2794215301091e-08,0.979122627268105,1.77547224097373e-06,0.00254425172131536,TRUE,TRUE,retained
MIER1,0.650633388676314,6.28812807475888e-12,3.2794215301091e-08,0.480362215462095,2.42194286573964e-06,0.00278294112644767,TRUE,TRUE,retained
ADARB1,-0.53904705731902,3.60827047643887e-06,4.86545487768229e-05,-0.551357890803588,2.47110563622237e-06,0.00278294112644767,TRUE,TRUE,retained
RNF13,0.43102632236156,1.62252933414547e-08,1.09298845701432e-06,0.45899255986559,2.64992059099479e-06,0.00278294112644767,TRUE,TRUE,retained
TTC31,-0.38904265160304,2.22668733690841e-08,1.36043691828246e-06,-0.417698609713756,2.68411828840824e-06,0.00278294112644767,TRUE,TRUE,retained
MAP4K1,-0.512662265060377,1.25307960598708e-09,2.40881632063102e-07,-0.449056083568745,3.01224786236201e-06,0.00278294112644767,TRUE,TRUE,retained
AK2,-0.240037581650181,2.35310540999251e-05,0.000210630326960318,-0.35408191335927,3.15462459499364e-06,0.00278294112644767,TRUE,TRUE,retained
SIDT2,-0.746981688881147,2.6240756437619e-10,1.11792714520591e-07,-0.554963660870621,3.40829997157658e-06,0.00278294112644767,TRUE,TRUE,retained
ACAD9,-0.443238402202435,4.03593629529552e-06,5.3192695503966e-05,-0.624418336293881,3.73108825244162e-06,0.00278294112644767,TRUE,TRUE,retained
DCHS1,-0.558941258415903,1.9677953809237e-06,3.14907193802034e-05,-0.693573783730923,4.18549030262723e-06,0.00278294112644767,TRUE,TRUE,retained
BCL2A1,1.83658683032758,5.63385131454731e-11,6.04796403658505e-08,1.32964652745549,4.558567569578e-06,0.00278294112644767,TRUE,TRUE,retained
COG2,-0.25609930016017,3.75955158467318e-06,5.02218742620367e-05,-0.339382413757217,4.69272647391349e-06,0.00278294112644767,TRUE,TRUE,retained
SOCS5,0.891455040265969,2.99117523548652e-09,3.74205517753763e-07,0.841479875061417,4.89532669988343e-06,0.00278294112644767,TRUE,TRUE,retained
ZNF138,0.842008324052489,1.44446086663181e-07,4.61846585004407e-06,0.884505457767508,4.92427947731603e-06,0.00278294112644767,TRUE,TRUE,retained
RAB18,0.837551613487156,1.94032916431187e-11,4.36934408814971e-08,0.629768992481419,5.1161217375509e-06,0.00278294112644767,TRUE,TRUE,retained
NAT10,-0.546879066448972,1.34519521756511e-08,9.69272626627389e-07,-0.526188076773529,5.17210049084378e-06,0.00278294112644767,TRUE,TRUE,retained
PDCD10,1.16216077044214,7.21778454981099e-11,6.04796403658505e-08,0.823603466833086,5.2120820719362e-06,0.00278294112644767,TRUE,TRUE,retained
CLSTN1,-0.582748369586653,2.81274258922211e-10,1.15877464100892e-07,-0.505010865311328,5.40367939724952e-06,0.00278294112644767,TRUE,TRUE,retained
POLR3H,-0.299255863365365,1.33478224367777e-06,2.3667235666021e-05,-0.340921384192513,5.52450224209005e-06,0.00278294112644767,TRUE,TRUE,retained
ACADVL,-0.396583853550074,7.82390482815875e-07,1.53622271776368e-05,-0.476742189804898,5.60769423686376e-06,0.00278294112644767,TRUE,TRUE,retained
ECHS1,-0.519934266560571,2.51662515377873e-10,1.10193228608372e-07,-0.437991207413261,5.65118934838868e-06,0.00278294112644767,TRUE,TRUE,retained
GMCL1,0.562177422653823,5.31455373356309e-10,1.6754662100431e-07,0.484713840947141,5.86892240741852e-06,0.00278294112644767,TRUE,TRUE,retained
IMMT,-0.411891745730461,1.35791811944147e-09,2.4603291168685e-07,-0.388250477645264,5.87578220408866e-06,0.00278294112644767,TRUE,TRUE,retained
PLXNA3,-0.418736753809042,1.74213663893178e-08,1.13947302238513e-06,-0.450654983104242,6.10128821912938e-06,0.00278294112644767,TRUE,TRUE,retained
TERF2,-0.561838835617626,1.78931381043928e-08,1.16069767876355e-06,-0.478243596328659,6.18840283924059e-06,0.00278294112644767,TRUE,TRUE,retained
FNDC3A,0.696451861035442,5.72947141761003e-10,1.68745793023822e-07,0.595532717512702,6.45315034235874e-06,0.00278294112644767,TRUE,TRUE,retained
BIRC2,0.777396914346957,7.03117932343392e-10,1.71007028393773e-07,0.636477183849035,6.63332627219088e-06,0.00278294112644767,TRUE,TRUE,retained
IDH3G,-0.541029116472692,7.11952938343092e-10,1.71007028393773e-07,-0.442940031191204,6.83991497774964e-06,0.00278294112644767,TRUE,TRUE,retained
NAT1,1.3675192008252,3.58267229231899e-11,5.13396939489311e-08,0.959600349946275,7.06515430174842e-06,0.00278294112644767,TRUE,TRUE,retained
YPEL5,0.435110770615021,1.125676456828e-10,6.82462999576146e-08,0.34781474933283,7.07184786344354e-06,0.00278294112644767,TRUE,TRUE,retained
TTC32,1.20558708789982,2.32538050161694e-10,1.04728493848537e-07,1.03707603509946,7.2385070217823e-06,0.00278294112644767,TRUE,TRUE,retained
ZDHHC16,-0.29417624525738,2.11298004570836e-08,1.31129545120082e-06,-0.294697438348281,7.78717811887618e-06,0.00287268841294345,TRUE,TRUE,retained
CHMP5,0.98960308739785,6.29939051905702e-10,1.68745793023822e-07,0.707278823278469,7.94413367497588e-06,0.00287268841294345,TRUE,TRUE,retained
FAM91A1,0.666167434793529,4.67865867674874e-11,6.04796403658505e-08,0.495472606975718,8.36522245536221e-06,0.00287268841294345,TRUE,TRUE,retained
EIF2B4,-0.361821278087049,3.45155740704687e-08,1.77837694769722e-06,-0.359183273035604,8.41270138680105e-06,0.00287268841294345,TRUE,TRUE,retained
POGK,-0.405918888945124,8.37460168669304e-09,7.13561331823472e-07,-0.401000830408234,8.43701117917016e-06,0.00287268841294345,TRUE,TRUE,retained
DNAJC11,-0.585939360387725,7.11373638679183e-11,6.04796403658505e-08,-0.454576355640734,8.69689509904415e-06,0.00287268841294345,TRUE,TRUE,retained
OBSCN,-0.387922165467884,2.6855916409506e-05,0.000233239564938316,-0.541563811858409,8.74763965116321e-06,0.00287268841294345,TRUE,TRUE,retained
PRDM15,-0.267761960644945,0.000145048099727396,0.000912003668130411,-0.411078844605293,9.65905778124195e-06,0.00310725975113708,TRUE,TRUE,retained
UBE2W,0.868144325566406,1.57069101202916e-10,8.2529341408719e-08,0.668053632211072,1.00093657991596e-05,0.00312601713606208,TRUE,TRUE,retained
LIG4,1.3043703571881,1.96318390421207e-10,9.58885184458246e-08,0.948644269521021,1.03689406353865e-05,0.00312601713606208,TRUE,TRUE,retained
PPP1R12A,0.759718846117692,6.81557326763744e-11,6.04796403658505e-08,0.537162789509171,1.05292145700089e-05,0.00312601713606208,TRUE,TRUE,retained
GALT,-0.4264144406101,5.33216153641242e-08,2.32799476715337e-06,-0.44456265693293,1.05497438718113e-05,0.00312601713606208,TRUE,TRUE,retained
CD4,-0.593125162867301,9.42530699393565e-11,6.19046308939198e-08,-0.465164453346698,1.0708933917868e-05,0.00312601713606208,TRUE,TRUE,retained
PIP4K2B,-0.471996215146053,2.39725101477142e-08,1.3995506572534e-06,-0.469840499672916,1.11704751220622e-05,0.00320145816998303,TRUE,TRUE,retained
CREM,0.630954993780042,3.89139089366695e-08,1.93501560431773e-06,0.657628378345673,1.15187456694148e-05,0.00324232121405332,TRUE,TRUE,retained
RAB2A,0.500052150571125,2.95020083669181e-08,1.59807614394409e-06,0.467585819590894,1.17687982016852e-05,0.0032444066773549,TRUE,TRUE,retained
EIF6,-0.436703260723974,6.00012543262756e-09,6.02420236907695e-07,-0.407962930415436,1.2057403535863e-05,0.0032444066773549,TRUE,TRUE,retained
SNRPA,-0.411164307157655,9.89541094538979e-08,3.6359292012163e-06,-0.434808562710881,1.22342337357069e-05,0.0032444066773549,TRUE,TRUE,retained
CAPZA2,0.724027337170535,3.1358985852103e-11,4.96603446024917e-08,0.487857478602529,1.24119022809774e-05,0.0032444066773549,TRUE,TRUE,retained
GGA2,-0.511045397291718,1.40295968293157e-08,9.91697465562796e-07,-0.482487933080459,1.25552754753948e-05,0.0032444066773549,TRUE,TRUE,retained
EZR,-0.392418412227059,7.06763417625315e-07,1.42646757388321e-05,-0.395978319791824,1.33724348314962e-05,0.00335024838021385,TRUE,TRUE,retained
FAM160B1,0.713448429516772,7.57724337155449e-10,1.73101575747556e-07,0.590921994131046,1.33999731557497e-05,0.00335024838021385,TRUE,TRUE,retained
SP3,0.762748322475917,3.50942068084761e-10,1.28648833005118e-07,0.604498989362913,1.36024802597022e-05,0.00335024838021385,TRUE,TRUE,retained
PJA2,0.517502880113811,6.27262556391368e-11,6.04796403658505e-08,0.371706102869963,1.41425301249026e-05,0.00335890573645213,TRUE,TRUE,retained
TAF15,-0.566457884129747,8.33852897364103e-09,7.13561331823472e-07,-0.540118919227799,1.417814535377e-05,0.00335890573645213,TRUE,TRUE,retained
FCHO2,0.982958851979646,3.17638856310208e-09,3.91167288438892e-07,0.875603878603429,1.43418403827854e-05,0.00335890573645213,TRUE,TRUE,retained
AMN1,0.727349379121844,6.2719655502771e-09,6.17906206056362e-07,0.666292172089318,1.45949999806248e-05,0.00335890573645213,TRUE,TRUE,retained
PNPLA8,0.965871003254421,7.47221760651994e-11,6.04796403658505e-08,0.695247047459714,1.50838236227198e-05,0.00335890573645213,TRUE,TRUE,retained
ERGIC2,0.611090117918307,7.5247952066371e-09,6.85626282324974e-07,0.562444146333622,1.52456820918691e-05,0.00335890573645213,TRUE,TRUE,retained
C5orf30,0.722189353309423,1.81218048992004e-10,9.2146455040676e-08,0.542385399543522,1.52572357257894e-05,0.00335890573645213,TRUE,TRUE,retained
SSRP1,-0.431857815864165,6.69083211035928e-09,6.39197494276324e-07,-0.384799668659783,1.53423341384605e-05,0.00335890573645213,TRUE,TRUE,retained
THOC6,-0.29792884435166,1.40841183923106e-05,0.000140778667227642,-0.393234819387175,1.56259747513455e-05,0.00337414027404739,TRUE,TRUE,retained
MED30,0.557029184548166,1.96743201017987e-09,2.95358388347289e-07,0.491069709438927,1.60716856295074e-05,0.00337878959946396,TRUE,TRUE,retained
C5orf45,-0.478105957268446,4.00856961489829e-09,4.57877411881462e-07,-0.41513383521732,1.61110095672033e-05,0.00337878959946396,TRUE,TRUE,retained
TRIM44,-0.486428303899979,5.39526212078134e-09,5.55853051044943e-07,-0.415606578849232,1.66517846425322e-05,0.00337878959946396,TRUE,TRUE,retained
OXR1,0.846233333605578,6.75654617999653e-10,1.69053075294104e-07,0.67739601645587,1.66838415563102e-05,0.00337878959946396,TRUE,TRUE,retained
YARS,-0.444143446574774,8.01597129055707e-09,7.01976419183617e-07,-0.421631559695621,1.67192532359442e-05,0.00337878959946396,TRUE,TRUE,retained
MMS19,-0.390817287721164,1.97923496662912e-07,5.77753347758791e-06,-0.407688701427502,1.70796015966923e-05,0.00338353102981058,TRUE,TRUE,retained
RAB33B,0.995700899985977,5.82726736873289e-10,1.68745793023822e-07,0.782655727067613,1.71720156305809e-05,0.00338353102981058,TRUE,TRUE,retained
ZNF267,1.41807933357753,8.0020730605408e-11,6.04796403658505e-08,0.949433890092248,1.84694614144973e-05,0.0035127296181188,TRUE,TRUE,retained
SNX16,1.15264886249964,1.32150812725077e-09,2.44235045334615e-07,0.969198208107852,1.85939687332205e-05,0.0035127296181188,TRUE,TRUE,retained
NCOR2,-0.681388180904012,8.59526483638351e-11,6.04796403658505e-08,-0.448828004352753,1.86311103173437e-05,0.0035127296181188,TRUE,TRUE,retained
HAUS3,1.09954933020735,5.89630346605474e-10,1.68745793023822e-07,0.855724699235651,1.8719107271584e-05,0.0035127296181188,TRUE,TRUE,retained
HSD17B10,-0.333868591625603,6.19646981567097e-07,1.30407147802966e-05,-0.374443664332891,1.89638111280847e-05,0.00351678299778823,TRUE,TRUE,retained
PCSK7,-0.494391569768495,3.37548673908714e-06,4.62676499723745e-05,-0.580827322753671,1.9853164654221e-05,0.00358922815157445,TRUE,TRUE,retained
HIST1H2AJ,0.303065571219742,0.000127050144293965,0.00082585213381681,0.466654692436006,2.00318905018834e-05,0.00358922815157445,TRUE,TRUE,retained
TAF1C,-0.48631487971979,3.0781246432376e-07,7.96723789020596e-06,-0.516585673031366,2.00375612090688e-05,0.00358922815157445,TRUE,TRUE,retained
CCDC126,1.1062889254445,5.02398382890662e-10,1.61618483867459e-07,0.881085222959864,2.09715331039289e-05,0.00365134212140332,TRUE,TRUE,retained
PLEKHA3,0.505619443154128,1.02773182093506e-09,2.11676746144994e-07,0.411100428823669,2.12583469602145e-05,0.00365134212140332,TRUE,TRUE,retained
HMGB2,0.927984491163194,5.48571966987805e-11,6.04796403658505e-08,0.617157436194399,2.14278812754195e-05,0.00365134212140332,TRUE,TRUE,retained
CEP164,-0.5808681128835,3.21045252931673e-08,1.70391795352255e-06,-0.555784744804309,2.14999694758109e-05,0.00365134212140332,TRUE,TRUE,retained
NAB1,0.82145509647906,1.29458671886428e-10,7.46785446557236e-08,0.574788098248932,2.15443331114675e-05,0.00365134212140332,TRUE,TRUE,retained
ABCA1,0.8706317351638,1.49635132950248e-05,0.000147510856828941,1.13207388005788,2.18338764024328e-05,0.00365134212140332,TRUE,TRUE,retained
CSNK1G3,0.86991805863497,5.67880433168183e-10,1.68745793023822e-07,0.615514921838709,2.2089849496233e-05,0.00365134212140332,TRUE,TRUE,retained
CDC25B,-0.589413443280802,5.58262675863179e-08,2.38479527361281e-06,-0.546103618704381,2.22374448807155e-05,0.00365134212140332,TRUE,TRUE,retained
ANAPC7,-0.364451771090749,7.02087577838784e-09,6.54852454998388e-07,-0.318213674575218,2.26267706640155e-05,0.00367696686574098,TRUE,TRUE,retained
DNMT1,-0.596447892256369,8.56277607950023e-09,7.17952336921075e-07,-0.538156437446631,2.29022452159587e-05,0.00368375603407304,TRUE,TRUE,retained
PKN2,0.68866943300424,2.75650687608526e-09,3.6513292342632e-07,0.568134323412614,2.37102325183576e-05,0.00372542843910592,TRUE,TRUE,retained
SLC35B3,0.687136581950822,3.94965926145502e-09,4.55724548985087e-07,0.573287301627671,2.40545559335212e-05,0.00372542843910592,TRUE,TRUE,retained
IL11RA,-0.404015308220302,0.000170108386112841,0.00103850445015364,-0.592563933772727,2.42610398506571e-05,0.00372542843910592,TRUE,TRUE,retained
DR1,0.761520169388014,1.01010300499452e-09,2.11676746144994e-07,0.543388855550035,2.45574022861734e-05,0.00372542843910592,TRUE,TRUE,retained
AP3D1,-0.440999167395431,3.0456796958774e-09,3.78024008237129e-07,-0.357886640755271,2.45707797623382e-05,0.00372542843910592,TRUE,TRUE,retained
RRM2B,0.715247447416256,1.89756647250667e-09,2.95358388347289e-07,0.58770179804981,2.45793667237845e-05,0.00372542843910592,TRUE,TRUE,retained
EVI2A,1.3594736994411,1.54872186042744e-10,8.2529341408719e-08,0.883309396818248,2.48654819574111e-05,0.00373290087709211,TRUE,TRUE,retained
INTS9,-0.329929084546687,6.14791178690691e-06,7.39767431274913e-05,-0.393621829076064,2.60976732647813e-05,0.00384528837197364,TRUE,TRUE,retained
EDEM3,0.781207080213835,1.41409566691305e-09,2.52986303113009e-07,0.643073050080585,2.61020018905779e-05,0.00384528837197364,TRUE,TRUE,retained
NUP62,-0.465896792766415,6.97838952508693e-09,6.54764012404436e-07,-0.416209935949772,2.69191447913096e-05,0.00387023268252813,TRUE,TRUE,retained
SRRT,-0.468641312616497,4.56952971009663e-09,4.96755150484504e-07,-0.398136367360791,2.71855098536358e-05,0.00387023268252813,TRUE,TRUE,retained
CLEC4D,1.35353738017841,1.44692767015008e-08,1.01368537175892e-06,1.2228620178596,2.74020061420638e-05,0.00387023268252813,TRUE,TRUE,retained
MDH2,-0.388493060593851,8.81850182939919e-10,1.98580063338313e-07,-0.302334745043825,2.78355245941679e-05,0.00387023268252813,TRUE,TRUE,retained
NAV1,-0.466601603178917,1.43155848457502e-05,0.000142730274461455,-0.599281461509652,2.80314208995448e-05,0.00387023268252813,TRUE,TRUE,retained
MMADHC,0.318110877377403,1.48479316119955e-09,2.60053273333206e-07,0.263696762172647,2.81283731228689e-05,0.00387023268252813,TRUE,TRUE,retained
INTS4,-0.385469279761543,7.77714694762335e-08,3.0419644500096e-06,-0.342168601239982,2.82055182118327e-05,0.00387023268252813,TRUE,TRUE,retained
NEK7,0.716874824340041,1.42839440316296e-09,2.52986303113009e-07,0.574029066699022,2.82355362869209e-05,0.00387023268252813,TRUE,TRUE,retained
SLC43A3,-0.399019274772099,4.2353064097648e-06,5.53574916559888e-05,-0.441262341992206,2.93701819573545e-05,0.00391675299546992,TRUE,TRUE,retained
PFAS,-0.448213201394557,9.41532076431963e-06,0.000102993546986794,-0.53850792576698,2.93979815437173e-05,0.00391675299546992,TRUE,TRUE,retained
ASNSD1,0.621294022136513,1.67409645389044e-08,1.11530330773978e-06,0.563386166936173,2.95332052643242e-05,0.00391675299546992,TRUE,TRUE,retained
MCM3AP,-0.380162655009092,8.48217833072553e-08,3.21405233238525e-06,-0.370091413798214,2.95688388289615e-05,0.00391675299546992,TRUE,TRUE,retained
GPR160,0.72428106914992,3.8738877677642e-07,9.3556817752253e-06,0.740930895583803,3.03448945420864e-05,0.0039528751658123,TRUE,TRUE,retained
PTPN22,0.766258951935944,1.60420109422914e-09,2.71903460734773e-07,0.56709662366191,3.08697962941054e-05,0.0039528751658123,TRUE,TRUE,retained
PRPF19,-0.389421760412334,1.91457276606371e-06,3.07953168484308e-05,-0.450544722304425,3.12119239997453e-05,0.0039528751658123,TRUE,TRUE,retained
FTO,-0.560324776087982,2.54879655311725e-08,1.46097018424681e-06,-0.53347367134431,3.12622816113145e-05,0.0039528751658123,TRUE,TRUE,retained
GALNT1,0.521479528987846,1.07551432329518e-08,8.51914183023046e-07,0.446409318112911,3.13421971063844e-05,0.0039528751658123,TRUE,TRUE,retained
CGRRF1,1.07531282916251,4.34697501281166e-10,1.42752848181146e-07,0.785393791661154,3.14534876971782e-05,0.0039528751658123,TRUE,TRUE,retained
BIN1,-0.513660788193807,4.90786931625328e-07,1.1033395421985e-05,-0.539732883370441,3.1596921327942e-05,0.0039528751658123,TRUE,TRUE,retained
GBP3,0.982967302037177,1.08090361355458e-08,8.51914183023046e-07,0.847752106402671,3.27391378152075e-05,0.00406351991638674,TRUE,TRUE,retained
FMR1,0.724914073136732,3.81818343977671e-10,1.33746723469334e-07,0.495837328603319,3.32465974458086e-05,0.00409426652764282,TRUE,TRUE,retained
TTC7A,-0.56743644347458,1.72382687347094e-08,1.13219512527177e-06,-0.533547296068466,3.46460783482322e-05,0.00420262016095621,TRUE,TRUE,retained
LEMD3,0.786959482830229,2.89756736783664e-09,3.68341567896846e-07,0.604699052545261,3.4659685397723e-05,0.00420262016095621,TRUE,TRUE,retained
CPEB2,1.1244303274448,9.15445599240028e-10,2.00419013622508e-07,0.843890620253177,3.56718735896552e-05,0.00423922819728289,TRUE,TRUE,retained
RNH1,-0.535563546162548,2.97457317363006e-09,3.74205517753763e-07,-0.443112548585415,3.57579654268173e-05,0.00423922819728289,TRUE,TRUE,retained
YAF2,0.759876073155203,3.90899076501656e-09,4.55724548985087e-07,0.637572479208816,3.5768403872272e-05,0.00423922819728289,TRUE,TRUE,retained
PEX2,0.947496552624206,8.82466363264963e-11,6.04796403658505e-08,0.551194299576637,3.60841159641509e-05,0.00424473074584262,TRUE,TRUE,retained
UBL3,0.51919096415289,2.80721474330256e-09,3.65703520650233e-07,0.440045073071253,3.71452841797769e-05,0.00433719344093202,TRUE,TRUE,retained
PRPF8,-0.55125299164482,2.00743583626988e-10,9.58885184458246e-08,-0.391799467958401,3.76838397774232e-05,0.00433746582122729,TRUE,TRUE,retained
AHCYL1,-0.467072266406638,1.22033820210509e-09,2.37483840491143e-07,-0.352276556887707,3.82552291643987e-05,0.00433746582122729,TRUE,TRUE,retained
SNX13,0.894556509017143,3.81805051319888e-10,1.33746723469334e-07,0.650282490294895,3.85110569469699e-05,0.00433746582122729,TRUE,TRUE,retained
ING1,0.296291959003105,4.10842289703301e-05,0.000328282784689999,0.386848637475935,3.85113335466369e-05,0.00433746582122729,TRUE,TRUE,retained
PTGS2,1.02056668893323,2.83318796713179e-07,7.55660607883221e-06,1.03686645082968,3.85234546071065e-05,0.00433746582122729,TRUE,TRUE,retained
PCCA,-0.278310175413492,0.00161531954289033,0.00663425793501312,-0.468041717478945,3.8982889651225e-05,0.00435806588349121,TRUE,TRUE,retained
PUF60,-0.525045966399543,6.63721320020108e-10,1.68745793023822e-07,-0.384100948264882,3.95115289701445e-05,0.00437702406139279,TRUE,TRUE,retained
MTMR6,0.68012321566516,1.27889447767494e-08,9.47482856917745e-07,0.598220046555636,3.97078247020978e-05,0.00437702406139279,TRUE,TRUE,retained
MAD2L1,0.944581403281369,4.95510899877386e-09,5.24210625152164e-07,0.562654559539636,4.01210975767227e-05,0.00439186709098528,TRUE,TRUE,retained
OXA1L,-0.331661847513553,6.74532853663282e-08,2.76812892852493e-06,-0.326852905406392,4.05889018618285e-05,0.00441243351757243,TRUE,TRUE,retained
RPN2,-0.326721536545446,3.8816315936036e-07,9.3556817752253e-06,-0.336735435033256,4.13624325091016e-05,0.0044657261893217,TRUE,TRUE,retained
TAF7,0.72062526454704,6.32127751705511e-10,1.68745793023822e-07,0.496010354686263,4.20146902513159e-05,0.00450127398939914,TRUE,TRUE,retained
ZMYM3,-0.599974180111866,3.63132272332112e-09,4.36950687692449e-07,-0.458231715978801,4.22628021589211e-05,0.00450127398939914,TRUE,TRUE,retained
ZNF573,-0.497222107677465,1.05810970295978e-06,1.97556317441593e-05,-0.523948459759121,4.28022873059052e-05,0.00452813728055693,TRUE,TRUE,retained
SLC40A1,0.382895192144462,6.82569750717723e-05,0.000495822441500621,0.491019290458921,4.38205253541314e-05,0.00460495294104782,TRUE,TRUE,retained
MTF2,0.491519306542685,4.91591889702831e-08,2.2460762195321e-06,0.448729243813736,4.44896334100277e-05,0.00464430524133952,TRUE,TRUE,retained
RBBP8,0.910580068951974,2.1595824421622e-09,3.03941946748239e-07,0.682709585185415,4.49855066970218e-05,0.0046651746188497,TRUE,TRUE,retained
ATP1A1,-0.451487890657938,2.32289548839277e-08,1.37653389411787e-06,-0.405710424796036,4.61755987001211e-05,0.00475729387130725,TRUE,TRUE,retained
GTF3C2,-0.317002201203404,2.01213770831751e-06,3.18460631853317e-05,-0.360875631222706,4.69629091782175e-05,0.00479165308483668,TRUE,TRUE,retained
CAPN3,-0.473633585559948,1.27146440277666e-07,4.28249858567703e-06,-0.441716639598634,4.71170607212894e-05,0.00479165308483668,TRUE,TRUE,retained
PRMT7,-0.453220605300836,1.95910442769792e-06,3.14121396846415e-05,-0.510727603124881,4.75000429094723e-05,0.00479963574603854,TRUE,TRUE,retained
RBM7,0.53810373904562,5.19512201714586e-09,5.45938055708467e-07,0.445542499312685,4.81915225819937e-05,0.00483849025770679,TRUE,TRUE,retained
PLCB3,-0.512645575554619,5.2431385908379e-08,2.30821922376782e-06,-0.504167645240961,4.89789228676806e-05,0.00488388721012515,TRUE,TRUE,retained
FLNA,-0.622246570220847,6.65713459823784e-09,6.39197494276324e-07,-0.507185057364307,4.9473877534283e-05,0.00488388721012515,TRUE,TRUE,retained
PIP5K1C,-0.5769539199209,2.65672259568405e-09,3.61016536860066e-07,-0.385543068587649,4.98726101774665e-05,0.00488388721012515,TRUE,TRUE,retained
EXOSC10,-0.510690436055584,9.41899566730988e-09,7.69283050278785e-07,-0.413995203764011,4.99084927374227e-05,0.00488388721012515,TRUE,TRUE,retained
PSMC6,1.25082450274761,5.95764030243368e-10,1.68745793023822e-07,0.781528437004296,5.01928394366729e-05,0.00488388721012515,TRUE,TRUE,retained
SERINC1,0.431723890008142,1.15841146655475e-09,2.31139746168385e-07,0.327696950560125,5.11206071376972e-05,0.00494364497123633,TRUE,TRUE,retained
SLC22A15,0.646782000754423,1.68602215644076e-06,2.80809303021772e-05,0.67168547912937,5.17624411110363e-05,0.00495994334806311,TRUE,TRUE,retained
ACACA,-0.475151173887986,2.71133021745584e-06,3.88611046065878e-05,-0.550489957436322,5.19184579350639e-05,0.00495994334806311,TRUE,TRUE,retained
AKR1A1,-0.238663489044667,1.69976525045409e-06,2.82332978323581e-05,-0.27203397195806,5.25951075737702e-05,0.00499431735352615,TRUE,TRUE,retained
SAMD9,0.8291448118004,5.838019429775e-09,5.89901924817586e-07,0.623825655072035,5.34873682966671e-05,0.00502556826385103,TRUE,TRUE,retained
HAT1,1.2648584852539,7.37707157950681e-10,1.71007028393773e-07,0.786123109969316,5.36009054505836e-05,0.00502556826385103,TRUE,TRUE,retained
CKS2,1.22926879886395,7.28653092789286e-10,1.71007028393773e-07,0.782627389102953,5.38806722445489e-05,0.00502556826385103,TRUE,TRUE,retained
RGS18,0.809564961030015,3.41204490085861e-08,1.76921262408666e-06,0.725403961485811,5.5290055750992e-05,0.00512668911060522,TRUE,TRUE,retained
LRRK2,0.475711937385632,3.20196692437187e-07,8.22029391349735e-06,0.466001881421228,5.902282300179e-05,0.00538026576178693,TRUE,TRUE,retained
ZNF292,0.879117557753313,6.62661542928763e-10,1.68745793023822e-07,0.598793408274272,5.90271786353525e-05,0.00538026576178693,TRUE,TRUE,retained
UBAP2,-0.569387261889102,7.81826378074437e-09,6.96381206106956e-07,-0.434846435269193,5.90487836572442e-05,0.00538026576178693,TRUE,TRUE,retained
UBXN4,0.514691928493246,1.09500283672189e-07,3.85279681143908e-06,0.489676296998213,6.04441988475952e-05,0.00546838317910528,TRUE,TRUE,retained
BCAT2,-0.383628423979788,0.000221397218103027,0.00128778020256753,-0.546007237445528,6.09812093088547e-05,0.00546838317910528,TRUE,TRUE,retained
LYPLAL1,0.575082979229951,5.33583820223493e-09,5.53347484090982e-07,0.470580530461676,6.10566160960813e-05,0.00546838317910528,TRUE,TRUE,retained
TMEM167B,0.378804918946903,2.78987562862026e-08,1.54304594855934e-06,0.327303121575753,6.17776389898719e-05,0.00550170013218843,TRUE,TRUE,retained
PPRC1,-0.532373546291238,3.37871166343168e-08,1.75775771179862e-06,-0.465156220325132,6.39226048172922e-05,0.00563317006354167,TRUE,TRUE,retained
FTSJ3,-0.525552851278255,1.01793196141678e-08,8.16448729635592e-07,-0.442893409411571,6.39686253488523e-05,0.00563317006354167,TRUE,TRUE,retained
